z,y,x,rad,frame,xum,yum,zum,particle
9.27108703831,82.8292574779,101.744072798,7.30104337289,0.0,12.9214972453,10.5193156997,1.1125304446,0.0
8.71269015994,83.1378364351,101.579103312,7.33633791497,1.0,12.9005461206,10.5585052273,1.04552281919,0.0
9.18086230198,82.7584106389,101.055741923,7.29359004017,2.0,12.8340792242,10.5103181511,1.10170347624,0.0
8.99656118376,82.9450159224,100.730824196,7.27691833459,3.0,12.7928146729,10.5340170221,1.07958734205,0.0
17.0526311844,101.60144068,118.555956632,9.42931570783,0.0,15.0566064923,12.9033829664,2.04631574213,1.0
16.6610408644,101.603896928,118.458492653,9.44081143326,1.0,15.044228567,12.9036949099,1.99932490373,1.0
16.1875374743,101.210418341,118.158345686,9.38490753641,2.0,15.0061099021,12.8537231294,1.94250449691,1.0
15.8039506276,101.321725052,118.013873757,9.41602639433,3.0,14.9877619671,12.8678590817,1.89647407531,1.0
13.3232541063,59.3568366294,97.3197562793,7.5646758168,0.0,12.3596090475,7.53831825193,1.59879049276,2.0
13.381646003,59.1735898566,97.1816023329,7.56491486265,1.0,12.3420634963,7.51504591179,1.60579752036,2.0
13.0920905018,58.9367452564,96.9097150524,7.54745888866,2.0,12.3075338117,7.48496664756,1.57105086022,2.0
13.2569248078,59.6013431625,97.0036886937,7.52327109838,3.0,12.3194684641,7.56937058163,1.59083097694,2.0
8.81752778215,31.9253390235,27.1953125357,9.34927150176,0.0,3.45380469203,4.05451805599,1.05810333386,3.0
10.9695549414,31.9782199796,27.7010513086,9.34917356299,1.0,3.5180335162,4.06123393741,1.31634659297,3.0
10.4351178261,33.0371544708,27.5147738716,9.3813210971,2.0,3.49437628169,4.1957186178,1.25221413913,3.0
10.0319093917,33.2387919383,26.5999237359,9.27095825846,3.0,3.37819031446,4.22132657616,1.20382912701,3.0
10.4336837717,87.8411895185,81.3226994738,7.46683379224,0.0,10.3279828332,11.1558310688,1.2520420526,4.0
9.75370806386,88.3194692277,81.1720782229,7.46622525745,1.0,10.3088539343,11.2165725919,1.17044496766,4.0
10.3068982744,88.2077859213,80.7783202008,7.42029388367,2.0,10.2588466655,11.202388812,1.23682779293,4.0
10.8311963134,88.2347341568,80.5430349527,7.44336523781,3.0,10.228965439,11.2058112379,1.29974355761,4.0
16.3465707862,14.4597950336,79.0394776868,7.34070612631,0.0,10.0380136662,1.83639396927,1.96158849434,5.0
14.6193077426,13.9042330908,78.7769286291,7.37122991962,1.0,10.0046699359,1.76583760253,1.75431692911,5.0
