z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy
2.6609135037,41.4462296219,96.1449636989,7.31842026783,0.0,12.2104103898,5.2636711619800005,0.319309620444,0.0,0.002475714000000906,0.022386123269999558,0.0031834966510000395,0.022746479415424813,-0.0015190168998085356,0.020464327048804448,0.004539396349926017,0.02101671270974733,0.022662316261327926,0.020766096042088938
2.68744264246,41.622498309099996,96.1644575099,7.31691005988,1.0,12.2128861038,5.28605728525,0.322493117095,0.0,0.0072969081999989535,-0.019289716290000317,0.008475243871000016,0.0222972595289385,0.004064638066474904,-0.022372500186445952,0.006522095101291526,0.023655607616678374,0.021457963459589165,0.024266845816399055
2.75806967472,41.4706107792,96.2219134806,7.276040452769999,2.0,12.220183012,5.26676756896,0.330968360966,0.0,0.002690715499999996,-0.0053666326900003725,-0.002099229666999991,0.006359831878763287,0.00275858638353516,0.0029538545733567186,0.0022758152555437247,0.004638360783006379,0.006388842654160385,0.004554318925018195
2.74057609415,41.4283538289,96.2431002165,7.29139060496,3.0,12.2228737275,5.261400936269999,0.32886913129900003,0.0,,,,,,,,,,
4.470050071499999,124.572870431,43.5930254358,10.532993677,0.0,5.53631423034,15.8207545448,0.53640600858,1.0,-0.010017364190000322,0.024288313799999628,-0.007772174435000002,0.027398475651218644,-0.014012095089809763,0.022366517578804517,-0.006416274736074024,0.02716189424354686,0.029097554734052667,0.02751375315831902
4.40528195121,124.764116997,43.514148552399995,10.7178917314,1.0,5.52629686615,15.8450428586,0.528633834145,1.0,-0.009816333359999874,0.01961081369999995,-0.0048059110339999656,0.022450861798101983,-0.013048603493523922,0.016528029803554316,-0.006759059803708455,0.02211620925358801,0.024040525118516717,0.021599504697680155
4.36523269259,124.91853285299999,43.436854588900005,10.8375245783,2.0,5.51648053279,15.8646536723,0.523827923111,1.0,0.030528435279999044,-0.02710200900000004,0.01617673413099996,0.043911171467250015,0.030596306163534207,-0.01878152173664295,0.020551779053543676,0.04136731961177071,0.04395838452256706,0.0393772299272279
4.50003881035,124.70513120700001,43.677235969099996,10.610512102000001,3.0,5.547008968069999,15.8375516633,0.540004657242,1.0,,,,,,,,,,
6.3301315609,53.4233506989,115.067319234,7.422349249630001,0.0,14.6135495428,6.784765538759999,0.7596157873080001,2.0,0.008347401300001778,-0.006158139869999246,-0.0032788802269999584,0.01087900963621032,0.004352670400192336,-0.008079936091194357,-0.001922980528073981,0.00937704436172973,0.008223106579279885,0.009745879251945765
6.3028075590100014,53.3748614086,115.133046804,7.43362780777,1.0,14.621896944100001,6.77860739889,0.7563369070810001,2.0,-0.0020842737000013045,0.00601687990000066,0.0018028272979999649,0.0066179473293433615,-0.005316543833525353,0.0029340960035550245,-0.0001503214717085248,0.006074302777828138,0.008229135333146629,0.006334409519307058
6.31783111982,53.422238415699994,115.1166352,7.41127245226,2.0,14.6198126704,6.784624278790001,0.7581397343790001,2.0,0.006269431699999828,-0.0005455819099999816,0.0033577983719998983,0.00713289866523331,0.0063373025835349915,0.0077749053533571096,0.007732843294543614,0.01266520519797877,0.007192626332766333,0.010577587966826155
6.34581277293,53.4179424951,115.16600080399999,7.4500663496,3.0,14.6260821021,6.784078696880001,0.761497532751,2.0,,,,,,,,,,
4.02757977006,52.2023028904,28.8216404635,8.458526916539999,0.0,3.66034833886,6.629692467080001,0.483309572407,3.0,0.009164045749999516,-0.01008967662000071,-0.027741216803000013,0.03090884045892572,0.005169314850190075,-0.01201147284119582,-0.026385317104074036,0.02944795841001074,0.02996829157672547,0.030668752918014627
3.79640296336,52.1228566178,28.893798304,8.45414764653,1.0,3.66951238461,6.61960279046,0.455568355604,3.0,0.009501415490000387,0.0052793179600003634,-0.0013041133560000027,0.01094754794836265,0.006269145356476338,0.002196534063554728,-0.0032572621257084926,0.0073984256398615025,0.008299041707854518,0.006769612768710088
3.78553535206,52.16442605060001,28.9686125992,8.431077612460001,2.0,3.6790138001,6.6248821084200005,0.454264242248,3.0,-0.00014757356999917093,0.010651758669999012,0.019325988858999943,0.022067523334091014,-7.970268646400697e-05,0.018972245933356103,0.02370103378154366,0.03035937203876013,0.02206717382585089,0.027082213972498017
3.94658525922,52.2482981661,28.967450602600003,8.40974034532,3.0,3.6788662265300007,6.63553386709,0.473590231107,3.0,,,,,,,,,,
7.58416974418,85.7374504129,111.60472168700001,7.29478503882,0.0,14.173799654200002,10.8886562024,0.910100369301,4.0,-0.0029262909000031807,0.01023482869999981,-0.0023050114099998353,0.010891647008143929,-0.006921021799812622,0.008313032478804699,-0.0009491117110738579,0.010858538796138312,0.012568426268712036,0.011059843097773709
7.564961315760001,85.8180396147,111.581680026,7.31755599099,1.0,14.170873363299998,10.8988910311,0.907795357891,4.0,0.013133465400001043,0.005047981700000648,-0.002434714954000161,0.014279281129097432,0.009901195266476995,0.001965197803555012,-0.004387863723708651,0.011006771468956837,0.011377329381523587,0.010383809850880162
7.54467202447,85.8577875027,111.685093139,7.287472632819999,2.0,14.1840068287,10.9039390128,0.905360642937,4.0,-0.0053373936999996366,-0.004569485000001095,-0.002091731844999889,0.007330982661650309,-0.005269522816464473,0.0037510022633559957,0.0022833130775438268,0.00685940283866053,0.007281717241822929,0.006798031391831617
7.527240925760001,85.82180730520001,111.64306641700001,7.2869466144100015,3.0,14.178669435,10.8993695278,0.903268911092,4.0,,,,,,,,,,
3.759606888530001,30.7550112601,79.8915888085,7.37150264318,0.0,10.1462317787,3.90588643003,0.451152826624,5.0,0.0013494107999996177,0.0014773431899994804,0.0022960473899999996,0.0030455354250639183,-0.002645320099809824,-0.00044445303119563075,0.003651947088925977,0.00453122218255867,0.003801591107499794,0.0035308767387891996
3.77874061678,30.7666438837,79.9022140908,7.3535868371,1.0,10.1475811895,3.90736377322,0.453448874014,5.0,0.007663131499999309,-0.0074967468399997905,0.014166023902999982,0.017765163404531218,0.004430861366475261,-0.010579530736445426,0.012212875133291492,0.016754501546560142,0.01662858920210421,0.018227321149107
3.8967908159800007,30.7076143809,79.9625537089,7.3423730907200015,2.0,10.155244321,3.89986702638,0.467614897917,5.0,0.003622558900000072,-0.007127452549999801,-0.013399445191000005,0.015603481799363932,0.003690429783535236,0.0011930347133572898,-0.00902440026845629,0.0098225456995523,0.015619378453264898,0.013949470787133562
3.78512877272,30.6514927073,79.99107779479999,7.37599326365,3.0,10.1588668799,3.89273957383,0.454215452726,5.0,,,,,,,,,,
15.630977444500001,121.20183475,113.40085478,7.16954655717,0.0,14.4019085571,15.3926330132,1.87571729334,6.0,-0.0059193351999997645,-0.009723660499998843,0.018593281939999876,0.02180133564783404,-0.009914066099809205,-0.011645456721193954,0.019949181638925853,0.025137128255619094,0.023206645889721968,0.024075205132602986
15.7859214606,121.12527049399999,113.35424584200001,7.1618346745100006,1.0,14.3959892219,15.3829093527,1.89431057528,6.0,-0.001851610499999268,-0.01730244670000225,0.04395615117000018,0.04727521918436798,-0.005083880633523317,-0.020385230596447885,0.042003002400291686,0.04696440864532606,0.04751172202501442,0.04871905884195811
16.1522227204,120.989030756,113.33966623200001,7.171720641419999,2.0,14.394137611400001,15.365606905999998,1.93826672645,6.0,0.012346873799998548,-0.012906557099997329,-0.013672346590000384,0.022493500618749347,0.012414744683533712,-0.004586069836640238,-0.009297301667456667,0.01617398344254014,0.022530826949091663,0.019028688430392807
16.0382864989,120.88740432200001,113.43688571,7.113350460760001,3.0,14.4064844852,15.352700348900001,1.92459437986,6.0,,,,,,,,,,
15.0266430381,14.634410098399998,38.8817242975,8.24467555319,0.0,4.93797898579,1.85857008249,1.80319716458,7.0,0.020924400550000218,0.009723637769999629,-0.001609861219999953,0.02312944709686491,0.016929669650190778,0.007801841548804518,-0.00025396152107397545,0.018642610934936917,0.01958965285793533,0.018710267212546778
15.013227528,14.7109741753,39.046483357,8.213314956189999,1.0,4.95890338634,1.86829372026,1.80158730336,7.0,0.007597496499999856,-0.0035458405799999593,0.01754459751000015,0.019444995250042826,0.004365226366475808,-0.006628624476445594,0.015591448740291659,0.01749534616695113,0.01842392706339377,0.019256343512417215
15.1594325073,14.6830541707,39.1063061641,8.18850376449,2.0,4.96650088284,1.86474787968,1.81913190087,7.0,-0.008291942849999678,-0.009139001779999932,-0.022811930210000275,0.025935724969015733,-0.008224071966464514,-0.0008185145166428407,-0.01843688528745656,0.02020455554637059,0.025914105679153827,0.024262924094788446
14.969333088800001,14.611093526800001,39.0410152755,8.24515549915,3.0,4.9582089399900005,1.8556088779,1.79631997066,7.0,,,,,,,,,,
4.351888279930002,87.4460118265,97.0054550318,7.07795422498,0.0,12.319692789000001,11.105643502000001,0.522226593592,8.0,0.00603759989999908,0.0069642196999986075,0.003210307899000009,0.009760074046271343,0.0020428690001896383,0.005042423478803496,0.004566207597925987,0.007102788193299978,0.007935977985615027,0.006317074093115135
4.37864084576,87.50084820229998,97.0529951885,7.102125955289999,1.0,12.3257303889,11.1126077217,0.525436901491,8.0,0.001067254499998782,0.007490008799999614,0.005426841422000006,0.009310739595293941,-0.0021650156335252667,0.004407224903553978,0.0034736926522915164,0.006014770543129575,0.009499375365623548,0.007318574442024227
4.423864524280001,87.55982464969999,97.0613987668,7.05897313614,2.0,12.326797643399999,11.1200977305,0.530863742913,8.0,0.0030721394000003954,-0.015547041699997875,-0.003271357539999964,0.016181789958747528,0.0031400102835355596,-0.007226554436640784,0.0011036873825437518,0.007956184980556192,0.016194812452038354,0.00853138521935074
4.39660321144,87.43740699850002,97.0855888412,7.0560777972,3.0,12.3298697828,11.104550688800002,0.527592385373,8.0,,,,,,,,,,
5.76015393076,94.44641351899999,23.236844497600003,8.96088304453,0.0,2.9510792511900004,11.994694516900001,0.691218471692,9.0,0.015862712850000182,0.01581573179999829,-0.0017016617530000169,0.022464609590479447,0.011867981950190742,0.013893935578803179,-0.0003457620540740394,0.018275940272282125,0.01984646116216071,0.018351732729080632
5.745973416159999,94.57094684020001,23.3617477483,8.95269338755,1.0,2.9669419640400005,12.0105102487,0.689516809939,9.0,-0.004526311600000278,-0.025814192500000388,0.012766147567999986,0.029151921975323087,-0.007758581733524327,-0.028896976396446023,0.010812998798291496,0.03181433290805245,0.029825201569659267,0.03253006853820766
5.852357979219999,94.36768548159999,23.326107499499997,8.76670396521,2.0,2.9624156524400003,11.984696056199999,0.702282957507,9.0,-0.0017578818199996962,0.011985521899999796,0.004617401782000097,0.012963922358795498,-0.0016900109364645323,0.020306009163356887,0.008992446704543813,0.022272275205774655,0.012954893723885277,0.020892834760369912
5.89083632741,94.46205967,23.3122659104,8.94965724502,3.0,2.960657770620001,11.996681578099999,0.7069003592890001,9.0,,,,,,,,,,
2.44617802285,27.573563369899997,1.88698929642,7.498132652080001,0.0,0.239647640645,3.50184254797,0.293541362742,10.0,0.010011321591000016,0.00019356579999962875,0.00992067943399999,0.014095527948592168,0.006016590691190575,-0.0017282304211954824,0.011276579132925967,0.012897572673771137,0.01160416785885317,0.01173055942256195
2.52885035147,27.57508751,1.96581860028,7.444295856860001,1.0,0.249658962236,3.50203611377,0.303462042176,10.0,-0.012725975258000009,1.8750580000670425e-05,-0.01708473084799994,0.0213034932816212,-0.01595824539152406,-0.003064033316444965,-0.01903787961770843,0.02502987727654176,0.023378493871696483,0.023578420733564504
2.3864775944,27.575235152399998,1.86561407069,7.502029676930001,2.0,0.236932986978,3.50205486435,0.28637731132800004,10.0,0.0023296382709999948,-0.009186113520000205,-0.00336406250100002,0.010056282244779774,0.002397509154535159,-0.0008656262566431143,0.001010982421543696,0.002742160538506128,0.01007222161486953,0.004220696088668831
