z,y,x,rad,frame,xum,yum,zum,particle
15.7648302425,108.104591149,115.263891249,9.53257164421,0.0,14.6385141886,13.7292830759,1.8917796291,0.0
15.5405778077,107.700175262,115.086072034,9.56888759185,1.0,14.6159311483,13.6779222582,1.86486933692,0.0
15.4256182645,107.4413219,115.072815726,9.5705803882,2.0,14.6142475972,13.6450478813,1.85107419174,0.0
15.4538970258,107.499362569,115.167734788,9.56195318691,3.0,14.6263023181,13.6524190462,1.85446764309,0.0
11.4844335191,89.1031410721,97.0047444533,7.35778921148,0.0,12.3196025456,11.3160989162,1.37813202229,1.0
10.8229171196,88.7552445055,96.9828733584,7.37683694568,1.0,12.3168249165,11.2719160522,1.29875005435,1.0
11.1113605369,88.2858530862,96.9557484239,7.35771448495,2.0,12.3133800498,11.212303342,1.33336326442,1.0
11.01651216,88.4224131068,97.0769994844,7.34229856502,3.0,12.3287789345,11.2296464646,1.3219814592,1.0
18.2610228601,121.982867135,2.33765260367,7.62411585064,0.0,0.296881880666,15.4918241261,2.19132274322,2.0
18.2171588808,121.660973626,2.36549331418,7.58197750917,1.0,0.300417650901,15.4509436505,2.1860590657,2.0
17.6559316941,121.678335174,2.34153827838,7.54537834206,2.0,0.297375361354,15.4531485671,2.1187118033,2.0
17.7597149893,121.710618531,2.35430218728,7.57604630831,3.0,0.298996377784,15.4572485534,2.13116579871,2.0
3.72565666199,6.87385355059,117.397567615,7.81738859366,0.0,14.9094910871,0.872979400925,0.447078799439,3.0
3.8287066513,6.11739707926,118.898855666,7.73764198118,1.0,15.1001546696,0.776909429066,0.459444798156,3.0
3.57582830174,8.09124191886,116.955905682,7.70192770921,2.0,14.8534000217,1.0275877237,0.429099396208,3.0
2.91109872889,7.90973489092,116.798429508,7.68811070971,3.0,14.8334005475,1.00453633115,0.349331847466,3.0
11.7707390514,65.5452677945,95.6128665082,7.5489123044,0.0,12.1428340465,8.3242490099,1.41248868617,4.0
11.4625496029,65.0371255237,95.7810690624,7.56302994109,1.0,12.1641957709,8.25971494151,1.37550595235,4.0
11.7969221281,65.2930075189,95.9798290668,7.53998361142,2.0,12.1894382915,8.2922119549,1.41563065537,4.0
11.6332685747,65.0981051607,96.0215694842,7.57006973493,3.0,12.1947393245,8.26745935541,1.39599222896,4.0
29.5256675209,18.1897363213,95.8866903856,7.25938492918,0.0,12.177609679,2.3100965128,3.54308010251,5.0
28.9803082578,17.1672915254,96.1433696768,7.2639447835,1.0,12.210207949,2.18024602372,3.47763699093,5.0
28.7336896648,16.7884955996,95.7769115404,7.2552629819,2.0,12.1636677656,2.13213894115,3.44804275978,5.0
28.6254895356,16.8231564526,95.6362406412,7.27992910464,3.0,12.1458025614,2.13654086947,3.43505874427,5.0
