z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,rad_um,neighbors,contacts_0pt03um,contacts_30nm,contacts_100nm,contacts_50nm
29.206000065,24.0561751494,120.390462876,7.39997917727,0.0,15.2895887853,3.05513424397,3.5047200078,7.0,-0.0014378463,0.02159846573,-0.03587354426,0.0418983567893,0.00695995550491,0.0635019506254,-0.0024329008223,0.0639285360404,0.0424481552048,0.073265611931,0.939797355513,[20],1.0,1.0,1.0,1.0
28.9070538629,24.2262418087,120.379141252,7.39579030527,1.0,15.288150939,3.0767327097,3.46884646354,7.0,-0.0731196502,0.13597002764,0.01104307231,0.154778167413,-0.0743783663562,0.138264741798,0.0209163114041,0.15838804339,0.155376765458,0.157388785027,0.939265368769,[20],1.0,1.0,1.0,1.0
28.9990794654,25.2968719476,119.803395975,7.39934744379,2.0,15.2150312888,3.21270273734,3.47988953585,7.0,0.0452116295,-0.04221389386,0.04250412738,0.0750513498959,0.0366623911107,-0.0515752765142,0.0468292471642,0.0787217788127,0.0702335005614,0.0762282159951,0.939717125361,[20],1.0,1.0,1.0,1.0
29.3532805269,24.9644790825,120.159393057,7.38144950728,3.0,15.2602429183,3.17048884348,3.52239366323,7.0,,,,,,,,,,,0.937444087425,"[20, 172]",1.0,1.0,2.0,1.0
7.66390207463,75.7199370447,31.8476936166,7.52928599662,0.0,4.04465708931,9.61643200467,0.919668248955,8.0,-0.05787700872,-0.0466608023,0.020822128115,0.0772045311422,-0.0494792069151,-0.00475731740464,0.0542627715527,0.0735885341777,0.0711265309674,0.0538923464424,0.956219321571,"[85, 87, 107]",0.0,0.0,3.0,3.0
7.83741980892,75.3525291525,31.3919691385,7.57074039266,1.0,3.98678008059,9.56977120237,0.94049037707,8.0,0.0117853029,-0.03616220965,-0.041973921886,0.0566428185184,0.0105265867438,-0.0338674954923,-0.0321006827919,0.0478358664091,0.0563943663298,0.0549511273578,0.961484029868,"[85, 87, 107, 175]",0.0,0.0,4.0,4.0
7.48763712653,75.0677873442,31.4847667991,7.55548077544,2.0,3.99856538349,9.53360899272,0.898516455184,8.0,0.08167882189,0.05637901733,0.012626972313,0.100047308661,0.0731295835007,0.0470176346758,0.0169520920972,0.0885774654185,0.0931985515331,0.0878523442105,0.959546058481,"[85, 87, 107, 175]",1.0,1.0,4.0,3.0
7.59286189581,75.5117166146,32.1279071289,7.54268438236,3.0,4.08024420538,9.58998801005,0.911143427497,8.0,,,,,,,,,,,0.95792091656,"[85, 87, 107, 175]",3.0,3.0,4.0,4.0
15.4391776525,75.1207124011,70.6677590205,7.4286529804,0.0,8.97480539561,9.54033047494,1.8527013183,9.0,-0.00284198746,-0.09778443365,-0.06915648944,0.119801888085,0.00555581434491,-0.0558809487546,-0.0357158460023,0.066552003444,0.119896966471,0.0890851701375,0.943438928511,"[14, 22, 50, 59]",2.0,2.0,4.0,4.0
14.8628735738,74.3507562306,70.6453811666,7.42842490417,1.0,8.97196340815,9.44254604129,1.78354482886,9.0,0.03139671252,0.03769598461,0.04108609279,0.0639906855216,0.0301379963638,0.0399906987677,0.0509593318841,0.0714451420239,0.0633825930464,0.0647736198888,0.94340996283,"[14, 22, 50, 59]",1.0,1.0,4.0,2.0
15.2052576804,74.6475750071,70.8925993753,7.44352420279,2.0,9.00336012067,9.4802420259,1.82463092165,9.0,0.03204986733,0.01336018755,0.00724443494,0.035470698398,0.0235006289407,0.00399880489582,0.0115695547242,0.0264976338136,0.0279867113034,0.0249148919083,0.945327573754,"[14, 22, 50, 59]",1.0,1.0,4.0,3.0
15.2656279716,74.7527733342,71.1449605354,7.45666737742,3.0,9.035409988,9.49360221345,1.83187535659,9.0,,,,,,,,,,,0.946996756932,"[14, 22, 50, 59]",2.0,2.0,4.0,3.0
15.7502900024,18.1677193656,72.7748271424,7.31292189898,0.0,9.24240304708,2.30730035943,1.89003480029,10.0,0.04276879128,-0.18092454622,-0.08405103534,0.204028031099,0.0511665930849,-0.139021061325,-0.0506103919023,0.156544841845,0.205952150303,0.170321614252,0.92874108117,"[31, 57, 167]",3.0,3.0,3.0,3.0
15.0498647079,16.7431166395,73.1115892784,7.28676073041,1.0,9.28517183836,2.12637581321,1.80598376495,10.0,-0.04491316032,-0.03807593878,-0.02074653856,0.0624290633129,-0.0461718764762,-0.0357812246223,-0.0108732994659,0.0594168903098,0.0633406516665,0.0619883624161,0.925418612762,"[31, 57, 167]",3.0,3.0,3.0,3.0
14.8769768866,16.4433060979,72.7579423468,7.3091771834,2.0,9.24025867804,2.08829987443,1.78523722639,10.0,-0.0019643825,0.00694137463,-0.00079310356,0.00725744401406,-0.0105136208893,-0.00242000802418,0.0035320162242,0.011351995492,0.0126233085685,0.0108176557672,0.928265502292,"[31, 57, 167]",3.0,3.0,3.0,3.0
14.8703676903,16.497962591,72.742474768,7.29938842858,3.0,9.23829429554,2.09524124906,1.78444412283,10.0,,,,,,,,,,,0.92702233043,"[31, 57, 167]",3.0,3.0,3.0,3.0
22.2406618289,58.5896828029,104.48147389,7.42155543958,0.0,13.2691471841,7.44088971597,2.66887941947,11.0,0.0440477615,-0.01716702429,0.00261863866,0.0473473260551,0.0524455633049,0.0247364606054,0.0360592820977,0.0682839762979,0.0552458242927,0.0580455585043,0.942537540827,"[4, 19, 149]",2.0,2.0,3.0,3.0
22.2624838178,58.4545093833,104.828306658,7.42090599713,1.0,13.3131949456,7.42372269168,2.67149805813,11.0,0.0028751622,0.00999825142,0.02653684271,0.0285032561324,0.00161644604381,0.0122929655777,0.0364100818041,0.0384632806386,0.0284039073067,0.029290509069,0.942455061636,"[4, 19, 149]",2.0,2.0,3.0,3.0
22.4836241737,58.5332357725,104.850945731,7.42973031588,2.0,13.3160701078,7.4337209431,2.69803490084,11.0,0.0126129814,-0.03451339728,-0.02740175286,0.0458379531764,0.00406374301068,-0.0438747799342,-0.0230766330758,0.0497397357818,0.0442554477874,0.0518880177048,0.943575750117,"[4, 19, 149]",2.0,2.0,3.0,3.0
22.2552762332,58.2614767387,104.950260545,7.42931516378,3.0,13.3286830892,7.39920754582,2.67063314798,11.0,,,,,,,,,,,0.9435230258,"[4, 19, 149]",2.0,2.0,3.0,3.0
15.2546184291,40.7880776367,97.9390976389,7.42595363576,0.0,12.4382654001,5.18008585986,1.83055421149,12.0,0.0358965431,-0.02232414927,0.00729427767,0.0428968056373,0.0442943449049,0.0195793356254,0.0407349211077,0.0632824870856,0.0501354477183,0.048974951361,0.943096111742,"[19, 24, 105, 136]",0.0,0.0,4.0,2.0
15.3154040764,40.6122969338,98.221747584,7.43082793791,1.0,12.4741619432,5.15776171059,1.83784848916,12.0,0.0304594382,-0.00658731712,0.04807930068,0.0572956305156,0.0292007220438,-0.00429260296233,0.0579525397741,0.0650354170767,0.0566365082663,0.0564156694718,0.943715148115,"[19, 24, 105, 136]",1.0,1.0,4.0,2.0
15.7160649153,40.560428295,98.4615856804,7.45559704179,2.0,12.5046213814,5.15117439347,1.88592778984,12.0,-0.0019423856,-0.0509916116,-0.00707389033,0.0515165724771,-0.0104916239893,-0.0603529942542,-0.0027487705458,0.0613197670323,0.0525381628143,0.0616652091035,0.946860824307,"[19, 24, 105, 136]",1.0,1.0,4.0,2.0
15.6571158292,40.1589195423,98.4462913056,7.46021895474,3.0,12.5026789958,5.10018278187,1.87885389951,12.0,,,,,,,,,,,0.947447807252,"[19, 24, 105, 136]",0.0,0.0,4.0,2.0
19.1263960171,74.514333139,122.579687913,7.35115635585,0.0,15.567620365,9.46332030865,2.29516752205,13.0,-0.0200719975,-0.03941074909,-0.00632784597,0.0446781139049,-0.0116741956951,0.00249273580536,0.0271127974677,0.0296243879843,0.0415876859609,0.0135108183151,0.933596857193,"[64, 96, 141]",2.0,2.0,3.0,2.0
19.0736639673,74.20401228,122.421640689,7.37238000139,1.0,15.5475483675,9.42390955956,2.28883967608,13.0,0.000947784000001,-0.01013052736,0.00033020619,0.0101801235371,-0.00031093215619,-0.00783581320233,0.0102034452841,0.0128688361172,0.0101406754965,0.0078489288107,0.936292260177,"[64, 96, 141]",2.0,2.0,3.0,3.0
19.0764156856,74.124244348,122.429103555,7.35598656311,2.0,15.5484961515,9.4137790322,2.28916988227,13.0,0.0098953432,-0.00137355284,-0.00105191453,0.0100454461637,0.00134610481068,-0.0107349354942,0.0032732052542,0.0113033053069,0.00219206973978,0.0108700212697,0.934210293515,"[64, 96, 141]",2.0,2.0,3.0,2.0
19.0676497312,74.1134289713,122.507019643,7.40603124808,3.0,15.5583914947,9.41240547936,2.28811796774,13.0,,,,,,,,,,,0.940565968506,"[64, 96, 141]",1.0,1.0,3.0,2.0
13.8285893629,74.5930078891,85.492471553,7.43239707829,0.0,10.8575438872,9.47331200191,1.65943072355,14.0,-0.0130387505,-0.08402591276,-0.06887736717,0.109427851747,-0.00464094869509,-0.0421224278646,-0.0354367237323,0.0552412773466,0.108747340787,0.0808698277621,0.943914428943,"[4, 9]",2.0,2.0,2.0,2.0
13.2546113032,73.9313865287,85.3898042262,7.41270535966,1.0,10.8445051367,9.38928608915,1.59055335638,14.0,0.0366570473,0.03635040001,0.04732396562,0.0700331951266,0.0353983311438,0.0386451141677,0.0571972047141,0.0775758140396,0.0693826430071,0.070611928304,0.941413580677,"[4, 9]",2.0,2.0,2.0,2.0
13.6489776833,74.2176101508,85.6784423939,7.37572485273,2.0,10.881162184,9.42563648916,1.637877322,14.0,0.0200292674,-0.0004195232,0.01226793319,0.0234914822234,0.0114800290107,-0.00978090585418,0.0165930529742,0.0224229033004,0.0168068215483,0.0194411771806,0.936717056297,"[4, 9]",2.0,2.0,2.0,2.0
13.7512104599,74.2143068186,85.8361531607,7.37614490818,3.0,10.9011914514,9.42521696596,1.65014525519,14.0,,,,,,,,,,,0.936770403339,"[4, 9]",2.0,2.0,2.0,2.0
16.5594024377,95.0803018108,21.9843548823,7.67771363805,0.0,2.79201307006,12.07519833,1.98712829253,15.0,0.03812332678,-0.0063686824,-0.0018740068,0.0386970291078,0.0465211285849,0.0355348024954,0.0315666366377,0.0665085719424,0.0469924187695,0.0585700392239,0.975069632032,"[82, 87]",1.0,1.0,2.0,1.0
16.5437857144,95.0301547058,22.2845385578,7.71178434053,1.0,2.83013639684,12.0688296476,1.98525428573,15.0,0.05116901546,0.0278409122,-0.01445872276,0.0600203232174,0.0499102993038,0.0301356263577,-0.00458548366594,0.0584826522399,0.0589509035773,0.0600686991404,0.979396611247,"[82, 87]",1.0,1.0,2.0,2.0
16.4232963581,95.2493744864,22.6874441913,7.69713273423,2.0,2.8813054123,12.0966705598,1.97079556297,15.0,-0.00620816003,0.000683326900001,-0.00563221705,0.00841011626012,-0.0147573984193,-0.00867805575418,-0.0013070972658,0.0171696815067,0.0158104273395,0.0180225228167,0.977535857247,"[82, 87]",1.0,1.0,2.0,2.0
16.376361216,95.2547550135,22.6385610415,7.6752279723,3.0,2.87509725227,12.0973538867,1.96516334592,15.0,,,,,,,,,,,0.974753952482,"[82, 87]",1.0,1.0,2.0,2.0
11.2704277816,10.0578459928,102.824178335,7.39610801013,0.0,13.0586706486,1.27734644108,1.35245133379,16.0,0.0203619285,-0.03478879882,0.00143378111,0.040335150723,0.0287597303049,0.00711468607536,0.0348744245477,0.0457598768868,0.0451601410408,0.0296613649961,0.939305717287,"[51, 78]",0.0,0.0,2.0,1.0
11.2823759575,9.78391844303,102.984508481,7.38852211075,1.0,13.0790325771,1.24255764226,1.3538851149,16.0,0.0732542583,0.00494520028,0.0212078628,0.0764226066648,0.0719955421438,0.00723991443767,0.0310811018941,0.0787515672517,0.0752169298691,0.0754025721988,0.938342308065,"[51, 78, 219]",0.0,0.0,3.0,1.0
11.4591081475,9.82285702788,103.561313665,7.40763430204,2.0,13.1522868354,1.24750284254,1.3750929777,16.0,0.0321412642,-0.05241669239,0.01734700306,0.0638865323886,0.0235920258107,-0.0617780750442,0.0216721228442,0.0695901943279,0.0600417507916,0.0683668980807,0.940769556359,"[3, 51, 78]",0.0,0.0,3.0,2.0
11.6036665063,9.41012716655,103.814394485,7.43200389449,3.0,13.1844280996,1.19508615015,1.39243998076,16.0,,,,,,,,,,,0.9438644946,"[3, 51, 78]",0.0,0.0,3.0,2.0
44.0689134895,36.2179527677,116.677768516,7.58030544822,0.0,14.8180766016,4.5996800015,5.28826961874,17.0,0.0509381671,-0.00876038793,-0.0436270374,0.0676369695987,0.0593359689049,0.0331430969654,-0.0101863939623,0.0687239747417,0.0741675130692,0.0807622465923,0.962698791924,"[70, 199, 201, 237]",2.0,2.0,4.0,2.0
43.7053548445,36.1489733352,117.078856447,7.62272523843,1.0,14.8690147687,4.59091961357,5.24464258134,17.0,-0.0058322192,0.00979346821,0.01057373369,0.0155476893629,-0.00709093535619,0.0120881823677,0.0204469727841,0.0247887920886,0.0160622921139,0.0175558924959,0.968086105281,"[70, 199, 201, 237]",1.0,1.0,4.0,2.0
43.7934692919,36.2260872581,117.03293346,7.58326621809,2.0,14.8631825495,4.60071308178,5.25521631503,17.0,0.0047058348,0.01290689117,-0.00968028281,0.0168059690622,-0.00384340358932,0.00354550851582,-0.0053551630258,0.00748466116929,0.0165851580067,0.011002284175,0.963074809697,"[70, 199, 201, 237]",2.0,2.0,4.0,3.0
43.7128002685,36.3277163224,117.069987278,7.55321113905,3.0,14.8678883843,4.61361997295,5.24553603222,17.0,,,,,,,,,,,0.959257814659,"[70, 199, 201, 237]",1.0,1.0,4.0,1.0
9.37640953152,40.0437224339,20.146685568,9.47003038179,0.0,2.55862906713,5.08555274911,1.12516914378,18.0,-0.0559592406,-0.02594640936,-0.02283499731,0.0657730177911,-0.0475614387951,0.0159570755354,0.0106056461277,0.0512757101334,0.0587940789628,0.0551194686299,1.20269385849,"[37, 177]",2.0,2.0,2.0,2.0
9.18611788722,39.839419998,19.7060616262,9.50123425956,1.0,2.50266982653,5.05960633975,1.10233414647,18.0,0.11101850049,-0.01217462726,-0.02585880237,0.114638591495,0.109759784334,-0.00987991310233,-0.0159855632759,0.11135690896,0.1134200576,0.113196734051,1.20665675096,"[37, 177]",2.0,2.0,2.0,2.0
8.97062786753,39.7435567912,20.5802230474,9.53240543538,2.0,2.61368832702,5.04743171249,1.0764753441,18.0,-0.04360870464,0.01755878619,-0.161882215685,0.168570109592,-0.0521579430293,0.00819740353582,-0.157557095901,0.166168248816,0.170981325731,0.170274778522,1.21061549029,"[37, 177]",2.0,2.0,2.0,2.0
7.62160940346,39.8818149502,20.2368474203,9.59141487774,3.0,2.57007962238,5.06499049868,0.914593128415,18.0,,,,,,,,,,,1.21810968947,"[37, 177, 189, 222]",1.0,1.0,4.0,2.0
9.8773159373,49.9976529952,108.696998453,7.38238922625,0.0,13.8045188035,6.34970193039,1.18527791248,19.0,0.0258092547,-0.02487851737,-0.00565039678,0.0362902912426,0.0342070565049,0.0170249675254,0.0277902466577,0.0472469051184,0.0426730632253,0.0386251112327,0.937563431734,"[11, 12, 21, 105]",0.0,0.0,4.0,2.0
9.83022929748,49.8017591576,108.900220931,7.43156760119,1.0,13.8303280582,6.32482341302,1.1796275157,19.0,0.0153649983,0.01609179823,0.02924682337,0.0367478682412,0.0141062821438,0.0183865123877,0.0391200624641,0.0454690039576,0.0362396170431,0.0373152477004,0.943809085351,"[11, 12, 21, 105]",1.0,1.0,4.0,2.0
10.0739528256,49.9284662303,109.021205169,7.4440385303,2.0,13.8456930565,6.34091521125,1.20887433907,19.0,0.0018309415,-0.05387412902,-0.02028050541,0.057594036359,-0.00671829688932,-0.0632355116742,-0.0159553856258,0.0655624875997,0.0579556398502,0.0667470175324,0.945392893348,"[11, 12, 21, 105]",1.0,1.0,4.0,2.0
9.90494861382,49.50426049,109.035622032,7.42332674654,3.0,13.847523998,6.28704108223,1.18859383366,19.0,,,,,,,,,,,0.942762496811,"[11, 12, 21, 105]",0.0,0.0,4.0,2.0
39.8000712304,20.8114346488,111.68659037,7.46043523785,0.0,14.184196977,2.6430522004,4.77600854765,20.0,0.0075793023,-0.08259307506,-0.0533521826,0.098618037191,0.0159771041049,-0.0406895901646,-0.0199115391623,0.0480351953796,0.0996159590208,0.0689736615784,0.947475275207,"[7, 151]",2.0,2.0,2.0,2.0
39.3554697087,20.1610954751,111.746269916,7.50503857504,1.0,14.1917762793,2.56045912534,4.72265636505,20.0,-0.0459917561,0.02982038347,-0.02122173151,0.058778046818,-0.0472504722562,0.0321150976277,-0.0113484924159,0.0582475313141,0.0597680875302,0.0609454552231,0.95313989903,"[7, 151]",2.0,2.0,2.0,2.0
39.1786219462,20.3959016442,111.384130104,7.49855306586,2.0,14.1457845232,2.59027950881,4.70143463354,20.0,0.007438736,-0.02533267374,0.00885702916,0.0278482695627,-0.00111050238932,-0.0346940563942,0.0131821489442,0.0371305779032,0.0268593473472,0.0358239826119,0.952316239364,"[7, 151]",2.0,2.0,2.0,2.0
39.2524305225,20.1964317722,111.442702828,7.46672611569,3.0,14.1532232592,2.56494683507,4.7102916627,20.0,,,,,,,,,,,0.948274216693,"[7, 151]",2.0,2.0,2.0,2.0
15.9802167651,37.8267599287,115.761251779,7.29795267073,0.0,14.7016789759,4.80399851095,1.91762601182,21.0,0.0379880879,-0.0294538225,-0.02271903265,0.0531674423563,0.0463858897049,0.0124496623954,0.0107216107877,0.04920973273,0.0594586652064,0.0531300226052,0.926839989183,"[19, 60, 70, 156]",1.0,1.0,4.0,2.0
15.7908914931,37.5948400666,116.060370581,7.3000779228,1.0,14.7396670638,4.77454468845,1.89490697917,21.0,0.0409113509,0.0216648446,0.01202296335,0.0478294446102,0.0396526347438,0.0239595587577,0.0218962024441,0.0512429076015,0.046757337193,0.0478638020398,0.927109896196,"[19, 60, 70, 156]",1.0,1.0,4.0,1.0
15.8910828543,37.7654293941,116.382507203,7.31375285277,2.0,14.7805784147,4.79620953305,1.90692994252,21.0,0.0032114726,-0.04081538664,-0.01647446104,0.0441318162938,-0.00533776578932,-0.0501767692942,-0.0121493412558,0.0519018921945,0.0443372912654,0.0530811434219,0.928846612302,"[19, 60, 70, 156]",1.0,1.0,4.0,2.0
15.753795679,37.4440483969,116.407794388,7.28748844438,3.0,14.7837898873,4.75539414641,1.89045548148,21.0,,,,,,,,,,,0.925511032436,"[19, 60, 70, 156]",1.0,1.0,4.0,2.0
12.0228135767,84.6000619908,59.0883664642,7.49330044603,0.0,7.50422254096,10.7442078728,1.44273762921,22.0,-0.01855549925,-0.1096903862,-0.09687798453,0.147518240444,-0.0101576974451,-0.0677869013046,-0.0634373410923,0.0933945343729,0.146698682778,0.118674288253,0.951649156646,"[9, 76, 85]",2.0,2.0,3.0,3.0
