z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,rad_um,neighbors,contacts_0pt03um,contacts_30nm,contacts_100nm,contacts_50nm
26.3631362298,119.570953559,23.0924349516,7.62328746274,2.0,2.93273923885,15.1855111019,3.16357634758,62.0,0.0130217576,0.0170253132,-0.00241267211,0.0215696186165,0.00447251921068,0.00766393054582,0.0019124476742,0.009077263663,0.0177675463798,0.00919566453343,0.968157507768,"[73, 121, 239]",1.0,1.0,3.0,2.0
26.3430306289,119.705011143,23.1949684759,7.62449601404,3.0,2.94576099645,15.2025364151,3.16116367547,62.0,,,,,,,,,,,0.968310993783,"[73, 121, 239]",1.0,1.0,3.0,2.0
33.1360770557,99.6191235686,119.086836301,7.63744667502,0.0,15.1240282102,12.6516286932,3.97632924668,63.0,0.0071739339,-0.0315793159,-0.0186510542,0.0373708488408,0.0155717357049,0.0103241689954,0.0147895892377,0.0238285410407,0.0398446228285,0.0263994174383,0.969955727728,"[103, 144, 174]",3.0,3.0,3.0,3.0
32.980651604,99.3704675382,119.14332397,7.64496165305,1.0,15.1312021441,12.6200493773,3.95767819248,63.0,-0.011183645,-0.0143031434,-0.00487758333,0.0188001235567,-0.0124423611562,-0.0120084292423,0.00499565576406,0.0179992027746,0.0195750627433,0.0179667900068,0.970910129937,"[103, 144, 174]",2.0,2.0,3.0,3.0
32.9400050763,99.2578443613,119.055263772,7.58022157616,2.0,15.1200184991,12.6057462339,3.95280060915,63.0,-0.0116318375,0.0073577528,0.00223319949,0.0139435773693,-0.0201810758893,-0.00200362985418,0.0065583192742,0.0213143592056,0.0215962851037,0.0204028805958,0.962688140172,"[103, 144, 174]",2.0,2.0,3.0,3.0
32.958615072,99.315779423,118.963674501,7.6086189183,3.0,15.1083866616,12.6131039867,3.95503380864,63.0,,,,,,,,,,,0.966294602624,"[103, 144, 174]",3.0,3.0,3.0,3.0
23.1203623702,78.1890454964,108.453711188,7.49098084877,0.0,13.7736213209,9.93000877805,2.77444348442,64.0,-0.0229302212,-0.06783781845,-0.01859954999,0.0739845113261,-0.0145324193951,-0.0259343335546,0.0148410934477,0.0332270812008,0.071826903632,0.0350674226345,0.951354567794,"[13, 68]",1.0,1.0,2.0,2.0
22.9653661202,77.6548894457,108.273158265,7.45115310188,1.0,13.7506910997,9.8621709596,2.75584393443,64.0,-0.0034561416,-0.03934804681,0.02126236064,0.0448586856975,-0.00471485775619,-0.0370533326523,0.0311355997341,0.0486272034473,0.0449731770215,0.0429798478858,0.946296443939,"[13, 68]",1.0,1.0,2.0,1.0
23.1425524589,77.3450623054,108.245944552,7.47587348555,2.0,13.7472349581,9.82282291279,2.77710629507,64.0,0.0004594576,0.01217456483,-0.00594599319,0.0135567682396,-0.00808978078932,0.00281318217582,-0.0016208734058,0.00871698214815,0.0157803490784,0.0104265709698,0.949435932665,"[13, 68]",1.0,1.0,2.0,1.0
23.0930025157,77.4409250206,108.249562329,7.48429405971,3.0,13.7476944157,9.83499747762,2.77116030188,64.0,,,,,,,,,,,0.950505345583,"[13, 68]",0.0,0.0,2.0,1.0
22.7497889841,1.52872866193,27.9992192484,7.44076618023,0.0,3.55590084454,0.194148540066,2.72997467809,65.0,0.06932411654,-0.090243423229,-0.08048905591,0.139385066242,0.0777219183449,-0.0483399383336,-0.0470484124723,0.102912581085,0.143746513518,0.121884922573,0.944977304889,[],0.0,0.0,0.0,0.0
22.0790468515,0.818150526273,28.5450784337,7.40967164466,1.0,3.62522496108,0.103905116837,2.64948562218,65.0,0.025253041,-0.0449334142472,-0.03363805881,0.0615487351305,0.0239943248438,-0.0426387000895,-0.0237648197159,0.0543925824554,0.0610430859404,0.0593742820634,0.941028298872,[],0.0,0.0,0.0,0.0
21.7987296947,0.46434411488,28.7439212762,7.37899785002,2.0,3.65047800208,0.0589717025898,2.61584756337,65.0,0.04302053512,0.0770597615972,-0.0462026954,0.0996175805852,0.0344712967307,0.067698378943,-0.0418775756158,0.0867471737249,0.0962349532028,0.0889158583833,0.937132726953,[],0.0,0.0,0.0,0.0
21.4137072331,1.07111389123,29.0826656473,7.4201502878,3.0,3.6934985372,0.136031464187,2.56964486797,65.0,,,,,,,,,,,0.942359086551,[],0.0,0.0,0.0,0.0
31.7312698151,72.3138283607,91.7909558455,7.3165261259,0.0,11.6574513924,9.18385620181,3.80775237781,66.0,0.0011037799,-0.0167575906,-0.04695962759,0.0498722547733,0.00950158170491,0.0251458942954,-0.0135189841523,0.0300891838925,0.0507573001745,0.0541091736973,0.929198817989,"[59, 104, 143]",2.0,2.0,3.0,2.0
31.3399395851,72.1818788284,91.7996470256,7.30937742856,1.0,11.6585551723,9.16709861121,3.76079275022,66.0,0.0077381241,0.02644222989,0.07061223961,0.0757968236068,0.00647940794381,0.0287369440477,0.0804854787041,0.0857070998385,0.0756786801655,0.0765106728714,0.928290933427,"[59, 104, 143]",2.0,2.0,3.0,2.0
31.9283749152,72.390085363,91.8605771373,7.33185923916,2.0,11.6662932964,9.1935408411,3.83140498983,66.0,0.0272738125,-0.00965089461,0.0043365926,0.029254173214,0.0187245741107,-0.0190122772642,0.0086617123842,0.0280553314688,0.0215071029611,0.027034836744,0.931146123373,"[59, 104, 143]",2.0,2.0,3.0,3.0
31.9645131869,72.3140940669,92.0753315659,7.33297665251,3.0,11.6935671089,9.18388994649,3.83574158243,66.0,,,,,,,,,,,0.931288034869,"[59, 104, 143]",2.0,2.0,3.0,3.0
12.9559896726,123.615667816,83.9380013343,7.33584376479,0.0,10.6601261695,15.6991898126,1.55471876071,67.0,-0.0788204018,-0.0456994386,-0.07552560643,0.118343616874,-0.0704225999951,-0.00379595370464,-0.0420849629923,0.0821273155817,0.112924304315,0.103333775123,0.931652158128,"[44, 225]",0.0,0.0,2.0,0.0
12.326609619,123.255829717,83.3173682495,7.31046527108,1.0,10.5813057677,15.653490374,1.47919315428,67.0,0.0532362156,0.0025058748,0.01857822147,0.0564404497937,0.0519774994438,0.00480058895767,0.0284514605641,0.0594490682097,0.0552547750872,0.0554062849843,0.928429089427,"[44, 225]",0.0,0.0,2.0,0.0
12.4814281313,123.275561014,83.7365510497,7.30474730824,2.0,10.6345419833,15.6559962488,1.49777137575,67.0,0.000500494900001,0.0547180433,0.08852474611,0.104071828232,-0.00804874348932,0.0453566606458,0.0928498658942,0.103648958187,0.104381402597,0.0997929837741,0.927702908146,[225],0.0,0.0,1.0,0.0
13.2191343489,123.706411749,83.740491954,7.34280544335,3.0,10.6350424782,15.7107142921,1.58629612186,67.0,,,,,,,,,,,0.932536291305,[225],0.0,0.0,1.0,0.0
21.0834045813,93.3501762922,108.649463669,7.46797544571,0.0,13.798481886,11.8554723891,2.53000854976,68.0,-0.0221173097,-0.0548206487,-0.0418209344,0.0724118047444,-0.0137195078951,-0.0129171638046,-0.0083802909623,0.0206229797617,0.0703030509641,0.045870127226,0.948432881605,"[0, 1, 64]",1.0,1.0,3.0,2.0
20.7348967947,92.918517641,108.475311625,7.45450109441,1.0,13.7763645763,11.8006517404,2.48818761536,68.0,-0.0133598824,-0.031201172,0.01749349295,0.0381840527905,-0.0146185985562,-0.0289064578423,0.0273667320441,0.0424054802061,0.038642448855,0.0368145219218,0.94672163899,"[0, 1, 64]",1.0,1.0,3.0,1.0
20.8806759026,92.672839121,108.3701157,7.48052954893,2.0,13.7630046939,11.7694505684,2.50568110831,68.0,0.0103223021,0.0120000245,-0.00851092486,0.0179718210156,0.00177306371068,0.00263864184582,-0.0041858050758,0.00525615352185,0.0148182382521,0.00908526431565,0.950027252714,"[0, 1, 64]",1.0,1.0,3.0,1.0
20.8097515288,92.7673275035,108.451393669,7.46710554391,3.0,13.773326996,11.7814505929,2.49717018345,68.0,,,,,,,,,,,0.948322404077,"[0, 1, 64]",1.0,1.0,3.0,1.0
40.1972514653,17.6739515334,47.1774633023,7.59606483585,0.0,5.9915378394,2.24459184474,4.82367017583,69.0,0.08000004808,-0.06133528675,-0.08024822537,0.128847983176,0.0883978498849,-0.0194318018546,-0.0468075819323,0.10189565503,0.134223600533,0.12096095429,0.964700234153,[61],1.0,1.0,1.0,1.0
39.5285162538,17.1909965196,47.8073849408,7.63589208986,1.0,6.07153788748,2.18325655799,4.74342195046,69.0,-0.12757105735,-0.05326504089,-0.0346845784,0.142529152222,-0.128829773506,-0.0509703267323,-0.0248113393059,0.140750443363,0.143656865835,0.142821933636,0.969758295412,[61],1.0,1.0,1.0,1.0
39.2394781005,16.7715867488,46.8028884262,7.67609231709,2.0,5.94396683013,2.1299915171,4.70873737206,69.0,0.10554441668,0.12317666461,0.00791868491,0.16240326403,0.0969951782907,0.113815281956,0.0122438046942,0.150039640668,0.156981721505,0.149748751544,0.97486372427,[61],1.0,1.0,1.0,1.0
39.3054671414,17.7414817457,47.6339468253,7.64225495492,3.0,6.04951124681,2.25316818171,4.71665605697,69.0,,,,,,,,,,,0.970566379275,[61],1.0,1.0,1.0,1.0
30.4855635499,43.834842251,118.634777387,7.32791587277,0.0,15.0666167282,5.56702496587,3.65826762598,70.0,0.0704914861,0.01872506175,-0.02696929023,0.0777625884705,0.0788892879049,0.0606285466454,0.0064713532077,0.0997056609567,0.0854487583245,0.103085804212,0.930645315842,"[17, 21, 136]",1.0,1.0,3.0,1.0
30.2608194646,43.9822836821,119.189828459,7.35236965461,1.0,15.1371082143,5.58575002762,3.63129833575,70.0,0.0207631838,-0.01253225814,0.00405795727,0.0245893129795,0.0195044676438,-0.0102375439823,0.0139311963641,0.0260635722224,0.0235361162761,0.022398629022,0.933750946135,"[17, 21, 136]",1.0,1.0,3.0,1.0
30.2946357752,43.8836044841,119.353318096,7.35707487601,2.0,15.1578713981,5.57321776948,3.63535629302,70.0,-0.0089673073,-0.01608135234,-0.03362828518,0.0383390669871,-0.0175165456893,-0.0254427349942,-0.0293031653958,0.0425774311001,0.0411861728025,0.0456620597544,0.934348509253,"[17, 21, 136]",1.0,1.0,3.0,1.0
30.0144000654,43.7569796625,119.282709376,7.36128732818,3.0,15.1489040908,5.55713641714,3.60172800784,70.0,,,,,,,,,,,0.934883490679,"[17, 21, 136]",1.0,1.0,3.0,1.0
8.93903759688,31.7348697509,52.6623081529,7.45150639751,0.0,6.68811313542,4.03032845836,1.07268451163,71.0,-0.04034309694,-0.17124216343,-0.216699599252,0.279123915713,-0.0319452951351,-0.129338678535,-0.183258955814,0.226567518706,0.278034344521,0.254377105814,0.946341312484,"[56, 108]",1.0,1.0,2.0,2.0
7.13320760315,30.3865062593,52.3446459723,7.48614414532,1.0,6.64777003848,3.85908629493,0.855984912378,71.0,0.05776779005,0.06163845706,0.032552692632,0.0905322856974,0.0565090738938,0.0639331712177,0.0424259317261,0.0952926308647,0.0897343446996,0.0913258102175,0.950740306456,"[56, 108]",0.0,0.0,2.0,0.0
7.40448004175,30.8718484409,52.7995104609,7.50037641839,2.0,6.70553782853,3.92072475199,0.88853760501,71.0,0.02174177681,-0.06466807014,-0.003987625808,0.0683415343263,0.0131925384207,-0.0740294527942,0.000337493976198,0.0751965215497,0.0661203714841,0.0753014217035,0.952547805136,"[56, 108]",0.0,0.0,2.0,1.0
7.37124982669,30.3626510382,52.9707055539,7.46674006069,3.0,6.72727960534,3.85605668185,0.884549979202,71.0,,,,,,,,,,,0.948275987708,"[58, 108]",0.0,0.0,2.0,0.0
35.7887113643,3.05616545894,13.0606668966,9.12300472885,0.0,1.65870469586,0.388133013285,4.29464536372,72.0,0.02645780057,-0.036313211396,-0.03836000666,0.0590775307867,0.0348556023749,0.00559027349936,-0.0049193632223,0.0356421703776,0.0632854837207,0.0521311258815,1.15862160056,[93],1.0,1.0,1.0,1.0
35.4690446422,2.77023466054,13.2689960349,9.04267878571,1.0,1.68516249643,0.351819801889,4.25628535706,72.0,0.03124857933,-0.018251982527,-0.00153980844,0.0362212587625,0.0299898631738,-0.0159572683693,0.00833343065406,0.0349781699559,0.0351411122388,0.0340058423955,1.14842020579,[93],1.0,1.0,1.0,1.0
35.4562129051,2.6265182627,13.5150478407,8.90635708727,2.0,1.71641107576,0.333567819362,4.25474554862,72.0,-0.05390300021,0.046204177209,-0.02545494015,0.0754209082499,-0.0624522385993,0.0368427945548,-0.0211298203658,0.0755257765625,0.0817499974047,0.0768480812689,1.13110735008,[93],1.0,1.0,1.0,1.0
35.244088404,2.99033068166,13.0906147681,8.97276936648,3.0,1.66250807555,0.379771996571,4.22929060847,72.0,,,,,,,,,,,1.13954170954,[93],1.0,1.0,1.0,1.0
19.2828300684,123.597121579,35.7274971203,7.58242969624,0.0,4.53739213427,15.6968344406,2.31393960821,73.0,0.0019934216,-0.0470379009,-0.04219811882,0.0632235642992,0.0103912234049,-0.00513441600464,-0.0087574753823,0.0145269792672,0.0640407907265,0.0437609527262,0.962968571422,"[39, 62, 239]",2.0,2.0,3.0,2.0
18.9311790782,123.226744407,35.7431933533,7.58354281219,1.0,4.53938555587,15.6497965397,2.27174148939,73.0,0.00105738919,-0.0142893005,-0.01388431839,0.0199518539949,-0.000201326966191,-0.0119945863423,-0.00401107929594,0.0126490865753,0.0199248322071,0.0183489762991,0.963109937148,"[39, 62, 239]",2.0,2.0,3.0,2.0
18.815476425,123.11423023,35.7515192525,7.63247943162,2.0,4.54044294506,15.6355072392,2.257857171,73.0,0.01383544313,0.0036852918,-0.0139545122,0.0199932306793,0.00528620474068,-0.00567609085418,-0.0096293924158,0.0123647550013,0.0153705480368,0.0159652866772,0.969324887816,"[39, 62, 239]",2.0,2.0,3.0,2.0
18.6991888233,123.143248275,35.8604597495,7.63883929623,3.0,4.55427838819,15.639192531,2.2439026588,73.0,,,,,,,,,,,0.970132590621,"[39, 62, 239]",2.0,2.0,3.0,2.0
47.0736804159,62.852963615,123.01902545,7.47802465382,0.0,15.6234162321,7.9823263791,5.64884164991,74.0,-0.0169282314,-0.03543603238,-0.04038065607,0.0563282770357,-0.00853042959509,0.00646745251536,-0.0069400126323,0.0127577406484,0.0543974080684,0.04177551383,0.949709131035,"[141, 193, 194, 196, 218, 223]",2.0,2.0,6.0,3.0
46.7371749487,62.5739397379,122.885732289,7.50162648199,1.0,15.6064880007,7.94689034672,5.60846099384,74.0,0.0006541676,-0.02392034464,-0.01386189977,0.0276543502578,-0.000604548556191,-0.0216256304823,-0.00398866067594,0.0219986996594,0.0276532210038,0.025694077877,0.952706563213,"[141, 193, 218, 223]",1.0,1.0,4.0,2.0
46.6216591173,62.3855905676,122.890883215,7.43328067318,2.0,15.6071421683,7.92297000208,5.59459909407,74.0,0.0043195844,0.01431738668,0.01236935013,0.0194074004795,-0.00422965398932,0.00495600402582,0.0166944699142,0.0179208614327,0.0193875825428,0.0139804424612,0.944026645494,"[141, 193, 194, 218, 223]",1.0,1.0,5.0,1.0
46.724737035,62.4983258957,122.924895691,7.43282155377,3.0,15.6114617527,7.93728738876,5.6069684442,74.0,,,,,,,,,,,0.943968337329,"[141, 193, 194, 218, 223]",2.0,2.0,5.0,2.0
41.6817823523,26.7667679706,26.2822525025,7.37416287182,0.0,3.33784606782,3.39937953227,5.00181388228,75.0,0.09796301652,0.00441290004,-0.018367676,0.0997677192989,0.106360818325,0.0463163849354,0.0150729674377,0.116983013876,0.108025315936,0.117452980847,0.936518684721,"[47, 88]",2.0,2.0,2.0,2.0
41.5287183856,26.8015152151,27.0536148373,7.37556956381,1.0,3.43580908434,3.40379243231,4.98344620628,75.0,-0.04481813618,-0.04974917597,-0.06844483954,0.0957514589967,-0.0460768523362,-0.0474544618123,-0.0585716004459,0.0883495028051,0.0963470440157,0.0951824475771,0.936697334604,"[47, 88]",2.0,2.0,2.0,2.0
40.9583447228,26.40978942,26.7007161272,7.42616322531,2.0,3.39099094816,3.35404325634,4.91500136674,75.0,-0.06317615373,0.07129015291,0.01440228621,0.0963376258277,-0.0717253921193,0.0619287702558,0.0187274059942,0.0965941002098,0.102148145478,0.0958495190814,0.943122729614,"[47, 88]",2.0,2.0,2.0,2.0
41.0783637746,26.9711292067,26.2032660979,7.37587266914,3.0,3.32781479443,3.42533340925,4.92940365295,75.0,,,,,,,,,,,0.936735828981,"[47, 88, 117]",2.0,2.0,3.0,2.0
24.1677388914,76.1604347003,54.0124148401,7.71111506451,0.0,6.85957668469,9.67237520693,2.90012866697,76.0,0.03022566224,-0.01470038228,-0.0210648665,0.0396663648156,0.0386234640449,0.0272031026154,0.0123757769377,0.0488358538529,0.0463853620733,0.05172532617,0.979311613193,"[22, 126]",1.0,1.0,2.0,1.0
23.9921983373,76.0446836586,54.2504121805,7.69114812296,1.0,6.88980234693,9.65767482465,2.87906380047,76.0,0.01973170872,-0.00789505052,0.02064070059,0.0296261822139,0.0184729925638,-0.00560033636233,0.0305139396841,0.0361070039837,0.0288031560393,0.0282604625312,0.976775811616,"[22, 126]",1.0,1.0,2.0,1.0
24.1642041755,75.9825179065,54.4057799658,7.69755720927,2.0,6.90953405565,9.64977977413,2.89970450106,76.0,0.10946833431,0.09407071876,0.0819896288,0.165996733629,0.100919095921,0.0847093361058,0.0863147485842,0.157513718031,0.160487579832,0.155185807262,0.977589765577,"[22, 126]",1.0,1.0,2.0,1.0
24.8474510821,76.7232322275,55.267735354,7.67399078686,3.0,7.01900238996,9.74385049289,2.98169412986,76.0,,,,,,,,,,,0.974596829931,"[22, 111, 126]",1.0,1.0,3.0,1.0
38.8439691402,34.3458785367,2.00314623546,7.3082933064,0.0,0.254399571903,4.36192657416,4.66127629682,77.0,-0.033523917125,-0.04521588131,-0.0468502235,0.0732343661408,-0.0251261153201,-0.00331239641464,-0.0134095800623,0.0286724689996,0.069790694478,0.0532657214641,0.928153249913,[161],1.0,1.0,1.0,1.0
38.453550611,33.9898479752,1.73917838408,7.36626258554,1.0,0.220875654778,4.31671069285,4.61442607332,77.0,0.032014812415,-0.02594282461,-0.0162971274,0.0443122412456,0.0307560962588,-0.0236481104523,-0.00642388830594,0.0393247622499,0.0434115649029,0.0420804817765,0.935515348364,[161],1.0,1.0,1.0,1.0
38.317741216,33.7855737657,1.99126352121,7.31465691887,2.0,0.252890467193,4.29076786824,4.59812894592,77.0,-0.044404894705,0.02903685708,-0.000233037289999,0.0530564609565,-0.0529541330943,0.0196754744258,0.0040920824942,0.0566392941763,0.0603931584472,0.0564917587975,0.928961428696,[161],1.0,1.0,1.0,1.0
38.3157992386,34.0142104356,1.64161868101,7.36220063177,3.0,0.208485572488,4.31980472532,4.59789590863,77.0,,,,,,,,,,,0.934999480235,[161],1.0,1.0,1.0,1.0
13.4275659055,16.2260570469,89.7181943747,6.94229675799,0.0,11.3942106856,2.06070924496,1.61130790867,78.0,0.030953147,-0.02566436009,0.04487032515,0.0602503341659,0.0393509488049,0.0162391248054,0.0783109685877,0.0891336869395,0.0649653956329,0.0618510503173,0.881671688265,"[16, 41, 51]",1.0,1.0,3.0,2.0
13.8014852819,16.0239754714,89.9619199414,6.93782172498,1.0,11.4251638326,2.03504488487,1.65617823382,78.0,0.060346302,-0.01496162006,0.04523717166,0.0768890625492,0.0590875858438,-0.0126669059023,0.0551104107541,0.0817860054011,0.0759051683054,0.07548638954,0.881103359072,"[16, 41, 51]",1.0,1.0,3.0,2.0
14.1784617124,15.9061674394,90.4370876744,6.99049318716,2.0,11.4855101346,2.02008326481,1.70141540548,78.0,0.0162847992,-0.05058251448,0.01938690578,0.0565653389615,0.00773556081068,-0.0599438971342,0.0237120255642,0.064925879748,0.0547200309567,0.0634741035416,0.887792634769,"[5, 16, 41, 51]",1.0,1.0,4.0,2.0
14.3400192605,15.5078799239,90.5653144392,7.00494712487,3.0,11.5017949338,1.96950075033,1.72080231126,78.0,,,,,,,,,,,0.889628284858,"[5, 16, 41, 51]",2.0,2.0,4.0,3.0
34.1761214605,94.0966929123,61.687010509,7.79687622639,0.0,7.83425033464,11.9502799999,4.10113457526,79.0,0.04280597004,-0.0576588047,-0.05315058628,0.0893413322735,0.0512037718449,-0.0157553198046,-0.0197099428423,0.0570836071052,0.0936554794579,0.0754654965875,0.990203280752,"[81, 111, 125, 137]",3.0,3.0,4.0,4.0
33.7331999081,93.6426865765,62.0240653912,7.77110505046,1.0,7.87705630468,11.8926211952,4.04798398898,79.0,-0.04054429914,0.0044398357,0.03176086624,0.051694341645,-0.0418030152962,0.00673454985767,0.0416341053341,0.059382194104,0.0526873500303,0.0529301320039,0.986930341408,"[81, 111, 125, 137]",3.0,3.0,4.0,4.0
33.9978737935,93.6776459129,61.7048189412,7.70801819163,2.0,7.83651200554,11.8970610309,4.07974485522,79.0,-0.000756312819999,0.0076131398,-0.00021030892,0.00765350485319,-0.00930555120932,-0.00174824285418,0.0041148108642,0.0103238222008,0.0120248663512,0.0094706845702,0.978918310337,"[81, 111, 125, 137]",3.0,3.0,4.0,3.0
33.9961212192,93.7375918956,61.6988637222,7.71516923225,3.0,7.83575569272,11.9046741707,4.0795345463,79.0,,,,,,,,,,,0.979826492496,"[81, 111, 125, 137]",3.0,3.0,4.0,3.0
10.3993441322,30.0827265788,83.5328060623,7.29436421504,0.0,10.6086663699,3.82050627551,1.24792129586,80.0,0.0279160124,-0.0244538946,0.06994525901,0.0791810328766,0.0363138142049,0.0174495902954,0.103385902448,0.11095866856,0.0825168184141,0.0807187745296,0.92638425531,[24],1.0,1.0,1.0,1.0
10.9822212906,29.8901762277,83.7526171837,7.25527203415,1.0,10.6365823823,3.79605238091,1.31786655487,80.0,0.0338189649,-0.0168898462,0.06810913503,0.0778963642675,0.0325602487438,-0.0145951320423,0.0779823741241,0.0857580220832,0.0773581991611,0.0768898039543,0.921419548337,"[24, 54]",1.0,1.0,2.0,1.0
11.5497974158,29.7571853127,84.018908246,7.24265006312,2.0,10.6704013472,3.77916253471,1.3859756899,80.0,0.0080164758,-0.0643816784,0.01512886004,0.0666194176195,-0.000532762589318,-0.0737430610542,0.0194539798242,0.0762678190367,0.0661374837417,0.0752808428202,0.919816558016,"[24, 54, 57]",1.0,1.0,3.0,1.0
11.6758712495,29.2502429631,84.0820301025,7.26755744395,3.0,10.678417823,3.71478085631,1.40110454994,80.0,,,,,,,,,,,0.922979795382,"[24, 57]",1.0,1.0,2.0,1.0
43.2911078328,101.100448558,51.5401359657,7.71229646678,0.0,6.54559726764,12.8397569669,5.19493293994,81.0,0.02118313658,-0.054481542,-0.07754271451,0.0971073440459,0.0295809383849,-0.0125780571046,-0.0441020710723,0.054573181226,0.0992781089063,0.0839411222813,0.979461651281,"[79, 102, 125]",3.0,3.0,3.0,3.0
42.6449185452,100.671460038,51.7069323167,7.75352696362,1.0,6.56678040422,12.7852754249,5.11739022543,81.0,-0.07699243646,-0.0262159445,0.01104771888,0.0820802236262,-0.0782511526162,-0.0239212303423,0.0209209579741,0.0844580051233,0.0832620605332,0.0825682762282,0.98469792438,"[79, 102, 125]",3.0,3.0,3.0,3.0
42.7369828693,100.465035279,51.1006926596,7.70292766975,2.0,6.48978796776,12.7590594804,5.12843794431,81.0,0.02177631015,0.0182712221,0.00473206561,0.0288173157271,0.0132270717607,0.00890983944582,0.0090571853942,0.0183404818251,0.0230474603661,0.0166352971494,0.978271814058,"[79, 102, 125]",3.0,3.0,3.0,3.0
42.7764167494,100.60890317,51.2721596686,7.72653865553,3.0,6.51156427791,12.7773307025,5.13317000992,81.0,,,,,,,,,,,0.981270409252,"[79, 102, 125]",3.0,3.0,3.0,3.0
26.5535325504,83.3417572086,22.8046812676,7.57714556485,0.0,2.89619452098,10.5844031655,3.18642390605,82.0,5.95210900003e-05,-0.0201956784,-0.01283402961,0.0239286707702,0.00845732289491,0.0217078064954,0.0206066138277,0.0311028568918,0.0253792051218,0.0265982610225,0.962297486736,"[15, 112]",2.0,2.0,2.0,2.0
26.4465823037,83.1827361193,22.8051499375,7.59724369673,1.0,2.89625404207,10.5642074871,3.17358987644,82.0,-0.07394449465,0.0426039109,-0.02042296791,0.0877495249632,-0.0752032108062,0.0448986250577,-0.0105497288159,0.0882196476173,0.0888128017675,0.0899361277012,0.964849949485,"[15, 112]",2.0,2.0,2.0,2.0
26.2763909044,83.5181999845,22.2229098222,7.61221716925,2.0,2.82230954742,10.606811398,3.15316690853,82.0,0.03248801563,-0.0108536377,-0.00918779532,0.0354638998665,0.0239387772407,-0.0202150203542,-0.0048626755358,0.0317073763826,0.0278438878382,0.0326516107802,0.966751580495,"[15, 112]",2.0,2.0,2.0,2.0
26.1998259435,83.4327382699,22.4787209689,7.63534437435,3.0,2.85479756305,10.5959577603,3.14397911321,82.0,,,,,,,,,,,0.969688735542,"[15, 112]",2.0,2.0,2.0,2.0
42.3152573025,102.177084889,86.2535885264,7.45059890352,0.0,10.9542057429,12.9764897809,5.07783087631,83.0,0.0077450766,-0.0361114859,-0.02673254771,0.045592266148,0.0161428784049,0.00579199899536,0.0067080957277,0.0184157086166,0.0477416070547,0.0317611221878,0.946226060747,"[113, 137, 142]",3.0,3.0,3.0,3.0
42.0924860717,101.892742481,86.3145733821,7.4206680587,1.0,10.9619508195,12.940378295,5.0510983286,83.0,-0.0127911414,-0.0133650027,-0.00726048415,0.0198733798227,-0.0140498575562,-0.0110702885423,0.00261275494406,0.0180769542279,0.0207059514298,0.0193045180166,0.942424843455,"[113, 137, 142]",3.0,3.0,3.0,3.0
42.0319820371,101.787506238,86.2138557334,7.4157026218,2.0,10.9491596781,12.9270132923,5.04383784445,83.0,0.000186296200001,0.0057230216,-0.0096069113,0.0111839361244,-0.00836294218932,-0.00363836105418,-0.0052817915158,0.010539155319,0.0139636858681,0.0132464794549,0.941794232969,"[113, 137, 142]",3.0,3.0,3.0,3.0
41.9519244429,101.832569401,86.2153226319,7.41960462226,3.0,10.9493459743,12.9327363139,5.03423093315,83.0,,,,,,,,,,,0.942289787027,"[113, 137, 142]",3.0,3.0,3.0,3.0
41.0689177131,118.895262438,73.7969962047,7.46585577943,0.0,9.37221851799,15.0996983296,4.92827012557,84.0,0.01046912595,-0.0471402774,-0.01284122462,0.0499670431509,0.0188669277549,-0.00523679250464,0.0205994188177,0.0284204330416,0.0523742662574,0.0234154224473,0.948163683988,"[29, 211]",2.0,2.0,2.0,2.0
40.9619075079,118.524079151,73.8794302673,7.40586186548,1.0,9.38268764394,15.0525580522,4.91542890095,84.0,0.03714412559,-0.0478164042,-0.03740929607,0.0711726774044,0.0358854094338,-0.0455216900423,-0.0275360569759,0.064173369152,0.0705239431208,0.0689887114461,0.940544456916,"[29, 211]",1.0,1.0,2.0,2.0
40.650163374,118.147572031,74.1719036971,7.43605613667,2.0,9.41983176953,15.004741648,4.87801960488,84.0,-0.03811885913,0.0316857227,0.01581043023,0.0520288588041,-0.0466680975193,0.0223243400458,0.0201355500142,0.0555133124478,0.0585821308349,0.0540948905962,0.944379129357,"[29, 211]",2.0,2.0,2.0,2.0
40.7819169593,118.397065911,73.8717552,7.39810706608,3.0,9.3817129104,15.0364273707,4.89383003511,84.0,,,,,,,,,,,0.939559597392,"[29, 211]",1.0,1.0,2.0,2.0
9.79536010413,80.9019175635,45.9051773289,7.33026846087,0.0,5.82995752077,10.2745435306,1.1754432125,85.0,-0.02855035236,-0.0859214595,-0.0135963751,0.0915558913361,-0.0201525505551,-0.0440179746046,0.0198442683377,0.0523211464709,0.0892943666328,0.0502848764345,0.93094409453,"[8, 22, 87]",1.0,1.0,3.0,2.0
9.68205697829,80.2253706386,45.6803714048,7.3427800913,1.0,5.80140716841,10.1886220711,1.1618468374,85.0,0.03057507712,-0.0133874654,-0.01019585097,0.0349000708843,0.0293163609638,-0.0110927512423,-0.000322611875937,0.0313464867044,0.0338027902251,0.0329613944985,0.932533071595,"[8, 22, 87]",1.0,1.0,3.0,2.0
