z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um,contacts_2pt1um,rad_um,neighbors,contacts_0pt1um,contacts_0pt5um,contacts_0pt03um,contacts_0pt05um,contacts_30nm,contacts_50nm,contacts_100nm
40.8635402198,104.268199021,71.8748777899,7.97773559397,0.0,9.12810947931,13.2420612756,4.90362482638,53.0,-0.00294584282,0.0051110362,-0.00666501927,0.00890073945396,0.0305476634582,-0.0123652301496,-0.00696461093188,0.0336832965257,0.0316813023038,0.0336226284112,5.0,4.0,1.01317242043,"[48, 82, 91, 171]",4.0,3.0,3.0,3.0,3.0,3.0,4.0
40.8079983926,104.3084434,71.8516821771,7.97938935287,1.0,9.12516363649,13.2471723118,4.89695980711,53.0,-0.05124462412,0.0094147725,-0.01415239878,0.0539901827526,-0.0510412589298,0.0301608053558,-0.0127551438173,0.0606430374128,0.0537971973767,0.0609522328063,5.0,4.0,1.01338244781,"[48, 82, 91, 171]",4.0,3.0,3.0,3.0,3.0,3.0,4.0
40.6900617361,104.382575467,71.4481811997,7.98078434935,2.0,9.07391901237,13.2565870843,4.88280740833,53.0,0.01875611459,0.1282045311,-0.18683651788,0.22736771548,-0.0215957601846,0.138313854689,-0.165721107988,0.216934517515,0.227619557741,0.233463024204,5.0,4.0,1.01355961237,"[48, 82, 91, 171]",4.0,3.0,3.0,3.0,3.0,3.0,4.0
39.1330907537,105.392059964,71.5958671414,7.55484531544,3.0,9.09267512696,13.3847916154,4.69597089045,53.0,,,,,,,,,,,6.0,5.0,0.959465355061,"[48, 82, 171, 254]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
31.8378296607,60.6688692908,57.3867988041,8.01853717073,0.0,7.28812344813,7.70494639993,3.82053955928,54.0,0.00756659302,0.03816046667,-0.00657510751,0.0394551211527,0.0410600992982,0.0206842003204,-0.00687469917188,0.0464868732652,0.0564392151754,0.0464435133903,11.0,8.0,1.01835422068,"[16, 35, 71, 105, 172, 190, 191, 192]",8.0,7.0,6.0,7.0,6.0,7.0,8.0
31.7830370981,60.9693454063,57.4463782768,8.09154188684,1.0,7.29569004115,7.7431068666,3.81396445177,54.0,-0.01508011009,-0.02592550644,0.03392341716,0.0452806783994,-0.0148767448998,-0.00517947358421,0.0353206721227,0.0386742080025,0.0452133570396,0.037402442664,11.0,8.0,1.02762581963,"[16, 35, 71, 105, 172, 190, 191, 192]",8.0,8.0,7.0,8.0,7.0,8.0,8.0
32.0657322411,60.7652075603,57.3276372525,8.03324248273,2.0,7.28060993106,7.71718136016,3.84788786893,54.0,0.00378991711,0.02980895235,-0.06006901764,0.0671656459222,-0.0365619576646,0.0399182759386,-0.0389536077479,0.0666905469969,0.0763782512807,0.0808611920665,11.0,8.0,1.02022179531,"[16, 35, 71, 105, 172, 190, 191, 192]",8.0,8.0,8.0,8.0,8.0,8.0,8.0
31.5651570941,60.9999237206,57.3574791195,8.07834462997,3.0,7.28439984817,7.74699031251,3.78781885129,54.0,,,,,,,,,,,10.0,8.0,1.02594976801,"[16, 35, 71, 105, 172, 190, 191, 192]",8.0,8.0,7.0,8.0,7.0,8.0,8.0
7.17442830049,3.77359917099,66.9054761546,7.76625954492,0.0,8.49699547163,0.479247094716,0.860931396059,55.0,-0.19995567175,0.076310730409,-0.132686337421,0.251815929557,-0.166462165472,0.0588344640594,-0.132985929083,0.221034847996,0.226138550998,0.220854727894,7.0,3.0,0.986314962205,"[68, 112, 237]",3.0,1.0,1.0,1.0,1.0,1.0,3.0
6.06870882198,4.37447106397,65.3310220463,7.8004043748,1.0,8.29703979988,0.555557825125,0.728245058638,55.0,0.01808571077,-0.150218207427,-0.107006722407,0.185318756247,0.0182890759602,-0.129472174571,-0.105609467444,0.168080022315,0.185338713663,0.168961453971,9.0,3.0,0.9906513556,"[68, 112, 237]",3.0,2.0,1.0,2.0,1.0,2.0,3.0
5.17698613526,3.19165053306,65.4734292177,7.75705050725,2.0,8.31512551065,0.405339617698,0.621238336231,55.0,0.1050955153,-0.010192337247,0.014002651721,0.106513028921,0.0647436405254,-8.30136583854e-05,0.0351180616131,0.0736547631265,0.0670201237112,0.0662406229966,8.0,4.0,0.985145414421,"[68, 112]",2.0,1.0,0.0,1.0,0.0,1.0,2.0
5.2936748996,3.11139590907,66.3009529603,7.68058855063,3.0,8.42022102595,0.395147280451,0.635240987952,55.0,,,,,,,,,,,9.0,5.0,0.97543474593,"[68, 112]",2.0,1.0,0.0,1.0,0.0,1.0,2.0
38.353551502,81.4602017883,81.1895821564,7.40202693913,0.0,10.3110769339,10.3454456271,4.60242618024,56.0,0.0074366487,0.0117917488,0.00162646446,0.0140354718584,0.0409301549782,-0.00568451754962,0.00132687279812,0.0413443093755,0.0426259112858,0.0413550083176,8.0,4.0,0.94005742127,"[33, 91, 146]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
38.3671053725,81.5530502043,81.2481384457,7.40818084427,1.0,10.3185135826,10.3572373759,4.6040526447,56.0,-0.0363665875,-0.0208331306,0.00611149086,0.0423544370465,-0.0361632223098,-8.70977442127e-05,0.00750874582272,0.0369346381825,0.0421799513863,0.036676103315,9.0,4.0,0.940838967222,"[33, 91, 146]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
38.418034463,81.3890098052,80.9617873631,7.39493460837,2.0,10.2821469951,10.3364042453,4.61016413556,56.0,0.0127882374,0.0059280721,-0.02053820416,0.0249098150282,-0.0275636373746,0.0160373956886,0.000577205732147,0.0318949107578,0.0348814273541,0.0379311217328,9.0,4.0,0.939156695263,"[33, 91, 146]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
38.2468827617,81.4356875384,81.0624821458,7.42215438797,3.0,10.2949352325,10.3423323174,4.5896259314,56.0,,,,,,,,,,,8.0,4.0,0.942613607272,"[33, 91, 146]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
18.6100009574,117.562799747,80.8686257239,7.00942447542,0.0,10.2703154669,14.9304755679,2.23320011489,57.0,-0.0798102386,-0.0590959769,0.00696453997,0.0995515619574,-0.0463167323218,-0.0765722432496,0.00666494830812,0.0897383399958,0.0754060938899,0.0897610881521,5.0,3.0,0.890196908378,"[14, 144, 175]",3.0,1.0,1.0,1.0,1.0,1.0,3.0
18.6680387905,117.097477094,80.2401986484,7.03120545723,1.0,10.1905052283,14.871379591,2.24016465486,57.0,-0.030927116,-0.0417459986,0.03520394381,0.0627577291094,-0.0307237508098,-0.0209999657442,0.0366011987727,0.0521976548963,0.0626577602752,0.0512275812903,5.0,3.0,0.892963093068,"[14, 175]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
18.9614049889,116.768768444,79.9966780493,7.05603045442,2.0,10.1595781123,14.8296335924,2.27536859867,57.0,0.0218168156,0.0267190188,0.07243245622,0.0802268042653,-0.0185350591746,0.0368283423886,0.0935478661121,0.102230516363,0.0793971983026,0.0833446815085,5.0,3.0,0.896115867711,"[14, 175]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
19.5650087907,116.979154419,80.1684639994,7.07563459642,3.0,10.1813949279,14.8563526112,2.34780105489,57.0,,,,,,,,,,,5.0,3.0,0.898605593745,"[14, 175]",2.0,2.0,1.0,2.0,1.0,2.0,2.0
1.15034601903,34.66550459,62.3986842959,7.36943870824,0.0,7.92463290559,4.40251908294,0.138041522284,58.0,-0.22930908746,0.12342676119,-0.029817719591,0.262118140103,-0.195815581182,0.10595049484,-0.0301173112529,0.224669316168,0.233381669402,0.224629351582,5.0,4.0,0.935918715946,"[67, 114]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
0.901865022441,35.6373688514,60.5931009301,7.38120863954,1.0,7.69532381813,4.52594584413,0.108223802693,58.0,0.08491643737,-0.1099196759,0.009544609503,0.139227282011,0.0851198025602,-0.0891736430442,0.0109418644657,0.123762045069,0.139351410141,0.123646346376,5.0,3.0,0.937413497222,[67],1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.981403434963,34.7718595924,61.2617342953,7.37882099055,2.0,7.7802402555,4.41602616823,0.117768412196,58.0,0.11486873214,-0.02659037853,-0.0743075407443,0.139368161591,0.0745168573654,-0.0164810549414,-0.0531921308522,0.0930257490601,0.108542253862,0.106517593923,5.0,3.0,0.9371102658,"[32, 67, 114]",3.0,1.0,1.0,1.0,1.0,1.0,3.0
0.362173928765,34.562486533,62.1662125011,7.35279280279,3.0,7.89510898764,4.3894357897,0.0434608714517,58.0,,,,,,,,,,,5.0,3.0,0.933804685954,"[67, 114]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
10.0342755015,19.3128096003,74.3595804637,7.32001298323,0.0,9.4436667189,2.45272681924,1.20411306018,59.0,-0.03193053145,0.00058284725,0.05482168505,0.0634453757284,0.00156297482819,-0.0168934190996,0.0545220933881,0.0571006932236,0.0548470578331,0.0573868247153,8.0,5.0,0.92964164887,"[26, 43, 154]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
10.4911228769,19.3173989487,74.1081589563,7.35092457604,1.0,9.41173618745,2.45330966649,1.25893474523,59.0,0.02288268099,-0.03498287319,-0.01538656891,0.0445439671419,0.0230860461802,-0.0142368403342,-0.0139893139473,0.030518093906,0.0446487787928,0.0311833233277,8.0,4.0,0.933567421157,"[26, 43, 154]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
10.3629014694,19.0419432543,74.2883375467,7.34467842256,2.0,9.43461886844,2.4183267933,1.24354817632,59.0,0.0612798068,-0.02446958812,-0.05834348627,0.0880791567531,0.0209279320254,-0.0143602645314,-0.0372280763779,0.0450569107582,0.0666385884587,0.0636251359638,8.0,4.0,0.932774159665,"[26, 43, 154]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
9.87670575042,18.8492693321,74.7708557105,7.35897974385,3.0,9.49589867524,2.39385720518,1.18520469005,59.0,,,,,,,,,,,9.0,4.0,0.934590427469,"[26, 43, 76, 154]",4.0,3.0,3.0,3.0,3.0,3.0,4.0
29.1267659951,49.4689171438,105.798172993,7.44970107047,0.0,13.4363679701,6.28255247727,3.49521191941,60.0,0.0319964438,0.02444950993,-0.03333546565,0.0522762299881,0.0654899500782,0.00697324358038,-0.0336350573119,0.0739518543895,0.0774465323121,0.0738160751962,7.0,3.0,0.94611203595,"[70, 184, 185]",3.0,0.0,0.0,0.0,0.0,0.0,3.0
28.848970448,49.6614329701,106.050113495,7.47275691339,1.0,13.4683644139,6.3070019872,3.46187645376,60.0,-0.0300005958,-0.02787531829,0.01261325455,0.0428504761755,-0.0297972306098,-0.00712928543421,0.0140105095127,0.0336897022786,0.0427083424184,0.0331330024772,6.0,3.0,0.949040128001,"[70, 184, 185]",3.0,0.0,0.0,0.0,0.0,0.0,3.0
28.9540809025,49.4419422749,105.813888331,7.49537170494,2.0,13.4383638181,6.27912666891,3.47448970831,60.0,-0.0052978533,-0.00319712755,-0.00154157744,0.00637693775748,-0.0456497280746,0.00691219603861,0.0195738324521,0.0501478917226,0.0457875065805,0.0461958070431,7.0,3.0,0.951912206527,"[70, 184, 185]",3.0,1.0,0.0,1.0,0.0,1.0,3.0
28.9412344239,49.4167680422,105.772172951,7.49218688096,3.0,13.4330659648,6.27592954136,3.47294813087,60.0,,,,,,,,,,,7.0,3.0,0.951507733882,"[70, 184, 185]",3.0,0.0,0.0,0.0,0.0,0.0,3.0
1.9555534518,14.148812156,49.5727326727,7.57949870547,0.0,6.29573704943,1.79689914381,0.234666414216,61.0,0.14957613982,0.1358032396,-0.15538976252,0.254875498597,0.183069646098,0.11832697325,-0.155689354182,0.267871131193,0.275867710152,0.267697116565,5.0,3.0,0.962596335595,[237],1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.660638764137,15.2181290032,50.7504975532,7.59142620232,1.0,6.44531318925,1.93270238341,0.0792766516964,61.0,0.13948642109,0.07762966111,-0.0885857155974,0.182565755169,0.13968978628,0.0983756939658,-0.0871884606347,0.19181460117,0.182721180171,0.192453741357,5.0,2.0,0.964111127695,[237],1.0,1.0,0.0,1.0,0.0,1.0,1.0
-0.0775755325081,15.8293861773,51.8488158294,7.5785217055,2.0,6.58479961034,2.01033204452,-0.00930906390097,61.0,0.27176215821,-0.03896940135,-0.145337010375,0.310638264644,0.231410283435,-0.0288600777614,-0.124221600483,0.264224581359,0.27602931023,0.274784406313,5.0,3.0,0.962472256598,"[67, 237]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
-1.28871728563,15.5225404974,53.9886753429,7.45072882873,3.0,6.85656176855,1.97136264317,-0.154646074276,61.0,,,,,,,,,,,5.0,3.0,0.946242561249,[237],1.0,1.0,1.0,1.0,1.0,1.0,1.0
46.3001128538,68.070729154,109.990857487,7.77293201267,0.0,13.9688389009,8.64498260256,5.55601354246,62.0,0.0053934095,0.01683843682,-0.01497210212,0.0231686353173,0.0388869157782,-0.000637829529615,-0.0152716937819,0.0417830548933,0.0449431754015,0.0416744872451,5.0,4.0,0.987162365609,"[97, 185]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
46.1753453362,68.2033152707,110.033325279,7.80874708436,1.0,13.9742323104,8.66182103938,5.54104144034,62.0,-0.0264518938,-0.02515849579,0.00596079971,0.0369889676688,-0.0262485286098,-0.00441246293421,0.00735805467272,0.0276151417141,0.0368438094905,0.0272761107291,5.0,4.0,0.991710879714,"[97, 185]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
46.2250186671,68.0052168786,109.82504265,7.82501446766,2.0,13.9477804166,8.63666254359,5.54700224005,62.0,0.0104171324,-0.00159168658,-0.02830458572,0.0302026436987,-0.0299347423746,0.00851763700861,-0.00718917582785,0.0319424981854,0.0412282893167,0.0420688544415,5.0,4.0,0.993776837393,"[97, 185]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
45.9891471194,67.9926839135,109.907067315,7.75749596178,3.0,13.958197549,8.63507085701,5.51869765433,62.0,,,,,,,,,,,5.0,3.0,0.985201987146,"[97, 185]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
32.9849351019,90.8905601212,32.3588201171,7.53990568183,0.0,4.10957015487,11.5431011354,3.95819221222,63.0,-0.06044308171,0.0286806009,0.00330749359,0.0669841959602,-0.0269495754318,0.0112043345504,0.00300790192812,0.0293404874309,0.0394942527184,0.0293727125496,7.0,5.0,0.957568021592,"[13, 65, 84, 100]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
33.0124975484,91.1163916243,31.8828903399,7.56385569034,1.0,4.04912707316,11.5717817363,3.96149970581,63.0,-0.04180664203,-0.0277699822,0.0231373167,0.0552657457499,-0.0416032768398,-0.00702394934421,0.0245345716627,0.0488069023281,0.055112067456,0.0481196834182,7.0,5.0,0.960609672673,"[13, 65, 84, 100]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
33.2053085209,90.8977303471,31.5537041821,7.55717482907,2.0,4.00732043113,11.5440117541,3.98463702251,63.0,0.02103794265,-0.0120365109,-0.04042618876,0.0471354363855,-0.0193139321246,-0.00192718731139,-0.0193107788679,0.027379704263,0.0463916189243,0.044844383848,7.0,5.0,0.959761203292,"[13, 65, 84, 100]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
32.8684236146,90.8029546705,31.7193572739,7.515418899,3.0,4.02835837378,11.5319752432,3.94421083375,63.0,,,,,,,,,,,7.0,5.0,0.954458200173,"[13, 65, 84, 100]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
38.3679635477,118.443980207,33.6860780261,8.43841530047,0.0,4.27813190931,15.0423854862,4.60415562573,64.0,-0.07719853998,0.03422881,0.03016625267,0.0896728989674,-0.0437050337018,0.0167525436504,0.0298666610081,0.0555229243593,0.0631802517013,0.0556846521924,5.0,3.0,1.07167874316,"[37, 218]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
38.6193489867,118.713498395,33.0782155065,8.40108815514,1.0,4.20093336933,15.0766142962,4.6343218784,64.0,-0.01242618262,-0.030939788,0.00388096512,0.0335669835739,-0.0122228174298,-0.0101937551442,0.00527822008272,0.0167681101232,0.0334922324975,0.0163820572617,5.0,3.0,1.0669381957,"[37, 218]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
38.6516903627,118.469878018,32.9803715489,8.39174815724,2.0,4.18850718671,15.0456745082,4.63820284352,64.0,-0.03626313927,-0.0044234868,-0.06110938963,0.0711964887206,-0.0766150140446,0.00568583678861,-0.0399939797379,0.0866123982598,0.0981008925213,0.0981659137277,5.0,3.0,1.06575201597,"[37, 218]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
38.1424454491,118.435047413,32.6948350192,8.35573818145,3.0,4.15224404744,15.0412510214,4.57709345389,64.0,,,,,,,,,,,5.0,4.0,1.06117874904,"[37, 218]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
28.2309491645,100.164022703,43.4514353548,7.62337522871,0.0,5.51833229006,12.7208308833,3.38771389974,65.0,-0.06965185328,0.0336511486,-0.00878222522,0.0778518332941,-0.0361583470018,0.0161748822504,-0.00908181688188,0.0406390486059,0.0501692469529,0.0405731481836,5.0,3.0,0.968168654046,"[63, 75, 108]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
28.1577639544,100.428992378,42.9029955652,7.66569401783,1.0,5.44868043678,12.7544820319,3.37893167452,65.0,-0.0363269305,-0.0340321716,0.01930961929,0.0533919093168,-0.0361235653098,-0.0132861387442,0.0207068742527,0.0437059274554,0.0532537517141,0.0430615240156,5.0,3.0,0.973543140264,"[63, 75, 108]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
28.3186774484,100.161022522,42.6169567424,7.63946773257,2.0,5.41235350628,12.7204498603,3.39824129381,65.0,0.00996803253,0.00694882,-0.03550286848,0.0375246777764,-0.0303838422446,0.0170581435886,-0.0143874585879,0.0376982373175,0.0472431755838,0.0497454701711,5.0,3.0,0.970212402036,"[63, 75, 108]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
28.0228202111,100.21573764,42.6954451875,7.63836838247,3.0,5.42232153881,12.7273986803,3.36273842533,65.0,,,,,,,,,,,5.0,3.0,0.970072784574,"[63, 75, 108]",3.0,3.0,3.0,3.0,3.0,3.0,3.0
20.535053778,39.4982489473,38.4159299714,7.54254707049,0.0,4.87882310637,5.01627761631,2.46420645336,66.0,-0.1938616324,-0.06532381463,0.14625686406,0.251476844976,-0.160368126122,-0.0828000809796,0.145957272398,0.232114873827,0.226663201509,0.232303378302,6.0,2.0,0.957903477952,"[28, 45]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
21.7538609785,38.9838882022,36.889460425,7.58574074062,1.0,4.68496147397,4.95095380168,2.61046331742,66.0,0.13682228555,-0.11323132258,-0.05361114673,0.185515027127,0.13702565074,-0.0924852897242,-0.0522138917673,0.173366225862,0.185665065178,0.173792154109,6.0,2.0,0.963389074059,"[28, 45]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
21.3071014225,38.0923029851,37.9668012561,7.54494737743,2.0,4.82178375952,4.8377224791,2.55685217069,66.0,0.07359974345,-0.05976846364,-0.06640093009,0.115750917917,0.0332478686754,-0.0496591400514,-0.0452855201979,0.0749815264028,0.095324569415,0.0893338372562,6.0,2.0,0.958208316934,"[28, 45]",2.0,2.0,1.0,2.0,1.0,2.0,2.0
20.7537603383,37.6216851611,38.546326795,7.51530372111,3.0,4.89538350297,4.77795401546,2.4904512406,66.0,,,,,,,,,,,5.0,2.0,0.954443572581,"[28, 45]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
11.9164520545,27.1197431717,54.8506846237,7.3489019261,0.0,6.96603694721,3.4442073828,1.42997424654,67.0,-0.16033372934,0.0803024524,0.00696593831,0.179454487049,-0.126840223062,0.0628261860504,0.00666634664812,0.141703959075,0.150284564558,0.141718369087,6.0,4.0,0.933310544615,"[45, 49, 58, 112]",4.0,4.0,3.0,4.0,3.0,4.0,4.0
11.9745015404,27.7520459465,53.5882143139,7.41173287186,1.0,6.80570321787,3.5245098352,1.43694018485,67.0,0.07714118468,-0.14502268214,-0.05762679157,0.174078108375,0.0773445498702,-0.124276649284,-0.0562295366073,0.156807607402,0.174168323286,0.157314055502,7.0,4.0,0.941290074726,"[45, 49, 58, 112]",4.0,4.0,3.0,4.0,3.0,4.0,4.0
11.4942782774,26.6101350635,54.1956252169,7.38121418961,2.0,6.88284440255,3.37948715306,1.37931339328,67.0,0.10398088928,0.01486163571,-0.00790199485,0.105334396443,0.0636290145054,0.0249709592986,0.0132134150421,0.0696189243834,0.0658176361283,0.0688087335869,7.0,5.0,0.93741420208,"[45, 49, 58, 61, 112]",5.0,4.0,4.0,4.0,4.0,4.0,5.0
11.4284283202,26.7271558171,55.0143723766,7.40767131714,3.0,6.98682529183,3.39434878877,1.37141139843,67.0,,,,,,,,,,,7.0,5.0,0.940774257277,"[45, 49, 58, 112]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
23.3109107627,1.08724080964,63.9313548247,7.34740450932,0.0,8.11928206274,0.138079582824,2.79730929152,68.0,-0.07487527699,0.03273869814,-0.13836086695,0.160691813617,-0.0413817707118,0.0152624317904,-0.138660458612,0.145506410697,0.148081068359,0.145220942961,3.0,2.0,0.933120372684,"[55, 112]",2.0,0.0,0.0,0.0,0.0,0.0,2.0
22.1579035381,1.34502583436,63.3417857146,7.33668689612,1.0,8.04440678575,0.170818280964,2.65894842457,68.0,0.04445359665,-0.130585289097,-0.12171099609,0.183962513988,0.0446569618402,-0.109839256241,-0.120313741127,0.168920995606,0.184011761957,0.169919019011,3.0,2.0,0.931759235807,"[55, 112]",2.0,0.0,0.0,0.0,0.0,0.0,2.0
21.1436452373,0.316795211555,63.6918140346,7.04485571678,2.0,8.0888603824,0.0402329918674,2.53723742848,68.0,0.02994776667,-0.0204842460535,0.00416430129,0.0365214248098,-0.0104041081046,-0.0103749224649,0.0252797111821,0.0292394986116,0.0233493299061,0.0152717348994,3.0,2.0,0.894696676031,"[55, 112]",2.0,0.0,0.0,0.0,0.0,0.0,2.0
21.1783477481,0.155501935543,63.927623221,7.1109268861,3.0,8.11880814907,0.0197487458139,2.54140172977,68.0,,,,,,,,,,,2.0,2.0,0.903087714535,"[55, 112]",2.0,0.0,0.0,0.0,0.0,0.0,2.0
2.50973093494,54.1915787536,32.3241954483,7.53116902396,0.0,4.10517282194,6.88233050171,0.301167712193,69.0,-0.0791364775,-0.04516071693,-0.054632535726,0.106239288329,-0.0456429712218,-0.0626369832796,-0.0549321273879,0.0949958478865,0.0843059021388,0.0948229215758,5.0,3.0,0.956458466043,"[22, 36, 156, 157]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
2.05445980389,53.8359825573,31.7010735783,7.51087388833,1.0,4.02603634444,6.83716978478,0.246535176467,69.0,-0.03331891007,0.03874842747,-0.006977425044,0.0515778524165,-0.0331155448798,0.0594944603258,-0.00558017008128,0.0683181412238,0.0514467142228,0.0684464358633,5.0,3.0,0.953880983818,"[22, 36, 156, 157]",4.0,4.0,4.0,4.0,4.0,4.0,4.0
1.99631459519,54.1410882854,31.4387199557,7.53611755858,2.0,3.99271743437,6.87591821225,0.239557751423,69.0,0.10020033723,0.01264451235,-0.032551665267,0.106111272659,0.0598484624554,0.0227538359386,-0.0114362553749,0.0650412441855,0.0692916521848,0.071827476775,5.0,3.0,0.95708692994,"[22, 36, 156, 157]",4.0,4.0,3.0,4.0,3.0,4.0,4.0
1.72505071797,54.2406513748,32.227698989,7.50633383902,3.0,4.0929177716,6.8885627246,0.207006086156,69.0,,,,,,,,,,,5.0,4.0,0.953304397556,"[22, 36, 156, 157]",4.0,4.0,3.0,4.0,3.0,4.0,4.0
28.7996175842,48.5725063762,121.002604004,7.31684059184,0.0,15.3673307085,6.16870830978,3.4559541101,70.0,0.0304076056,0.02536500523,-0.03470885646,0.0526565350683,0.0639011118782,0.00788873888038,-0.0350084481219,0.0732883056176,0.0770158445149,0.0731456698455,5.0,4.0,0.929238755164,"[40, 60]",2.0,1.0,1.0,1.0,1.0,1.0,2.0
28.5103771137,48.7722308268,121.242033969,7.32576470165,1.0,15.3977383141,6.19407331501,3.42124525364,70.0,-0.0339153302,-0.02367431309,0.0132778152,0.0434398791359,-0.0337119650098,-0.00292828023421,0.0146750701627,0.0368839950958,0.0432812899714,0.0363506779364,5.0,4.0,0.93037211711,"[40, 60, 227]",3.0,1.0,1.0,1.0,1.0,1.0,3.0
28.6210255737,48.5858189128,120.974984125,7.33472311784,2.0,15.3638229839,6.17039900192,3.43452306884,70.0,-0.0010393504,-0.01269594986,0.00375569418,0.0132805357902,-0.0413912251746,-0.00258662627139,0.0248711040721,0.0483579980426,0.0434571732062,0.0416416785888,5.0,5.0,0.931509835966,"[40, 60]",2.0,2.0,1.0,2.0,1.0,2.0,2.0
28.6523230252,48.4858508036,120.966800264,7.33863458407,3.0,15.3627836335,6.15770305206,3.43827876302,70.0,,,,,,,,,,,5.0,5.0,0.932006592177,"[40, 60, 227]",3.0,1.0,1.0,1.0,1.0,1.0,3.0
33.9786172647,67.704349728,70.0657925497,7.02572623123,0.0,8.89835565381,8.59845241546,4.07743407176,71.0,0.02579439401,0.03170724763,-0.01620033036,0.0439676132896,0.0592879002882,0.0142309812804,-0.0164999220219,0.0631650486861,0.0691581909583,0.0630874524177,10.0,6.0,0.892267231366,"[19, 54, 74, 105, 172]",5.0,4.0,4.0,4.0,4.0,4.0,5.0
33.8436145117,67.9540130952,70.2688980143,7.0034073542,1.0,8.92415004782,8.63015966309,4.0612337414,71.0,-0.02079482458,-0.03154970699,0.02211676907,0.0437831042134,-0.0205914593898,-0.0108036741342,0.0235140240327,0.0330701814451,0.0436868822995,0.0320917286648,10.0,6.0,0.889432733983,"[19, 54, 74, 105, 172]",5.0,4.0,4.0,4.0,4.0,4.0,5.0
34.0279209206,67.7055902055,70.1051592381,6.99933794144,2.0,8.90335522324,8.5986099561,4.08335051047,71.0,-0.00297170087,0.02404491942,-0.01565660954,0.0288464656113,-0.0433235756446,0.0341542430086,0.00545880035215,0.055436838144,0.0519636390068,0.0573460891815,10.0,6.0,0.888915918563,"[19, 54, 74, 105, 172]",5.0,4.0,4.0,4.0,4.0,4.0,5.0
33.8974491744,67.8949202797,70.0817600187,7.01282732869,3.0,8.90038352237,8.62265487552,4.06769390093,71.0,,,,,,,,,,,10.0,6.0,0.890629070744,"[19, 54, 74, 105, 172]",5.0,4.0,4.0,4.0,4.0,4.0,5.0
34.1121146013,121.596805718,104.919823418,7.45023610978,0.0,13.3248175741,15.4427943262,4.09345375216,72.0,0.0103844591,0.0182974552,-0.00609921174,0.0219051190694,0.0438779653782,0.000821188850385,-0.00639880340188,0.0443496886329,0.0479298768658,0.0443074551369,3.0,3.0,0.946179985942,"[94, 130]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
34.0612878368,121.740880168,105.001590812,7.41086373719,1.0,13.3352020332,15.4610917814,4.08735454042,72.0,-0.031199898,-0.022301097,-0.01057535089,0.0397820387746,-0.0309965328098,-0.00155506414421,-0.00917809592728,0.0323641887828,0.039622746246,0.0327878226963,3.0,3.0,0.941179694623,"[94, 130]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
33.9731599128,121.565280979,104.755922324,7.38045632002,2.0,13.3040021352,15.4387906844,4.07677918953,72.0,0.0209317947,-0.0055508633,-0.00074567928,0.0216681367525,-0.0194200800746,0.00455846028861,0.0203697306121,0.0285104366069,0.0202115717119,0.0199618412952,3.0,3.0,0.937317952643,"[94, 130]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
33.9669459187,121.521573395,104.920739605,7.3457214381,3.0,13.3249339299,15.4332398211,4.07603351025,72.0,,,,,,,,,,,3.0,3.0,0.932906622639,"[94, 130]",2.0,2.0,2.0,2.0,2.0,2.0,2.0
