0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0
1.1,0
1.2,0
1.3,0.54597
1.4,0
1.5,0.95687
1.6,0.841
1.7,0.95782
1.8,1.946
1.9,2.6837
2,1.8454
2.1,0.9764
2.2,1.2392
2.3,0.87212
2.4,1.1213
2.5,1.0826
2.6,1.3194
2.7,0.78052
2.8,0.92191
2.9,0.93257
3,0
