z,y,x,rad,frame,xum,yum,zum,particle
8.36232500972,93.4400567985,98.2577831435,7.48154509439,0.0,12.4787384592,11.8668872134,1.00347900117,0.0
8.49783844587,93.2336100644,97.9598498359,7.52669648283,1.0,12.4409009292,11.8406684782,1.0197406135,0.0
8.40536098956,93.0586227806,97.7071292494,7.53615158747,2.0,12.4088054147,11.8184450931,1.00864331875,0.0
8.70499916804,93.1512916716,97.4086714154,7.50125719691,3.0,12.3709012698,11.8302140423,1.04459990017,0.0
14.9838551441,80.7139526926,123.271574231,7.45540213632,0.0,15.6554899274,10.250671992,1.79806261729,1.0
14.8144911436,80.8893822371,123.470173969,7.48294343298,1.0,15.680712094,10.2729515441,1.77773893723,1.0
14.8631640991,80.6601407786,123.268789612,7.48595909343,2.0,15.6551362807,10.2438378789,1.7835796919,1.0
14.9079937729,80.5693987249,123.233856435,7.43343912427,3.0,15.6506997673,10.2323136381,1.78895925275,1.0
10.520047662,68.8979294902,97.0526362099,7.55537887357,0.0,12.3256847987,8.75003704526,1.26240571944,2.0
10.347560551,69.0065261175,97.3025552843,7.56279625597,1.0,12.3574245211,8.76382881692,1.24170726612,2.0
10.4105860817,68.7815122508,97.0788666146,7.56634226159,2.0,12.3290160601,8.73525205585,1.2492703298,2.0
10.3773654252,68.8391661047,96.93312606,7.54390170033,3.0,12.3105070096,8.7425740953,1.24528385103,2.0
23.375443011,6.24558349556,109.78965608,7.68401275363,0.0,13.9432863222,0.793189103936,2.80505316132,3.0
23.3232881443,6.41883699387,109.722031226,7.69326116486,1.0,13.9346979657,0.815192298222,2.79879457731,3.0
23.1184005544,6.30411601323,109.860765881,7.72221215568,2.0,13.9523172668,0.80062273368,2.77420806653,3.0
22.8653142325,5.94469762875,110.537786053,7.70982294128,3.0,14.0382988287,0.754976598851,2.74383770789,3.0
11.2949727019,78.3110693529,87.01523297,7.4351338476,0.0,11.0509345872,9.94550580781,1.35539672423,4.0
10.9549013538,77.982485712,86.8127170271,7.46355300898,1.0,11.0252150624,9.90377568542,1.31458816246,4.0
