z,y,x,frame,xum,yum,zum,particle
2.6609135037,41.4462296219,96.1449636989,0.0,12.2104103898,5.26367116198,0.319309620444,0.0
2.68744264246,41.6224983091,96.1644575099,1.0,12.2128861038,5.28605728525,0.322493117095,0.0
2.72419064933,41.5270803588,96.2278290554,2.0,12.22093429,5.27393920556,0.32690287792,0.0
2.74057609415,41.4283538289,96.2431002165,3.0,12.2228737275,5.26140093627,0.328869131299,0.0
4.4700500715,124.572870431,43.5930254358,0.0,5.53631423034,15.8207545448,0.53640600858,1.0
4.40528195121,124.764116997,43.5141485524,1.0,5.52629686615,15.8450428586,0.528633834145,1.0
4.42523489132,124.74426779,43.6824834215,2.0,5.54767539453,15.8425220094,0.531028186958,1.0
4.50003881035,124.705131207,43.6772359691,3.0,5.54700896807,15.8375516633,0.540004657242,1.0
6.3301315609,53.4233506989,115.067319234,0.0,14.6135495428,6.78476553876,0.759615787308,2.0
6.30280755901,53.3748614086,115.133046804,1.0,14.6218969441,6.77860739889,0.756336907081,2.0
6.32844750461,53.4150747666,115.117967015,2.0,14.6199818109,6.78371449535,0.759413700554,2.0
6.34581277293,53.4179424951,115.166000804,3.0,14.6260821021,6.78407869688,0.761497532751,2.0
4.02757977006,52.2023028904,28.8216404635,0.0,3.66034833886,6.62969246708,0.483309572407,3.0
3.79640296336,52.1228566178,28.893798304,1.0,3.66951238461,6.61960279046,0.455568355604,3.0
3.80779693205,52.2106038459,28.9143458403,2.0,3.67212192172,6.63074668842,0.456935631846,3.0
3.94658525922,52.2482981661,28.9674506026,3.0,3.67886622653,6.63553386709,0.473590231107,3.0
7.58416974418,85.7374504129,111.604721687,0.0,14.1737996542,10.8886562024,0.910100369301,4.0
7.56496131576,85.8180396147,111.581680026,1.0,14.1708733633,10.8988910311,0.907795357891,4.0
7.54553783546,85.8564873656,111.656139491,2.0,14.1803297154,10.9037738954,0.905464540255,4.0
7.52724092576,85.8218073052,111.643066417,3.0,14.178669435,10.8993695278,0.903268911092,4.0
3.75960688853,30.7550112601,79.8915888085,0.0,10.1462317787,3.90588643003,0.451152826624,5.0
3.77874061678,30.7666438837,79.9022140908,1.0,10.1475811895,3.90736377322,0.453448874014,5.0
3.83371037571,30.704528815,79.9662152838,2.0,10.155709341,3.89947515951,0.460045245085,5.0
3.78512877272,30.6514927073,79.9910777948,3.0,10.1588668799,3.89273957383,0.454215452726,5.0
15.6309774445,121.20183475,113.40085478,0.0,14.4019085571,15.3926330132,1.87571729334,6.0
15.7859214606,121.125270494,113.354245842,1.0,14.3959892219,15.3829093527,1.89431057528,6.0
16.0094814177,121.001018296,113.378137213,2.0,14.399023426,15.3671293236,1.92113777012,6.0
16.0382864989,120.887404322,113.43688571,3.0,14.4064844852,15.3527003489,1.92459437986,6.0
15.0266430381,14.6344100984,38.8817242975,0.0,4.93797898579,1.85857008249,1.80319716458,7.0
15.013227528,14.7109741753,39.046483357,1.0,4.95890338634,1.86829372026,1.80158730336,7.0
15.0584213685,14.6716230671,39.0870410577,2.0,4.96405421433,1.86329612952,1.80701056422,7.0
14.9693330888,14.6110935268,39.0410152755,3.0,4.95820893999,1.8556088779,1.79631997066,7.0
4.35188827993,87.4460118265,97.0054550318,0.0,12.319692789,11.105643502,0.522226593592,8.0
4.37864084576,87.5008482023,97.0529951885,1.0,12.3257303889,11.1126077217,0.525436901491,8.0
4.41417960123,87.5566442596,97.1026455402,2.0,12.3320359836,11.119693821,0.529701552148,8.0
4.39660321144,87.4374069985,97.0855888412,3.0,12.3298697828,11.1045506888,0.527592385373,8.0
5.76015393076,94.446413519,23.2368444976,0.0,2.95107925119,11.9946945169,0.691218471692,9.0
5.74597341616,94.5709468402,23.3617477483,1.0,2.96694196404,12.0105102487,0.689516809939,9.0
5.89192067224,94.4564805788,23.36139336,2.0,2.96689695672,11.9959730335,0.707030480669,9.0
5.89083632741,94.46205967,23.3122659104,3.0,2.96065777062,11.9966815781,0.706900359289,9.0
2.44617802285,27.5735633699,1.88698929642,0.0,0.239647640645,3.50184254797,0.293541362742,10.0
2.52885035147,27.57508751,1.96581860028,1.0,0.249658962236,3.50203611377,0.303462042176,10.0
2.31552424634,27.5943048336,1.91416914658,2.0,0.243099481616,3.50447671386,0.277862909561,10.0
2.35844374023,27.5029035498,1.88395767913,3.0,0.239262625249,3.49286875083,0.283013248827,10.0
11.6757685929,92.9110290182,40.9973970062,0.0,5.20666941978,11.7997006853,1.40109223115,11.0
11.6502390555,92.9833979809,41.0070000907,1.0,5.20788901152,11.8088915436,1.39802868666,11.0
11.5808760577,93.0366640173,41.0372948195,2.0,5.21173644208,11.8156563302,1.38970512692,11.0
11.4900565288,92.9598633343,41.083780067,3.0,5.21764006851,11.8059026435,1.37880678346,11.0
9.38239665546,63.5644430454,69.3978662249,0.0,8.81352901056,8.07268426677,1.12588759865,12.0
9.37564077609,63.623546984,69.4353424874,1.0,8.8182884959,8.08019046697,1.12507689313,12.0
9.32089579372,63.698816904,69.4666056685,2.0,8.8222589199,8.08974974681,1.11850749525,12.0
9.26864133307,63.6358834866,69.3978671355,3.0,8.8135291262,8.0817572028,1.11223695997,12.0
14.9428808917,100.778837649,121.217414105,0.0,15.3946115913,12.7989123815,1.793145707,13.0
14.8348380923,100.732767739,121.288174979,1.0,15.4035982224,12.7930615028,1.78018057107,13.0
14.7842696704,100.735410986,121.349608241,2.0,15.4114002466,12.7933971952,1.77411236045,13.0
14.7698184379,100.712658036,121.448604225,3.0,15.4239727365,12.7905075706,1.77237821255,13.0
4.40630635185,122.181809068,67.8782891439,0.0,8.62054272128,15.5170897516,0.528756762222,14.0
4.43478427269,122.077870112,67.9706870657,1.0,8.63227725735,15.5038895042,0.532174112723,14.0
4.3798406501,122.153827481,67.9776050132,2.0,8.63315583668,15.5135360901,0.525580878012,14.0
4.59768370833,122.036135421,67.9166180786,3.0,8.62541049598,15.4985891984,0.551722045,14.0
3.6259805295,54.402918948,15.2040233826,0.0,1.93091096959,6.90917070639,0.43511766354,15.0
3.55108943955,54.4470749354,15.3028098372,1.0,1.94345684933,6.9147785168,0.426130732745,15.0
3.32661043658,54.4609537264,15.288767379,2.0,1.94167345713,6.91654112325,0.399193252389,15.0
3.48877321404,54.3407423167,15.2787737715,3.0,1.94040426898,6.90127427422,0.418652785685,15.0
9.94048113065,17.2072589649,77.1192345691,0.0,9.79414279028,2.18532188854,1.19285773568,16.0
9.91793892681,17.2034281881,77.1913563329,1.0,9.80330225428,2.18483537988,1.19015267122,16.0
9.91963423683,17.2391772191,77.1832662027,2.0,9.80227480775,2.18937550683,1.19035610842,16.0
9.89399023035,17.1756970198,77.1861140473,3.0,9.80263648401,2.18131352151,1.18727882764,16.0
