z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um,contacts_2pt1um,rad_um,neighbors,contacts,contacts_0pt2um
7.17248594616,110.648547101,71.8122585795,7.5763049629,0.0,9.1201568396,14.0523654818,0.860698313539,11.0,-0.02901475411,-0.0081325629,0.003372661302,0.0303211045255,-0.00550055306527,0.0018325308706,0.0214417710793,0.0222117941741,0.0103812093517,0.00670739127184,6.0,4.0,0.947038120362,"[31, 35, 51]",none,3.0
7.20059145701,110.584511173,71.5837959488,7.55628777017,1.0,9.09114208549,14.0442329189,0.864070974841,11.0,-0.00559918531,0.0727208127,0.014966877948,0.0744558588117,0.0450992223812,0.0463223554198,0.0281710429245,0.0705216855335,0.0868692344541,0.0663604393184,6.0,4.0,0.944535971271,"[31, 35, 51]",none,3.0
7.3253154399,111.157115997,71.5397078754,7.51689421238,2.0,9.08554290018,14.1169537316,0.879037852789,11.0,-0.08725026901,-0.0144447205,-0.043575827074,0.098590628854,-0.0475585620395,0.00461344513365,-0.0154798789759,0.0502267593258,0.0661008281247,0.0646680245906,7.0,4.0,0.939611776548,"[31, 35, 51]",none,3.0
6.96218354763,111.04337804,70.8526978832,7.4962384018,3.0,8.99829263117,14.1025090111,0.835462025715,11.0,,,,,,,,,,,7.0,4.0,0.937029800225,"[31, 35, 51]",none,3.0
0.663481197465,29.7519215971,94.8805078041,7.35369796908,0.0,12.0498244911,3.77849404283,0.0796177436959,12.0,-0.0115337181,0.02416949129,-0.0938499793605,0.0975961556025,0.0119804829447,0.0341345850606,-0.0757808695832,0.0839728650437,0.0976499611202,0.100580915162,5.0,4.0,0.919212246135,"[40, 194, 229]",none,3.0
-0.118601963872,29.9422325521,94.7896911259,7.29175441763,1.0,12.038290773,3.80266353412,-0.0142322356646,12.0,-0.0875013897,0.08252289362,-0.0641473243073,0.136313610423,-0.0368029820088,0.0561244363398,-0.0509431593308,0.0842592269238,0.110812303793,0.0928401370905,5.0,3.0,0.911469302204,"[40, 229]",none,2.0
-0.653162999766,30.5920191161,94.1007038054,7.22486195663,2.0,11.9507893833,3.88518642774,-0.0783795599719,12.0,-0.0186065738,-0.04344972763,-0.0213157500751,0.0518502133164,0.0210851331705,-0.0243915619964,0.00678019802299,0.0329469607501,0.0527903672388,0.0386509034656,5.0,3.0,0.903107744579,"[40, 194, 229]",none,3.0
-0.830794250391,30.2498952764,93.9541953502,7.26351407354,3.0,11.9321828095,3.84173670011,-0.099695310047,12.0,,,,,,,,,,,6.0,3.0,0.907939259192,"[40, 194, 229]",none,3.0
23.4194260142,21.3940628884,80.8621483773,7.30802049522,0.0,10.2694928439,2.71704598682,2.8103311217,13.0,0.000522527299999,0.01137340233,-0.02407982755,0.0266357919007,0.0240367283447,0.0213384961006,-0.00601071777274,0.0326989977445,0.035874178526,0.0401613473403,5.0,5.0,0.913502561902,"[3, 4, 40, 100]",none,4.0
23.2187607846,21.4836172374,80.8662627652,7.32612982459,1.0,10.2700153712,2.72841938915,2.78625129415,13.0,-0.0735885824,0.05744221352,-0.01432619063,0.0944464244516,-0.0228901747088,0.0310437562398,-0.00112202565347,0.0385867054986,0.0634728897266,0.0411450439013,5.0,5.0,0.915766228074,"[3, 4, 40, 100]",none,4.0
23.0993758627,21.9359181312,80.2868251084,7.3130281286,2.0,10.1964267888,2.78586160267,2.77192510352,13.0,-0.0614512055,-0.09658377016,-0.09104144232,0.146264211396,-0.0217594985295,-0.0775256045264,-0.0629454942219,0.10220484517,0.13450072362,0.121541101497,5.0,5.0,0.914128516075,"[3, 4, 40, 100]",none,4.0
22.3406971766,21.1754160041,79.8029573491,7.34808255761,3.0,10.1349755833,2.68927783251,2.6808836612,13.0,,,,,,,,,,,5.0,5.0,0.918510319701,"[3, 4, 40, 100]",none,4.0
2.9855368697,6.66292996765,79.9354204043,7.56264232693,0.0,10.1517983913,0.846192105892,0.358264424364,14.0,-0.0347322732,0.003115150714,-0.020134248189,0.0402668960282,-0.0112180721553,0.0130802444846,-0.00206513841174,0.0173551933241,0.0232580578937,0.0265014318254,5.0,3.0,0.945330290866,"[4, 192, 204]",none,3.0
2.81775146813,6.68745871343,79.6619379381,7.63308058189,1.0,10.1170661181,0.849307256606,0.338130176175,14.0,-0.1092859557,0.067889651746,-0.024700746349,0.131005922758,-0.0585875480088,0.0414911944658,-0.0114965813725,0.0727061990695,0.0930141519666,0.075921978834,5.0,4.0,0.954135072736,"[4, 192, 204]",none,3.0
2.61191191521,7.22202290041,78.8014186018,7.60218746737,2.0,10.0077801624,0.917196908352,0.313429429826,14.0,-0.01117040669,-0.123337756485,-0.067371787582,0.140982048227,0.0285213002805,-0.104279590851,-0.0392758394839,0.115022994245,0.14340371162,0.127383889875,5.0,4.0,0.950273433421,"[4, 192, 201, 204]",none,4.0
2.05048035203,6.25085946352,78.7134626434,7.60265825453,3.0,9.99660975571,0.793859151867,0.246057642244,14.0,,,,,,,,,,,4.0,4.0,0.950332281816,"[4, 192, 204]",none,3.0
11.9471293467,64.398216398,34.6327242699,7.49007729768,0.0,4.39835598227,8.17857348255,1.43365552161,15.0,-0.00262395202,-0.00700672582,-0.02975228532,0.0306786214273,0.0208902490247,0.0029583679506,-0.0116831755427,0.0241174425678,0.0370229009235,0.0364740034409,7.0,4.0,0.93625966221,"[41, 50, 65]",none,3.0
11.6991936358,64.3430453286,34.6120632303,7.48961881662,1.0,4.39573203025,8.17156675673,1.40390323629,15.0,-0.04812454769,0.04342545489,-0.06502643988,0.0918160122541,0.00257386000122,0.0170269976098,-0.0518222749035,0.0546085302776,0.0782357512342,0.067267981138,7.0,4.0,0.936202352077,"[41, 50, 65, 209]",none,4.0
11.1573066368,64.6849780443,34.2331297839,7.53303827308,2.0,4.34760748256,8.21499221162,1.33887679641,15.0,-0.05510971623,-0.04893875887,-0.02982756979,0.0795095394419,-0.0154180092595,-0.0298805932364,-0.00173162169191,0.0336684329211,0.0593498192823,0.0449471776785,7.0,4.0,0.941629784135,"[41, 50, 65]",none,3.0
10.9087435551,64.2996334862,33.7991950104,7.51852386035,3.0,4.29249776633,8.16605345275,1.30904922662,15.0,,,,,,,,,,,7.0,4.0,0.939815482544,"[41, 50, 65]",none,3.0
22.5995620282,63.9958934484,124.555523243,7.43477016837,0.0,15.8185514518,8.12747846795,2.71194744339,16.0,-0.025540849,0.00117927036,-0.03322594919,0.0419248058529,-0.00202664795527,0.0111443641306,-0.0151568394127,0.018921784662,0.0333085826791,0.035103672933,4.0,3.0,0.929346271046,"[81, 103, 134]",none,3.0
22.3226791183,64.0051790418,124.354414196,7.43941884309,1.0,15.7930106028,8.12865773831,2.6787214942,16.0,-0.0154845862,0.01721922137,-0.00171076295,0.0232206956021,0.0352138214912,-0.00917923591024,0.0114934020265,0.0381624145732,0.0392357173819,0.0364307329844,4.0,3.0,0.929927355386,"[81, 103, 134]",none,3.0
22.3084227604,64.140763462,124.23248832,7.45707236103,2.0,15.7775260166,8.14587695968,2.67701073125,16.0,-0.1043636322,-0.00486046394,-0.04502271652,0.11376483129,-0.0646719252295,0.0141977016936,-0.0169267684219,0.0683414086442,0.0789501553225,0.0800692053733,4.0,3.0,0.932134045129,"[81, 103, 134]",none,3.0
21.9332334561,64.1024920924,123.410727436,7.47426188849,3.0,15.6731623844,8.14101649574,2.63198801473,16.0,,,,,,,,,,,4.0,3.0,0.934282736061,"[81, 103, 134]",none,3.0
14.8439477272,83.6942245759,80.6614892916,7.40883275836,0.0,10.24400914,10.6291665211,1.78127372727,17.0,-0.0028675816,-0.007224556,0.00835361255,0.0114105248024,0.0206466194447,0.0027405377706,0.0264227223273,0.0336445195678,0.0234149513458,0.02244050544,6.0,2.0,0.926104094795,"[170, 234]",none,2.0
14.9135611652,83.6373383078,80.638909909,7.37238626468,1.0,10.2411415584,10.6219419651,1.78962733982,17.0,-0.0321164595,0.0171795281,-0.0161609121,0.0398469350949,0.0185819481912,-0.00921892918024,-0.00295674712347,0.0209527995114,0.0300266558948,0.0262954850443,6.0,3.0,0.921548283085,"[170, 234]",none,2.0
14.7788868976,83.7726101828,80.3860244006,7.37993922314,2.0,10.2090250989,10.6391214932,1.77346642772,17.0,-0.0861179802,-0.0024547873,-0.02247200393,0.0890355179411,-0.0464262732295,0.0166033783336,0.00562394416809,0.0496255958763,0.0516373487632,0.0541854406524,6.0,2.0,0.922492402892,"[170, 234]",none,2.0
14.5916201982,83.7532811489,79.7079300686,7.35896475859,3.0,10.1229071187,10.6366667059,1.75099442379,17.0,,,,,,,,,,,6.0,2.0,0.919870594824,"[170, 234]",none,2.0
13.0668388085,41.6085492073,111.264942511,7.58231521944,0.0,14.130647699,5.28428574932,1.56802065702,18.0,-0.0018764947,-0.0207237447,-0.01941621712,0.0284602233653,0.0216377063447,-0.0107586509294,-0.00134710734274,0.0242023470737,0.0357022886872,0.0309988450258,6.0,5.0,0.94778940243,"[10, 25, 59, 61, 77]",none,5.0
12.9050369991,41.4453701151,111.250166963,7.57193505841,1.0,14.1287712043,5.26356200462,1.5486044399,18.0,-0.0169293922,-0.00735799043,-0.0047324029,0.0190562320682,0.0337690154912,-0.0337564477102,0.00847176207653,0.0484934523616,0.0348838367675,0.0479816611474,6.0,5.0,0.946491882301,"[10, 25, 59, 61, 77]",none,5.0
12.8656003084,41.3874331826,111.116864662,7.5729706161,2.0,14.1118418121,5.25620401419,1.543872037,18.0,-0.063683228,0.00408809554,-0.0675311848,0.0929124694222,-0.0239915210295,0.0231462611736,-0.0394352367019,0.0516379742182,0.0717827731907,0.0753113763526,6.0,5.0,0.946621327013,"[10, 25, 59, 61, 77]",none,5.0
12.302840435,41.4196229113,110.615421922,7.55083220144,3.0,14.0481585841,5.26029210973,1.4763408522,18.0,,,,,,,,,,,6.0,5.0,0.94385402518,"[10, 25, 59, 61, 77]",none,5.0
10.3466855009,96.2534427476,48.3387777323,7.50322965993,0.0,6.139024772,12.2241872289,1.24160226011,19.0,-0.01140640097,-0.0169888222,-0.02706324655,0.0339285333703,0.0121078000747,-0.0070237284294,-0.00899413677274,0.0166380912363,0.0341707216227,0.0304688512669,6.0,4.0,0.937903707491,"[24, 34, 88]",none,3.0
10.1211584463,96.1196724936,48.2489635514,7.51291470871,1.0,6.12761837103,12.2071984067,1.21453901356,19.0,-0.00202938054,0.0567834396,-0.05875846211,0.0817375939682,0.0486690271512,0.0303849823198,-0.0455542971335,0.0732605988355,0.0951083071355,0.0821247722916,6.0,4.0,0.939114338589,"[24, 34, 88]",none,3.0
9.63150459543,96.566786191,48.2329841771,7.54382124083,2.0,6.12558899049,12.2639818463,1.15578055145,19.0,-0.08380022822,-0.0237726579,-0.02714685723,0.0912390780906,-0.0441085212495,-0.00471449226635,0.000949090868085,0.0443699093713,0.0569881809493,0.0520071143365,5.0,4.0,0.942977655104,"[24, 34, 88]",none,3.0
9.40528078519,96.3795999083,47.5731398604,7.5292971348,3.0,6.04178876227,12.2402091884,1.12863369422,19.0,,,,,,,,,,,5.0,4.0,0.94116214185,"[24, 34, 88]",none,3.0
1.74687931941,114.756202034,12.0328171938,7.57674051677,0.0,1.52816778361,14.5740376584,0.209625518329,20.0,-0.12465494857,0.1113436587,0.040113760066,0.171887696716,-0.101140747525,0.121308752471,0.0581828698433,0.168316697268,0.155679076594,0.162955141013,4.0,4.0,0.947092564596,"[26, 202, 231]",none,3.0
2.08116065329,115.632923757,11.0512821657,7.63439777284,1.0,1.40351283504,14.6853813171,0.249739278395,20.0,-0.10669983714,0.1112276235,-0.024898933724,0.156129421877,-0.0560014294488,0.0848291662198,-0.0116947687475,0.102317716735,0.126994886631,0.104652302614,4.0,2.0,0.954299721605,"[202, 231]",none,2.0
1.87366953893,116.508731815,10.2111259677,7.58750873341,2.0,1.2968129979,14.7966089406,0.224840344671,20.0,-0.14917745469,0.1186656108,0.241009788912,0.307280260553,-0.109485747719,0.137723776434,0.26910573701,0.321516508504,0.290093733975,0.298396859736,4.0,2.0,0.948438591676,"[202, 231]",none,2.0
3.88208444653,117.443106704,9.03650034022,7.63004348014,3.0,1.14763554321,14.9152745514,0.465850133583,20.0,,,,,,,,,,,5.0,2.0,0.953755435017,"[202, 231]",none,2.0
19.0715847126,67.0249283424,72.7807248901,7.49797455609,0.0,9.24315206104,8.51216589948,2.28859016551,21.0,-0.00501052507,-0.00220689513,-0.01549547682,0.0164342797065,0.0185036759747,0.0077581986406,0.00257363295726,0.0202286741366,0.024235639306,0.0253512420328,6.0,4.0,0.937246819511,"[33, 44, 70, 74]",none,4.0
18.9424557391,67.0075512154,72.7412719368,7.48335535213,1.0,9.23814153597,8.50995900435,2.27309468869,21.0,-0.03712061706,0.01503980467,-0.01648596157,0.0433119251975,0.0135777906312,-0.0113586526102,-0.00328179659347,0.0180040433355,0.0261216203905,0.0241901284915,6.0,4.0,0.935419419016,"[33, 44, 70, 74]",none,4.0
18.805072726,67.1259748742,72.4489836135,7.47248040715,2.0,9.20102091891,8.52499880902,2.25660872712,21.0,-0.08239783265,0.01202603027,-0.02342669459,0.0865034002157,-0.0427061256795,0.0310841959036,0.00466925350809,0.0530268076905,0.0501721894481,0.0577827865799,7.0,4.0,0.934060050894,"[33, 44, 70, 74]",none,4.0
18.6098502711,67.2206680259,71.8001817816,7.48547552805,3.0,9.11862308626,8.53702483929,2.23318203253,21.0,,,,,,,,,,,7.0,4.0,0.935684441006,"[33, 44, 70, 74]",none,4.0
31.5807657924,19.3496532258,26.9281554507,7.50052225257,0.0,3.41987574224,2.45740595967,3.78969189508,22.0,-0.09147729818,-0.15864836464,-0.08060302347,0.200085599376,-0.0679630971353,-0.148683270869,-0.0625339136927,0.175031962711,0.19048657057,0.182270526968,3.0,2.0,0.937565281571,"[57, 64]",none,2.0
30.9090739301,18.1004535042,26.2078617642,7.48122797219,1.0,3.32839844406,2.29875759503,3.70908887161,22.0,-0.12571004186,0.01870691949,0.10188965746,0.162894032299,-0.0750116341688,-0.00769153779024,0.115093822437,0.137595395916,0.12789916495,0.126757277154,3.0,2.0,0.935153496524,"[57, 64]",none,2.0
