z,y,x,rad,frame
10.9785621517,78.8575606352,101.570550039,7.37907562187,0.0
11.6572017308,85.9901805136,5.87900534663,7.40083983966,0.0
14.7742797722,57.6503259419,97.9067548914,7.49818201909,0.0
10.7201202638,24.7026924266,72.5974948148,7.21841223608,0.0
17.2803055657,9.81714115763,78.9361694743,7.52841299721,0.0
2.60475905548,14.3683797605,32.2698517918,7.45914579953,0.0
23.1938538097,112.639874695,5.43977083617,7.58797465416,0.0
3.74723098929,37.3815427782,73.935358154,7.4168231331,0.0
5.10942033959,9.56704844092,22.74440534,7.58117409063,0.0
1.51810836976,53.1331120504,6.72318321455,7.63332735185,0.0
24.8373047387,50.6117371579,107.158458087,7.49379739765,0.0
7.17248594616,110.648547101,71.8122585795,7.5763049629,0.0
0.663481197465,29.7519215971,94.8805078041,7.35369796908,0.0
23.4194260142,21.3940628884,80.8621483773,7.30802049522,0.0
2.9855368697,6.66292996765,79.9354204043,7.56264232693,0.0
11.9471293467,64.398216398,34.6327242699,7.49007729768,0.0
22.5995620282,63.9958934484,124.555523243,7.43477016837,0.0
14.8439477272,83.6942245759,80.6614892916,7.40883275836,0.0
13.0668388085,41.6085492073,111.264942511,7.58231521944,0.0
10.3466855009,96.2534427476,48.3387777323,7.50322965993,0.0
1.74687931941,114.756202034,12.0328171938,7.57674051677,0.0
19.0715847126,67.0249283424,72.7807248901,7.49797455609,0.0
31.5807657924,19.3496532258,26.9281554507,7.50052225257,0.0
23.2804837098,45.6632079733,31.4116461991,7.71553422049,0.0
24.6613525309,100.470124647,41.6730411348,7.53829343907,0.0
15.8282956653,29.5783983308,102.924637086,7.41673154508,0.0
7.86446568546,99.4722981649,12.1516963199,7.65683933664,0.0
17.3750566485,33.1697853683,57.8768173122,7.76910139533,0.0
44.2375934227,109.817414494,72.6630262502,7.52082670086,0.0
7.64711172236,15.9347293278,108.661613011,7.48347655091,0.0
9.83157835297,34.1101274709,38.2568850449,7.4702798613,0.0
22.0761843297,108.291174818,64.9465363505,7.5379170328,0.0
8.48019233567,123.168435476,50.2738692997,6.43450014487,0.0
17.3356665766,66.4971688524,87.3338298889,7.40905702294,0.0
8.92713936772,96.3782576427,34.7678586984,7.4182488691,0.0
16.0011672787,116.105723553,84.4609038708,7.36544634218,0.0
31.648048217,118.527978509,71.3354305926,7.53119423163,0.0
16.2871678127,101.806147344,100.98925478,7.43949046679,0.0
32.6577283494,5.51941043951,101.338675255,7.54305570287,0.0
17.6314593209,48.5438124591,58.6922584197,7.62173847537,0.0
10.5156976288,21.0891850017,90.2443511432,7.30715828916,0.0
26.8486972804,66.2058039973,39.1733413672,7.45237671482,0.0
34.8746105067,40.8186726207,47.8651023776,8.82902282381,0.0
16.1501919566,53.0190063069,20.5391756582,7.45401352571,0.0
9.52011495074,61.2338450985,62.3861187315,7.34780558233,0.0
11.8426860793,22.0994735221,47.4824783838,7.34614850649,0.0
44.9685615984,5.56396688276,102.501254492,7.40096486186,0.0
7.5617477278,111.475241648,33.2203080614,7.53055538478,0.0
24.7341659526,118.99352194,104.167285483,7.65624581422,0.0
24.2375027911,114.772907408,36.9739785364,7.45210943489,0.0
14.9214237123,71.4213843498,47.4691145883,7.35090175664,0.0
13.8116977921,124.241585334,71.9295646221,7.49645084518,0.0
17.9494782042,86.7319939335,21.5126546091,7.49784374765,0.0
17.2044681926,97.2336653937,63.0976029082,7.2868696226,0.0
5.83645347507,121.449247512,40.7359739689,7.10401388786,0.0
20.5581044673,10.015752095,55.1682058812,7.64943944041,0.0
16.4390759269,6.82205585809,41.3793227708,7.78649911678,0.0
47.5242616201,15.8193148372,27.8737907415,7.5683543389,0.0
19.8527666377,121.469182692,24.3090140911,7.42809299783,0.0
2.70496692809,29.6756083277,111.745164399,7.52416671555,0.0
29.6583391341,76.5718048353,23.6146679429,7.48835252174,0.0
19.8443089667,30.5175588582,120.045396246,7.49991288083,0.0
16.5780187667,18.9059200132,119.183499048,6.9781537749,0.0
15.6588036572,60.2342070069,9.63926638619,7.60494560239,0.0
38.0202163705,19.6352372902,40.5529414344,7.50419453587,0.0
5.45389684079,59.794219869,48.2788691909,7.49772944061,0.0
36.828537347,88.8024955361,120.592246835,7.41223945723,0.0
42.7268109985,37.35490049,95.7396536306,7.75679755716,0.0
42.4344620708,39.623367665,80.0914910593,7.12275038665,0.0
35.4791794962,64.1974150831,94.2265694934,7.50207647655,0.0
31.7474874524,61.8258536865,81.01900617,7.269493986,0.0
23.0089122714,111.19625995,117.429019181,7.55233527841,0.0
17.0026708024,7.8708069805,98.9968809652,7.37070598631,0.0
30.0628341361,109.758413254,23.7770344162,7.56830294194,0.0
16.517942254,75.7298607124,60.4349367598,7.4210691784,0.0
4.33694904303,0.756532557249,124.292227167,7.50544757175,0.0
36.6082737649,12.5870353539,118.473679785,7.53680980906,0.0
3.66365706494,53.7464773223,113.32047134,7.4785708951,0.0
16.2263120499,3.49322600245,113.108289866,7.31901719888,0.0
