0.1,0
0.2,0
0.3,0
0.4,0
0.5,0
0.6,0
0.7,0
0.8,0
0.9,0
1,0.24984
1.1,0.10324
1.2,0
1.3,0.36958
1.4,0.25493
1.5,0.44415
1.6,0.63435
1.7,0.69159
1.8,1.6579
1.9,1.9032
2,1.905
2.1,1.0481
2.2,0.95495
2.3,1.346
2.4,0.82411
2.5,1.0993
2.6,0.94243
2.7,0.90818
2.8,0.73294
2.9,0.84665
3,0
