z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um,contacts_2pt1um
19.4682754281,1.49177503084,77.5168152643,7.57836874179,1.0,9.84463553857,0.189455428916,2.33619305137,5.0,-0.15162445115,0.086074159585,0.04807237409,0.180858199387,0.00738363855231,0.0965179328001,0.0336876965253,0.1024943431,0.0988647167456,0.108079519896,3.0,3.0
19.8688785455,2.1695243189,76.3229219482,7.61023943013,2.0,9.69301108742,0.275529588501,2.38426542546,5.0,0.09018278426,0.202655149695,-0.05186896467,0.227799108362,0.0933883299572,0.146562274405,-0.0498992789626,0.180808789864,0.229087056304,0.181362261639,4.0,3.0
19.4366371732,3.76523415902,77.0330226116,7.69735107302,3.0,9.78319387168,0.478184738196,2.33239646079,5.0,,,,,,,,,,,4.0,3.0
1.7983304766,105.648070172,53.673682703,7.44494801019,0.0,6.81655770328,13.4173049118,0.215799657193,6.0,-0.50648544847,0.1166135913,-0.14452549566,0.539457002998,-0.16648522822,0.0550322736059,-0.111550458376,0.207820564713,0.249406655459,0.22723006238,3.0,3.0
0.593951346108,106.566287426,49.6856083056,7.20902419625,1.0,6.31007225481,13.5339185031,0.0712741615329,6.0,-0.14233777248,-0.1514309337,0.0514509488071,0.214099437853,0.0166703172223,-0.140987160485,0.0370662712424,0.146728277308,0.160799338589,0.151004897374,4.0,4.0
1.02270925284,105.373917869,48.5648384435,7.27737085474,2.0,6.16773448233,13.3824875694,0.12272511034,6.0,-0.18478067994,0.1859627547,0.225907909449,0.346064198331,-0.181575134243,0.12986987941,0.227877595156,0.319004566311,0.344363266134,0.31760053291,3.0,3.0
2.90527516491,106.838191528,47.1098724598,7.26247253194,3.0,5.98295380239,13.5684503241,0.348633019789,6.0,,,,,,,,,,,3.0,3.0
7.75706257655,124.100335135,91.0566211968,7.44788978321,0.0,11.564190892,15.7607425621,0.930847509186,7.0,-0.3216592479,-0.0488057536,-0.248371482195,0.409310476914,0.0183409723502,-0.110387071294,-0.215396444911,0.242728913102,0.253784920787,0.272415289482,5.0,4.0
5.68730022492,123.716037862,88.5238712132,7.47173806481,1.0,11.2425316441,15.7119368085,0.682476026991,7.0,-0.2023604038,0.1101522467,0.002064108003,0.230407272066,-0.0433523140977,0.120596019915,-0.0123205695617,0.128742454502,0.1183942614,0.128168185205,4.0,4.0
5.70450112495,124.583378387,86.9304822074,7.46698210312,2.0,11.0401712403,15.8220890552,0.684540134994,7.0,0.0173931677,0.1532806106,0.025211102973,0.15631080443,0.0205987133972,0.0971877353101,0.0271807886804,0.102997855131,0.156699879683,0.102495671135,4.0,4.0
5.91459364972,125.790312329,87.0674362837,7.51314966451,3.0,11.057564408,15.9753696658,0.709751237967,7.0,,,,,,,,,,,4.0,2.0
1.22624972413,49.8539368777,59.4610343776,7.5967835844,0.0,7.55155136596,6.33144998347,0.147149966895,8.0,-0.39282538423,0.10331209788,-0.003748922865,0.406200968101,-0.0528251639798,0.0417307801859,0.0292261144193,0.073390201856,0.116094538806,0.067424108352,7.0,3.0
1.19500870025,50.6674179634,56.3679211159,7.64367421238,1.0,7.15872598173,6.43476208135,0.14340104403,8.0,-0.13178986106,-0.03569962342,0.048085503383,0.144759269914,0.0272182286423,-0.0252558502049,0.0337008258183,0.0501441482212,0.0657838180585,0.0607528236018,7.0,4.0
1.59572122844,50.3863185664,55.3302056745,7.60988567417,2.0,7.02693612067,6.39906245793,0.191486547413,8.0,-0.01691144786,0.00200745647,-0.129153891252,0.130271848746,-0.0137059021628,-0.0540854188199,-0.127184205545,0.138884507498,0.129894608283,0.140690482651,7.0,4.0
0.519438801345,50.4021253102,55.1970446678,7.58673254617,3.0,7.01002467281,6.4010699144,0.0623326561614,8.0,,,,,,,,,,,7.0,4.0
10.7020448392,42.8808593223,100.115032295,7.48190201872,0.0,12.7146091015,5.44586913393,1.28424538071,9.0,-0.3072284599,0.05872272837,-0.06939988856,0.320396675906,0.0327717603502,-0.00285858932415,-0.0364248512757,0.0490808475867,0.0966369061788,0.0768017209541,5.0,3.0
10.1237124346,43.3432430102,97.6959105635,7.50674206335,1.0,12.4073806416,5.5045918623,1.21484549215,9.0,-0.2040115662,-0.10228215015,0.08271298148,0.242742239192,-0.0450034764977,-0.0918383769349,0.0683283039153,0.122997388146,0.139026574587,0.131533408989,6.0,3.0
10.8129872803,42.5378717492,96.089520279,7.51497071464,2.0,12.2033690754,5.40230971215,1.29755847363,9.0,0.0497377291,0.22432127102,0.05916894318,0.237265332835,0.0529432747972,0.16822839573,0.0611386288874,0.186659356632,0.23795795178,0.186023512797,5.0,3.0
11.3060618067,44.3041809698,96.4811559413,7.49177845022,3.0,12.2531068045,5.62663098317,1.35672741681,9.0,,,,,,,,,,,5.0,3.0
9.44398554527,35.5390830282,111.997448155,7.58241630387,0.0,14.2236759157,4.51346354459,1.13327826543,10.0,-0.3163379138,0.04140202953,-0.04189128905,0.321774274694,0.0236623064502,-0.0201792881641,-0.00891625176574,0.0323513208834,0.0634737181361,0.0521726797819,5.0,4.0
9.09489146983,35.8650832608,109.50659844,7.62869827207,1.0,13.9073380019,4.55486557412,1.09138697638,10.0,-0.1803484114,-0.03994018397,0.05743880322,0.193442456316,-0.0213403216977,-0.0294964107549,0.0430541256553,0.0563835553466,0.0731426260197,0.06800487992,5.0,4.0
9.57354816335,35.5505936232,108.086532208,7.63823267781,2.0,13.7269895905,4.51492539015,1.1488257796,10.0,0.0246905851,0.18609572675,0.02140590389,0.188942999946,0.0278961307972,0.13000285146,0.0233755895974,0.135001309958,0.189388559183,0.134674229987,5.0,4.0
9.75193069576,37.0159143063,108.280946265,7.67769738603,3.0,13.7516801756,4.7010211169,1.17023168349,10.0,,,,,,,,,,,5.0,4.0
9.11645219659,77.72902625,56.6857050275,7.50093442563,0.0,7.19908453849,9.87158633375,1.09397426359,11.0,-0.38861700865,0.08575966693,0.01040918456,0.398103317001,-0.0486167883998,0.0241783492359,0.0433842218443,0.0695009020885,0.0991295299568,0.0552859458569,6.0,4.0
9.20319540121,78.4042992179,53.6257285814,7.52136326274,1.0,6.81046752984,9.95734600068,1.10438344815,11.0,-0.15416168177,-0.07372087473,0.13039775495,0.214951543361,0.00484640793231,-0.0632771015149,0.116013077385,0.13223658106,0.149872711114,0.14502087347,6.0,4.0
10.2898433591,77.8238198894,52.4118570715,7.51518642192,2.0,6.65630584807,9.88362512595,1.2347812031,11.0,0.0913665782,0.00475999432,-0.17231786764,0.195099863316,0.0945721238972,-0.0513328809699,-0.170348181933,0.201488099834,0.196621442555,0.203156094654,6.0,4.0
8.85386112881,77.8613001596,53.131278947,7.56371292634,3.0,6.74767242627,9.88838512027,1.06246333546,11.0,,,,,,,,,,,6.0,3.0
7.31625114073,65.5374585922,88.1036231459,7.44360499166,0.0,11.1891601395,8.32325724121,0.877950136888,12.0,-0.4320606297,-0.11212262711,0.150059573042,0.470920106503,-0.0920604094498,-0.173703944804,0.183034610326,0.268607237441,0.208721052986,0.247317720534,6.0,3.0
8.56674758277,64.6546032607,84.7015709431,7.45026092614,1.0,10.7570995098,8.2111346141,1.02800970993,12.0,-0.0266018189,0.21958549433,-0.02238871152,0.222321165192,0.132406270802,0.230029267545,-0.0367733890847,0.267949933047,0.257391655404,0.266357164121,6.0,3.0
8.38017498677,66.383622901,84.4921078027,7.40221712209,2.0,10.7304976909,8.43072010843,1.00562099841,12.0,-0.0162783868,-0.25052685366,0.01529808392,0.251520817534,-0.0130728411028,-0.30661972895,0.0172677696274,0.307383690562,0.251333712325,0.307279333388,4.0,3.0
8.50765901942,64.41097051,84.363931528,7.43226690814,3.0,10.7142193041,8.18019325477,1.02091908233,12.0,,,,,,,,,,,3.0,3.0
36.3472464616,12.9636699718,76.6116038023,5.98985631232,0.0,9.7296736829,1.64638608642,4.36166957539,13.0,-0.27392568318,0.13320269234,-0.02811771608,0.305890246837,0.0660745370702,0.0716213746459,0.00485732120426,0.0975656667301,0.151325502323,0.101420272691,6.0,4.0
36.1129321609,14.012510069,74.4547086592,5.98758355381,1.0,9.45574799972,1.77958877876,4.33355185931,13.0,-0.11075758054,-0.03483433885,0.01667576171,0.117297714551,0.0482505091623,-0.0243905656349,0.00229108414529,0.0541134030807,0.0618031053115,0.0565781968166,6.0,4.0
36.2518968418,13.7382239363,73.5826017258,5.84812073925,2.0,9.34499041918,1.74475443991,4.35022762102,13.0,0.10989814231,0.07830402574,-0.08364002731,0.158760121878,0.113103688007,0.0222111504501,-0.0816703416026,0.141265084655,0.160995710677,0.14241289834,7.0,4.0
35.5548966143,14.3547910681,74.4479414291,5.90604774816,3.0,9.45488856149,1.82305846565,4.26658759371,13.0,,,,,,,,,,,7.0,3.0
7.10275030853,14.6940874573,65.6115867071,7.41642815726,0.0,8.3326715118,1.86614910707,0.852330037024,14.0,-0.31696978763,0.09945530627,-0.046647566622,0.335465646061,0.0230304326202,0.0378739885759,-0.0136725293377,0.0463872600593,0.112239717764,0.0643493225222,6.0,2.0
6.71402058668,15.477200105,63.1157616076,7.45454595562,1.0,8.01570172417,1.96560441334,0.805682470402,14.0,0.08988833448,0.10526640621,-0.331318036417,0.359071817618,0.248896424182,0.115710179425,-0.345702713982,0.441416630914,0.427553607753,0.430244020119,7.0,3.0
3.95303694988,16.3060694452,63.8235437689,7.46510776126,2.0,8.10559005865,2.07087081955,0.474364433985,14.0,0.21677376458,0.09691227738,-0.111006076492,0.262116774616,0.219979310277,0.0408194020901,-0.109036390785,0.248889644325,0.264773932771,0.249758822777,7.0,4.0
3.02798631244,17.0691582435,65.5304238049,7.43061682972,3.0,8.32236382323,2.16778309693,0.363358357493,14.0,,,,,,,,,,,7.0,4.0
30.3108951375,27.6729888326,101.842490205,7.47118993122,0.0,12.9339962561,3.51446958174,3.6373074165,15.0,-0.3146320181,0.23864689021,0.07151733752,0.401323279398,0.0253682021502,0.177065572516,0.104492374804,0.207157956745,0.250420872639,0.192640837355,7.0,3.0
30.9068729502,29.5520982043,99.3650727402,7.53874263946,1.0,12.619364238,3.75311647195,3.70882475402,15.0,-0.0991791568,-0.05109774907,0.04213798767,0.119260618431,0.0598289329023,-0.0406539758549,0.0277533101053,0.0774757587045,0.0892529617275,0.0837129438612,7.0,5.0
31.2580228474,29.1497537235,98.5841344975,7.54037041241,2.0,12.5201850812,3.70201872288,3.75096274169,15.0,0.073629689,0.09807737597,-0.03765391369,0.128289984003,0.0768352346972,0.0419845006801,-0.0356842279826,0.0945500698839,0.130156222227,0.0953109060103,7.0,6.0
30.9442402333,29.9220165264,99.1638958283,7.5439810252,3.0,12.5938147702,3.80009609885,3.713308828,15.0,,,,,,,,,,,7.0,6.0
9.85768622855,24.4635064429,52.2375585653,7.46625839334,0.0,6.63416993779,3.10686531825,1.18292234743,16.0,-0.36962694179,-0.10437525174,0.10038460948,0.396982794455,-0.0296267215398,-0.165956569434,0.133359646764,0.214951438592,0.147814091431,0.196204983087,5.0,2.0
10.694224641,23.641654067,49.3271102047,7.49902025952,1.0,6.264542996,3.00249006651,1.28330695691,16.0,-0.01596346976,0.02276762549,0.02231845455,0.0356554420914,0.143044619942,0.0332113987051,0.00793377698529,0.14706360908,0.146554568262,0.148535765767,5.0,3.0
10.8802117622,23.8209267086,49.2014135924,7.46679768236,2.0,6.24857952624,3.025257692,1.30562541146,16.0,-0.03410460281,0.00727928501,-0.15444326259,0.158331403337,-0.0308990571128,-0.0488135902799,-0.152473576883,0.163051249532,0.157672004745,0.164894632071,6.0,2.0
9.59318457388,23.8782439135,48.9328734128,7.48464974331,3.0,6.21447492343,3.03253697701,1.15118214887,16.0,,,,,,,,,,,5.0,2.0
2.15067548596,11.454795109,37.0312309258,7.06612482608,0.0,4.70296632758,1.45475897884,0.258081058315,17.0,-0.29590062563,0.25343295586,-0.071116542187,0.396034096937,0.0440995946202,0.191851638166,-0.0381415049027,0.20051583406,0.266890614174,0.209306922688,3.0,3.0
1.5580376344,13.4503301945,34.7013047398,4.67380043494,1.0,4.40706570195,1.7081919347,0.186964516128,17.0,-0.03096017855,0.02898057779,0.09834778113,0.107101319311,0.128047911152,0.0394243510051,0.0839631035653,0.158114989052,0.164037884322,0.166201182474,4.0,3.0
2.37760247715,13.6785237204,34.4575238063,4.40816053389,2.0,4.3761055234,1.73717251249,0.285312297258,17.0,-0.58039072883,0.08437671092,0.058672669566,0.5894194683,-0.577185183133,0.0282838356301,0.0606423552734,0.581050949779,0.586263291643,0.580848683514,5.0,3.0
2.8665413902,14.342907271,29.8875180675,4.25093754468,3.0,3.79571479457,1.82154922341,0.343984966824,17.0,,,,,,,,,,,4.0,3.0
10.7011235455,98.4741909726,82.9900955874,7.52717119038,0.0,10.5397421396,12.5062222535,1.28413482546,18.0,-0.2944817853,-0.0769580465,0.02182453443,0.30515303226,0.0455184349502,-0.138539364194,0.0547995717143,0.155782144072,0.0920368358023,0.147449630907,5.0,4.0
10.8829946658,97.8682221021,80.6713413723,7.49918308198,1.0,10.2452603543,12.429264207,1.30595935989,18.0,-0.37136141567,0.1447993205,-0.06801896446,0.40435470047,-0.212353325968,0.155243093715,-0.0824036420247,0.275653248511,0.265870941987,0.27170007862,5.0,3.0
10.3161699619,99.0083742325,77.7472357372,7.48905684648,2.0,9.87389893863,12.5740635275,1.23794039543,18.0,-0.20662296491,0.2176180485,-0.06200068307,0.306422501397,-0.203417419213,0.16152517321,-0.0600309973626,0.266594727375,0.304270186139,0.26704515109,5.0,3.0
9.79949760303,100.721902173,76.1202832577,7.51761695969,3.0,9.66727597372,12.791681576,1.17593971236,18.0,,,,,,,,,,,5.0,3.0
28.7379306838,43.7688732835,108.690378882,7.35789349323,0.0,13.803678118,5.558646907,3.44855168206,19.0,-0.3958008465,0.11875769064,-0.00527934434,0.413266948416,-0.0558006262498,0.0571763729459,0.0276956929443,0.0845570749304,0.13132010681,0.0800669656586,7.0,2.0
28.6939361476,44.7039732098,105.573836783,7.39699931308,1.0,13.4078772715,5.67740459764,3.44327233772,19.0,-0.1575098058,-0.19282199112,0.05309731852,0.254576087676,0.00149828390231,-0.182378217905,0.0387126409553,0.186447654291,0.200004725815,0.189956269849,7.0,3.0
29.136413802,43.1856898152,104.333602092,7.38992259836,2.0,13.2503674657,5.48458260652,3.49636965624,19.0,0.068254336,0.11341537623,0.08647204984,0.158111091805,0.0714598816972,0.0573225009401,0.0884417355474,0.127335479709,0.159521088453,0.125975391286,6.0,3.0
29.8570142173,44.0787242736,104.871037809,7.38690137174,3.0,13.3186218017,5.59799798275,3.58284170608,19.0,,,,,,,,,,,6.0,4.0
18.0125910607,101.666956771,128.166087835,8.36170415108,0.0,16.277093155,12.9117035099,2.16151092728,20.0,-0.3531910435,0.2633813537,-0.0541111159,0.443893752546,-0.0131908232498,0.201800036006,-0.0211360786157,0.203332206424,0.269205772893,0.209344847593,4.0,1.0
17.5616650949,103.740825698,125.385055996,7.77117291027,1.0,15.9239021115,13.1750848636,2.10739981138,20.0,-0.2749127735,-0.1053287685,0.09353243252,0.308900466883,-0.115904683798,-0.0948849952849,0.0791477549553,0.169414949668,0.182418094314,0.176593810734,5.0,2.0
18.3411020325,102.911465316,123.220388489,7.71596353283,2.0,15.648989338,13.0697560951,2.2009322439,20.0,-0.061446123,0.1070349066,0.15779308026,0.200326616905,-0.0582405773028,0.0509420313101,0.159762765967,0.177513934067,0.19936672805,0.175743311612,6.0,2.0
19.656044368,103.754259856,122.736560748,7.73362633748,3.0,15.587543215,13.1767910017,2.35872532416,20.0,,,,,,,,,,,6.0,2.0
2.74186054427,58.3902338737,8.22970981873,7.89280818699,0.0,1.04517314698,7.41555970196,0.329023265312,21.0,-0.04277095742,0.24565680518,-0.023512197664,0.250458467952,0.29722926283,0.184075487486,0.00946283962026,0.349740711255,0.386322823624,0.350402401839,6.0,2.0
2.54592556374,60.3245394263,7.89293062647,7.82955453999,1.0,1.00240218956,7.66121650714,0.305511067648,21.0,0.08815341453,0.07380078086,-0.050928231622,0.125742850791,0.247161504232,0.0842445540751,-0.0653129091867,0.269168590612,0.26292403695,0.266044430203,6.0,2.0
2.12152363355,60.905647937,8.58705200071,7.78261699143,2.0,1.09055560409,7.735017288,0.254582836026,21.0,0.14364935617,0.22335411534,0.103142432408,0.284886924464,0.146854901867,0.16726124005,0.105112118115,0.246152883388,0.286516638967,0.245318254495,6.0,2.0
2.98104390361,62.6643417586,9.71814929341,7.87718519544,3.0,1.23420496026,7.95837140334,0.357725268434,21.0,,,,,,,,,,,6.0,2.0
22.062220274,81.9794564243,93.7574784747,7.13736533953,0.0,11.9071997663,10.4113909659,2.64746643288,22.0,-0.5873118746,0.1620394915,0.16587274484,0.631431549998,-0.24731165435,0.100458173806,0.198847782124,0.332859338937,0.339018611087,0.314274826454,5.0,2.0
23.4444931477,83.2553579321,89.1329755253,7.12263511989,1.0,11.3198878917,10.5734304574,2.81333917772,22.0,-0.3002078981,0.0410422707,-0.1620221368,0.343599218391,-0.141199808398,0.0514860439151,-0.176406814365,0.231748921818,0.218799055503,0.220996315406,4.0,3.0
22.0943086743,83.5785254179,86.7691338079,7.10656285527,2.0,11.0196799936,10.6144727281,2.65131704092,22.0,-0.1700875987,-0.2210907418,-0.06689571347,0.286855266331,-0.166882053003,-0.27718361709,-0.0649260277626,0.329993585208,0.284966265029,0.330386763776,4.0,3.0
21.5368443954,81.8376534356,85.4298613775,7.16232384618,3.0,10.8495923949,10.3933819863,2.58442132745,22.0,,,,,,,,,,,4.0,3.0
1.87947472431,100.840295166,44.2635519631,6.27949421141,0.0,5.62147109931,12.8067174861,0.225536966917,23.0,-0.57360573252,0.2081326478,-0.004068088177,0.610212491515,-0.23360551227,0.146551330106,0.0289069491073,0.277280434624,0.312901396265,0.275799523314,6.0,3.0
1.8455739895,102.479134912,39.7469713921,6.13960557577,1.0,5.04786536679,13.0148501339,0.22146887874,23.0,-0.08442907214,-0.2195522284,0.015247087998,0.235720009567,0.0745790175623,-0.209108455185,0.000862410433285,0.222011530426,0.23237401866,0.222532805633,7.0,6.0
1.97263305615,100.750377209,39.0821755484,6.62168031921,2.0,4.96343629465,12.7952979055,0.236715966738,23.0,-0.16238111215,0.1170688581,0.194363493863,0.279015968838,-0.159175566453,0.0609759828101,0.19633317957,0.260003170818,0.277162671078,0.25851904994,6.0,4.0
3.59232883834,101.672179241,37.8035841141,6.77012593247,3.0,4.8010551825,12.9123667636,0.431079460601,23.0,,,,,,,,,,,6.0,5.0
19.2986184548,56.2296487035,69.1194963524,7.5661628436,0.0,8.77817603676,7.14116538535,2.31583421457,24.0,-0.4110029225,0.06290168102,0.02365652641,0.416460868534,-0.0710027022498,0.00132036332585,0.0566315636943,0.0908309478787,0.0977631650659,0.0748515753199,5.0,3.0
19.4957561748,56.7249375305,65.8832528682,7.53413360449,1.0,8.36717311426,7.20406706637,2.33949074098,24.0,-0.0962630731,-0.01673098422,0.02609120274,0.101129896351,0.0627450166023,-0.0062872110049,0.0117065251753,0.0641366421192,0.0699829536517,0.0682438055142,5.0,3.0
19.7131828643,56.5931974973,65.1252759147,7.50964054582,2.0,8.27091004116,7.18733608215,2.36558194372,24.0,0.02489575485,-0.01554102849,-0.0948699669,0.0993057540915,0.0281013005472,-0.0716339037799,-0.0929002811926,0.120629853307,0.100157462421,0.122153222973,6.0,3.0
18.9225998068,56.4708271942,65.3213054804,7.46756837346,3.0,8.29580579601,7.17179505366,2.27071197682,24.0,,,,,,,,,,,7.0,3.0
6.58833109608,99.0143636629,11.9558370304,7.63918420223,0.0,1.51839130286,12.5748241852,0.79059973153,25.0,-0.39125057463,-0.0113094492,0.0289048092,0.392479813219,-0.0512503543798,-0.0728907668941,0.0618798464843,0.108483999389,0.0599165291064,0.0936757744423,6.0,3.0
6.82920450608,98.9253128819,8.87512384432,7.76821662783,1.0,1.12714072823,12.563514736,0.81950454073,25.0,-0.264982811422,-0.1304503586,-0.006689884803,0.295428402437,-0.10597472172,-0.120006585385,-0.0210745623677,0.161481761689,0.168204317011,0.160240371748,5.0,3.0
6.77345546606,97.8981447036,6.78864501424,7.74914708295,2.0,0.862157916808,12.4330643774,0.812814655927,25.0,0.088953872784,0.0636328035,0.028455901764,0.113011784827,0.0921594184812,0.00753992821014,0.0304255874714,0.0973443645271,0.115551851743,0.0967468205029,5.0,3.0
7.01058798076,98.3991904011,7.48906920939,7.69283793231,3.0,0.951111789592,12.4966971809,0.841270557691,25.0,,,,,,,,,,,5.0,3.0
19.8426931579,127.702722375,75.010144909,6.96568189963,0.0,9.52628840345,16.2182457416,2.38112317895,26.0,-0.33924229594,0.0474310146,-0.14586868537,0.372307278833,0.000757924310171,-0.0141503030941,-0.112893648086,0.113779529376,0.153388229558,0.146555378265,6.0,3.0
18.6271207798,128.076194931,72.3389457284,7.17482351406,1.0,9.18704610751,16.2656767562,2.23525449358,26.0,-0.27903237626,0.1233077223,-0.00947028199,0.305210661054,-0.120024286558,0.133751495515,-0.0238549595547,0.18128527522,0.172337778747,0.179958267821,5.0,2.0
18.5482017632,129.047121878,70.1418404036,7.13733808165,2.0,8.90801373125,16.3889844785,2.22578421159,26.0,0.04088355108,0.3543480092,-0.03473583135,0.358386040957,0.0440890967772,0.29825513391,-0.0327661456426,0.303271485073,0.358765854086,0.303490611614,5.0,3.0
18.258736502,131.837263683,70.4637581286,6.9939888468,3.0,8.94889728233,16.7433324877,2.19104838024,26.0,,,,,,,,,,,4.0,2.0
28.5001076533,57.9936020871,31.8445425162,7.48011940012,0.0,4.04425689955,7.36518746507,3.42001291839,27.0,-0.19884206225,-0.04436679327,0.04544471447,0.208738592834,0.141158158,-0.105948110964,0.0784197517543,0.193132817646,0.154787790178,0.182252160097,7.0,3.0
28.8788136072,57.6442572583,30.2788569866,7.45437479572,1.0,3.8454148373,7.3208206718,3.46545763286,27.0,-0.1014646953,-0.10978398543,0.12812241762,0.196883116965,0.0575433944023,-0.0993402122149,0.113737740055,0.16160443532,0.178266989634,0.172032188555,7.0,4.0
29.9465004206,56.7798164281,29.4799223779,7.46215341347,2.0,3.743950142,7.21103668637,3.59358005048,27.0,0.17643783258,-0.05835818494,0.01028127466,0.186122785074,0.179643378277,-0.11445106023,0.0122509603674,0.213356215228,0.18916428235,0.213252182064,7.0,4.0
