z,y,x,rad,frame
1.18268845339,32.0496580654,124.351113362,7.3343032478,0.0
0.657383075775,68.998617876,89.3882344932,7.64543129033,0.0
15.4609260146,40.6043103917,56.2094119942,7.79697295718,0.0
12.1734742894,6.28114100868,43.8040476284,7.85895835901,0.0
2.54723898947,44.1254641147,49.0455012231,6.91345087617,0.0
17.073798664,1.5464787449,65.0783742159,8.06846977269,0.0
2.02213298896,47.1427725192,35.8314577119,7.90209113779,0.0
8.7137635017,41.3611885881,79.3307778718,7.66942890246,0.0
6.08002710362,31.2360304139,23.9357433363,6.71606736867,0.0
10.405223737,114.303450152,89.1443460953,7.87016933698,0.0
3.61152578283,97.3795533165,53.2610539472,8.4308666992,0.0
1.40372082883,72.8670964658,38.9182110328,7.96957963636,0.0
22.2432565341,82.9274939807,55.1687897722,7.22077173725,0.0
11.5800658902,77.6985312408,55.5728704074,7.52504598195,0.0
4.72811816331,2.94001109905,105.673402062,6.92994460768,0.0
25.9312012801,27.8935762359,33.7819767034,7.48855085796,0.0
15.0068832718,68.0823213925,81.6930096537,7.90308540887,0.0
17.4342846593,48.3349908773,25.9544817117,7.93836813579,0.0
11.9599649079,22.7417168768,112.947724482,7.29893633353,0.0
14.4688182425,17.4607042958,83.9246350195,7.51935318563,0.0
21.8399899694,68.831926371,33.9538795838,7.6805207022,0.0
6.09955321255,117.905667385,33.5824912732,7.51671986088,0.0
8.81888219761,56.5864813346,2.18848397768,9.2825042498,0.0
12.0788696835,4.85074240824,94.4340703829,7.83267114655,0.0
7.74351710843,22.8697340357,96.2628071085,7.25064512877,0.0
19.5429099509,43.117537002,108.117972012,7.26481304939,0.0
1.34712543482,101.859572392,26.2627757483,7.93671947257,0.0
11.7647412286,4.4729456179,13.0775131117,10.0752959545,0.0
42.7444943542,10.4528093329,69.6657054077,7.87942727727,0.0
9.61720297479,112.044169267,104.88133743,7.60126172076,0.0
10.677854467,114.18270847,58.3185986752,7.88971286071,0.0
4.47890838365,55.9187632332,48.6386352656,7.28237297772,0.0
15.0579155076,92.4326843158,18.86541379,7.73675109822,0.0
17.3389034213,53.8263437994,111.11466602,7.23095936519,0.0
11.1699204268,84.2051774852,99.75821612,7.97882803072,0.0
25.6592725302,107.131269688,63.9160708736,7.72872940495,0.0
21.2406017734,42.7533005088,122.926995107,7.46375620422,0.0
25.0621542762,36.6674288892,86.1673550133,7.34148263676,0.0
32.2955880235,16.4399443289,91.0736698332,7.56813041975,0.0
32.6360188523,60.1982143586,108.499778767,7.4674380422,0.0
27.2498313817,66.037612015,66.0546654048,7.42145318832,0.0
42.3865329572,41.2358155972,51.1345499914,7.77372463081,0.0
3.24984030462,91.1078408837,39.9273953357,7.41118917135,0.0
19.5295602871,100.525014985,100.726773767,7.39963992281,0.0
5.39730727174,88.2003504994,83.4270061836,7.64029105587,0.0
22.2780289347,38.9139321991,71.369658033,7.51927244361,0.0
19.8336509401,109.695806364,79.9411970873,8.15489323264,0.0
35.4678382511,6.17088381063,112.019959165,8.09417462657,0.0
24.9677815458,109.850958904,94.6801720569,7.71549903442,0.0
22.3884074496,17.0211779183,103.203665102,7.23417830511,0.0
16.0981941477,66.875347926,104.144638836,7.70669055993,0.0
25.4400228039,100.775870522,49.3032932029,7.66205382773,0.0
49.1746992403,102.780912104,108.906355623,5.49922831178,0.0
24.0296719265,22.1424810487,72.094779334,7.35266127888,0.0
30.614380936,46.1441570207,55.8318349398,7.14512012014,0.0
17.83834583,54.7605778671,71.5109138035,7.56939294993,0.0
23.0463809829,82.0333797929,77.1263650149,7.62595094959,0.0
11.7043060442,83.0748652058,27.2142783039,7.80056309384,0.0
41.043976826,114.130809552,113.278401024,9.21518013178,0.0
13.9451112101,17.2122922166,31.7742892061,7.25080936262,0.0
18.3784637628,120.301351353,43.0344442914,7.47684282655,0.0
39.2611778585,100.353266996,42.8410004213,7.72621389715,0.0
26.3619343598,109.404176662,34.5566233532,7.47868788567,0.0
25.157145635,123.560552799,76.5133083369,7.89210140268,0.0
30.5465845017,88.9756270043,101.843160108,7.73840798039,0.0
13.1424270138,98.3125663672,68.5166231166,7.57215491719,0.0
22.7647833476,77.2450878518,91.6800584179,7.52853838371,0.0
18.0783911017,47.3749290705,11.3898044986,7.68912683187,0.0
37.0647952239,85.9102695166,71.3526062355,7.41961485957,0.0
33.9605925079,67.3182849113,96.0713056623,7.84347963138,0.0
6.02372624022,119.657062317,119.688370182,7.74948966534,0.0
11.4780675366,71.5539494415,12.57267384,7.83174327704,0.0
30.5133951656,94.1072167433,14.3153915177,7.65994210854,0.0
44.4131017322,63.1803593529,49.4180742643,7.42922319753,0.0
19.688353417,2.56215715531,28.5636425754,7.84999141572,0.0
35.1321951118,14.2241593935,22.2931083258,7.57727096238,0.0
40.810531275,39.0864841838,118.506892147,7.34722195165,0.0
34.6184281681,50.2724068875,22.2386860063,7.60496011436,0.0
11.4172970034,112.300558182,18.8141649362,7.9266972071,0.0
25.7215564589,103.6420228,114.107518215,7.39490100265,0.0
45.5300849613,57.6673131174,92.1793686684,7.64409842797,0.0
37.3927388431,1.08502768951,95.8811478184,7.26137334433,0.0
