z,y,x,rad,frame,xum,yum,zum,particle
1.18268845339,32.0496580654,124.351113362,7.3343032478,0.0,15.792591397,4.0703065743,0.141922614407,0.0
0.871423142221,32.2859020165,123.888749241,7.37941417394,1.0,15.7338711536,4.1003095561,0.104570777067,0.0
0.668953575377,32.5936241423,125.042234479,7.49699028801,2.0,15.8803637788,4.13939026608,0.0802744290452,0.0
0.656905922617,32.3347546115,126.275830697,7.48825665138,3.0,16.0370304986,4.10651383567,0.078828710714,0.0
0.657383075775,68.998617876,89.3882344932,7.64543129033,0.0,11.3523057806,8.76282447025,0.078885969093,1.0
0.677078818177,69.0330191424,89.5114590754,7.63934288524,1.0,11.3679553026,8.76719343109,0.0812494581813,1.0
0.788401835384,68.7620486149,90.2460300751,7.65084358685,2.0,11.4612458195,8.73278017409,0.0946082202461,1.0
0.397663858642,69.458121766,91.4415329512,7.74389197888,3.0,11.6130746848,8.82118146428,0.0477196630371,1.0
15.4609260146,40.6043103917,56.2094119942,7.79697295718,0.0,7.13859532327,5.15674741974,1.85531112176,2.0
15.3899139825,40.8431645438,56.0270906019,7.75647898529,1.0,7.11544050644,5.18708189706,1.8467896779,2.0
15.5593279477,41.0228368407,56.633739683,7.79247173272,2.0,7.19248493974,5.20990027877,1.86711935372,2.0
15.8073429841,41.2625550424,57.9124116078,7.79560959085,3.0,7.3548762742,5.24034449039,1.8968811581,2.0
12.1734742894,6.28114100868,43.8040476284,7.85895835901,0.0,5.56311404881,0.797704908103,1.46081691473,3.0
12.0108841739,6.4935815572,43.5385515061,7.79895599072,1.0,5.52939604127,0.824684857764,1.44130610087,3.0
11.3009716387,6.99470149168,44.4773213637,7.9087964203,2.0,5.64861981319,0.888327089443,1.35611659664,3.0
10.7089856203,7.23078867156,45.4423348315,7.92679987442,3.0,5.77117652361,0.918310161288,1.28507827444,3.0
2.54723898947,44.1254641147,49.0455012231,6.91345087617,0.0,6.22877865534,5.60393394257,0.305668678737,4.0
2.507595627,44.6530348479,48.5631721112,6.95145902273,1.0,6.16752285812,5.67093542568,0.30091147524,4.0
2.70581280239,44.7601974954,49.2540965986,6.92822786838,2.0,6.25527026803,5.68454508191,0.324697536287,4.0
3.04696271775,44.824096709,50.6303385601,6.94798650946,3.0,6.43005299713,5.69266028204,0.36563552613,4.0
17.073798664,1.5464787449,65.0783742159,8.06846977269,0.0,8.26495352542,0.196402800602,2.04885583968,5.0
16.8712188032,1.68394122525,65.0162355244,7.99942735324,1.0,8.25706191159,0.213860535607,2.02454625638,5.0
16.8570723529,2.46054777521,65.70343119,7.94086046254,2.0,8.34433576113,0.312489567452,2.02284868235,5.0
16.5946500752,2.32687863895,66.298530325,7.9997515746,3.0,8.41991335128,0.295513587147,1.99135800903,5.0
2.02213298896,47.1427725192,35.8314577119,7.90209113779,0.0,4.55059512941,5.98713210994,0.242655958675,6.0
2.18754124932,47.4675692397,35.3791590653,7.92264317463,1.0,4.4931532013,6.02838129344,0.262504949919,6.0
2.23459296957,47.6690578971,36.0738053947,7.94858809956,2.0,4.58137328513,6.05397035293,0.268151156348,6.0
2.59223309139,47.6707684105,37.3656564857,7.95006438046,3.0,4.74543837369,6.05418758813,0.311067970967,6.0
8.7137635017,41.3611885881,79.3307778718,7.66942890246,0.0,10.0750087897,5.25287095069,1.0456516202,7.0
8.24366676454,41.4924510595,79.1233140683,7.64764230911,1.0,10.0486608867,5.26954128456,0.989240011744,7.0
8.56608581778,41.6660572211,80.103149294,7.66211448045,2.0,10.1730999603,5.29158926707,1.02793029813,7.0
8.7163183011,41.7744395619,81.0023890631,7.63460338235,3.0,10.287303411,5.30535382436,1.04595819613,7.0
6.08002710362,31.2360304139,23.9357433363,6.71606736867,0.0,3.03983940371,3.96697586257,0.729603252435,8.0
5.94104546895,31.4679806086,23.7776766855,6.82034703075,1.0,3.01976493906,3.99643353729,0.712925456274,8.0
5.86846996273,31.5873027658,24.4505468545,6.86808666435,2.0,3.10521945052,4.01158745126,0.704216395528,8.0
6.24898024982,31.5269270291,25.8308904219,6.88577781506,3.0,3.28052308358,4.00391973269,0.749877629978,8.0
10.405223737,114.303450152,89.1443460953,7.87016933698,0.0,11.3213319541,14.5165381693,1.24862684844,9.0
10.399445185,114.429054382,88.9159047205,7.84736332647,1.0,11.2923198995,14.5324899065,1.2479334222,9.0
