z,y,x,rad,frame,xum,yum,zum,particle,drad,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um
21.8399899694,68.831926371,33.9538795838,7.6805207022,0.0,4.31214270715,8.74165464911,2.62079879632,20.0,-0.04121268844,-0.00623930057,0.01965485839,-0.05073321578,0.0547640531125,0.0217308790034,-0.00916391849427,-0.0417641046783,0.0479629955696,0.0585867198601,0.0559470078539,3.0
21.4172131712,68.9866890354,33.9047512329,7.63930801376,1.0,4.30590340658,8.7613095075,2.57006558054,20.0,0.03518478821,0.07561824608,0.10504278285,-0.03982828576,0.135419340257,-0.0372042087943,0.0780330683508,-0.039205026653,0.0949228477402,0.118340321647,0.0951819586625,4.0
21.0853107899,69.8137975618,34.5001704934,7.67449280197,2.0,4.38152165266,8.86635229035,2.53023729478,20.0,-0.03240176835,0.03739097894,0.1473035948,0.0245145145,0.1539395848,-0.127739400661,0.130586646768,0.0263792279119,0.184570015064,0.196511233632,0.184312745671,4.0
21.2895984107,70.973668387,34.7945876504,7.64209103362,3.0,4.4189126316,9.01365588515,2.55475180928,20.0,,,,,,,,,,,,3.0
6.09955321255,117.905667385,33.5824912732,7.51671986088,0.0,4.2649763917,14.9740197579,0.731946385506,21.0,0.06161304834,-0.04060596624,0.0674198147,-0.08424252468,0.115286941467,-0.0126357866666,0.0386010378157,-0.0752734135783,0.0855323916237,0.108636538436,0.0935227576026,4.0
5.39753217355,118.436532068,33.2627592556,7.57833290922,1.0,4.22437042546,15.0414395726,0.647703860826,21.0,-0.04866250389,0.09642024824,0.0524327809,-0.014358887024,0.110689829795,-0.0164022066343,0.0254230664008,-0.013735627917,0.0332269794289,0.0567838580228,0.0334894360099,4.0
5.27787478169,118.849388611,34.0219738086,7.52967040533,2.0,4.3207906737,15.0938723535,0.633344973802,21.0,0.05586934256,0.02260101609,-0.0478838129,0.061451356624,0.0811167966396,-0.142529363511,-0.0646007609316,0.0633160700359,0.16880995972,0.162430749034,0.168119442679,4.0
5.78996942022,118.472350714,34.1999345653,7.58553974789,3.0,4.34339168979,15.0459885406,0.694796330426,21.0,,,,,,,,,,,,4.0
8.81888219761,56.5864813346,2.18848397768,9.2825042498,0.0,0.277937465166,7.18648312949,1.05826586371,22.0,0.04025371107,0.022493963651,0.04811523095,-0.02005236502,0.0567728032864,0.0504641432244,0.0192964540657,-0.0110832539183,0.0551527098908,0.0725520678109,0.0576288142666,3.0
8.65177915578,56.9653414208,2.36560180171,9.32275796087,1.0,0.300431428817,7.23459836044,1.03821349869,22.0,-0.08469561513,0.160140324172,0.0306472096,-0.0283581658,0.16549429129,0.0473178692977,0.00363749510076,-0.027734906693,0.0549676011369,0.0631064004573,0.0552846967344,3.0
8.41546110742,57.2066580318,3.62654923613,9.23806234574,2.0,0.460571752989,7.26524557004,1.00985533289,22.0,0.1838568,0.161098609019,-0.00242439087,0.01436217369,0.161755715609,-0.00403177058215,-0.0191413389016,0.0162268871019,0.0254157017214,0.0151130697815,0.0242676340436,3.0
8.53514588813,57.1875683399,4.89504222054,9.42191914574,3.0,0.621670362008,7.26282117917,1.02421750658,22.0,,,,,,,,,,,,3.0
12.0788696835,4.85074240824,94.4340703829,7.83267114655,0.0,11.9931269386,0.616044285847,1.44946436202,23.0,-0.03012580215,-0.0886276397,0.051881329595,-0.02628238519,0.106006106667,-0.0606574601266,0.0230625527107,-0.0173132740883,0.0671636677543,0.0840343001449,0.0700140884239,4.0
11.8598498069,5.2592568145,93.7362149517,7.8025453444,1.0,11.9044992989,0.667925615442,1.42318197683,23.0,-0.05936877281,0.1849534306,-0.058182772035,-0.10420532103,0.220117594443,0.0721309757257,-0.0851924865342,-0.103582061923,0.152282241162,0.139452004474,0.152706864129,4.0
10.9914721317,4.80112475124,95.1925411774,7.74317657159,2.0,12.0894527295,0.609742843407,1.3189766558,23.0,-0.05494606392,0.1915663144,-0.164033303428,-0.09445778867,0.269308097329,0.0264359347989,-0.18075025146,-0.0925930752581,0.204799877044,0.191123146486,0.205649667862,4.0
10.2043238928,3.50952393684,96.7009373535,7.68823050767,3.0,12.2810190439,0.445709539979,1.22451886713,23.0,,,,,,,,,,,,4.0
7.74351710843,22.8697340357,96.2628071085,7.25064512877,0.0,12.2253765028,2.90445622254,0.929222053011,24.0,-0.05314436434,-0.0053450074,-0.00608021099,-0.08627509128,0.0866540792182,0.0226251721734,-0.0348989878743,-0.0773059801783,0.0877841235182,0.0893994337618,0.0957769760741,8.0
7.02455801442,22.8218583586,96.2207204366,7.19750076443,1.0,12.2200314954,2.89837601155,0.842946961731,24.0,0.0056337022,0.1286402181,0.01678876126,0.076490315331,0.150601914187,0.0158177632257,-0.0102209532392,0.077113574438,0.0793799274451,0.0798926309339,0.0787746016049,8.0
7.66197730885,22.9540533292,97.2336355397,7.20313446663,2.0,12.3486717135,2.91516477281,0.919437277062,24.0,0.08001491038,0.0794464377,-0.01319444474,-0.013539780864,0.0816648976064,-0.0856839419011,-0.0299113927716,-0.0116750674521,0.0915026585257,0.0877448399484,0.0917592228776,8.0
7.54914580165,22.8501600635,97.8591980411,7.28314937701,3.0,12.4281181512,2.90197032807,0.905897496198,24.0,,,,,,,,,,,,8.0
19.5429099509,43.117537002,108.117972012,7.26481304939,0.0,13.7309824455,5.47592719925,2.3451491941,25.0,0.02714125057,-0.0288068638,0.00547861299,-0.07605774075,0.0815146031719,-0.00083668422664,-0.0233401638943,-0.0670886296483,0.0710376486041,0.0762593939707,0.0795628256103,4.0
18.9090954446,43.160675687,107.891146312,7.29195429996,1.0,13.7021755817,5.48140581224,2.26909145335,25.0,-0.05636968114,0.1240082141,0.02359350959,0.07609110908,0.147392495535,0.0111857592257,-0.00341620490924,0.076714368187,0.0776008115406,0.0804464529066,0.0769847293069,4.0
19.5431880202,43.346451353,108.867588944,7.23558461882,2.0,13.8261837958,5.50499932183,2.34518256243,25.0,-0.03592649832,0.1748382148,0.00680722145,0.00541360115,0.175054410672,0.00970783519885,-0.00990972658159,0.00727831456194,0.0156658420786,0.0130340862944,0.014891333808,4.0
19.5883013632,43.4000515219,110.2442678,7.1996581205,3.0,14.0010220106,5.51180654328,2.35059616358,25.0,,,,,,,,,,,,4.0
1.34712543482,101.859572392,26.2627757483,7.93671947257,0.0,3.33537252004,12.9361656938,0.161655052178,26.0,-0.04876966457,-0.04249467793,0.0278227764,0.044398143121,0.0674618384835,-0.0145244983566,-0.000996000484275,0.0533672542227,0.0553174194331,0.0543715279508,0.0467241712829,6.0
1.71710996083,102.078649372,25.9281719851,7.887949808,1.0,3.29287784211,12.9639884702,0.206053195299,26.0,-0.02711970269,0.16308709913,0.0564327526,-0.025244225971,0.174411376961,0.0502646442557,0.0294230381008,-0.024620966864,0.0632332321058,0.0796772299533,0.0634785048509,6.0
