z,y,x,rad,frame,xum,yum,zum,particle
12.3349425205,116.607615635,112.548808971,7.40949786512,0.0,14.2936987393,14.8091671856,1.48019310246,0.0
13.0388858856,116.311047245,113.17499998,7.36236180989,1.0,14.3732249975,14.7715030001,1.56466630627,0.0
12.9122269094,117.624046289,112.73356528,7.34239171958,2.0,14.3171627906,14.9382538787,1.54946722913,0.0
10.7669247099,75.9146978873,98.9587747677,7.39905381149,0.0,12.5677643955,9.64116663169,1.29203096519,1.0
11.0483374456,75.1785565809,100.253680193,7.34716606496,1.0,12.7322173846,9.54767668577,1.32580049347,1.0
10.8331980316,75.6381799844,99.4067048313,7.37230752913,2.0,12.6246515136,9.60604885801,1.2999837638,1.0
1.09784103881,30.5208233409,70.4769388031,7.2387719953,0.0,8.95057122799,3.8761445643,0.131740924657,2.0
1.64401866834,31.5070507887,70.1683962288,7.22395041855,1.0,8.91138632106,4.00139545017,0.197282240201,2.0
3.1570108805,32.3043301339,70.0403335886,7.20743086178,2.0,8.89512236575,4.10264992701,0.37884130566,2.0
11.0801642973,108.075991816,73.1205515906,7.49095805929,0.0,9.286310052,13.7256509606,1.32961971568,3.0
11.1397408561,107.755446711,73.441341494,7.57306120314,1.0,9.32705036974,13.6849417324,1.33676890274,3.0
10.6718198475,108.206572925,73.1000223717,7.52967252761,2.0,9.28370284121,13.7422347615,1.2806183817,3.0
3.8015483765,80.3326447835,64.9927868361,8.46892061312,0.0,8.25408392818,10.2022458875,0.45618580518,4.0
1.61841590131,80.7287142226,66.3111108141,8.66565287077,1.0,8.42151107339,10.2525467063,0.194209908158,4.0
1.1009495187,81.7374784841,66.2492062903,8.58848644069,2.0,8.41364919887,10.3806597675,0.132113942244,4.0
31.9399663426,7.41245252689,77.5263364238,7.83902156888,0.0,9.84584472582,0.941381470915,3.83279596111,5.0
31.7342441522,7.47274043234,78.1851208246,7.89118485912,1.0,9.92951034473,0.949038034907,3.80810929827,5.0
32.2111098359,7.35470892452,77.8170621117,7.88413875562,2.0,9.88276688818,0.934048033414,3.8653331803,5.0
17.4988641927,26.6434547042,116.441263905,7.28494546742,0.0,14.7880405159,3.38371874744,2.09986370312,6.0
18.0708014753,26.810512411,117.111014672,7.31657348938,1.0,14.8730988633,3.40493507619,2.16849617704,6.0
18.6063308239,27.154326768,116.248638846,7.30569726825,2.0,14.7635771335,3.44859949953,2.23275969887,6.0
15.1142809053,51.7422417363,96.7793355081,7.6666593109,0.0,12.2909756095,6.57126470051,1.81371370864,7.0
15.1857825147,51.4244580272,97.2709948422,7.59221040365,1.0,12.353416345,6.53090616945,1.82229390177,7.0
16.4811413816,52.6703696125,97.7708570303,7.6047677519,2.0,12.4168988428,6.68913694078,1.97773696579,7.0
12.2714818238,21.1182889462,68.5169243911,7.16661620957,0.0,8.70164939768,2.68202269617,1.47257781886,8.0
12.1101764325,21.3489252574,68.953792973,7.23999741331,1.0,8.75713170757,2.71131350769,1.4532211719,8.0
12.7479919765,21.4923918472,68.7144118481,7.22945364269,2.0,8.72673030471,2.72953376459,1.52975903718,8.0
4.08130138331,11.4239124982,107.439557312,7.74028529835,0.0,13.6448237787,1.45083688727,0.489756165997,9.0
3.96544039492,12.0205422553,107.920827424,7.68531742112,1.0,13.7059450828,1.52660886642,0.47585284739,9.0
4.29888279187,12.7604326123,106.868692038,7.6563026349,2.0,13.5723238888,1.62057494176,0.515865935024,9.0
19.3585939294,61.9079355971,71.956556629,7.61234059422,0.0,9.13848269188,7.86230782083,2.32303127152,10.0
19.0929392797,61.7992399907,72.4014752398,7.5922580923,1.0,9.19498735546,7.84850347882,2.29115271356,10.0
