z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um,contacts_2pt1um,rad_um,neighbors,contacts,contacts_0pt2um
12.3349425205,116.607615635,112.548808971,7.40949786512,0.0,14.2936987393,14.8091671856,1.48019310246,0.0,0.0795262582,-0.0376641855,0.08447320381,0.121978435695,0.0152398558369,-0.0327566135041,0.077914150264,0.0858828489603,0.0937366856531,0.0918747576656,6.0,4.0,0.92618723314,"[57, 121, 124, 148]",none,4.0
13.0388858856,116.311047245,113.17499998,7.36236180989,1.0,14.3732249975,14.7715030001,1.56466630627,0.0,-0.0560622069,0.1667508786,-0.01519907714,0.176578137102,-0.0265631497968,0.133947378798,-0.0406378289438,0.142474328759,0.169536038608,0.137399101744,7.0,4.0,0.920295226236,"[57, 121, 124, 148]",none,4.0
12.9122269094,117.624046289,112.73356528,7.34239171958,2.0,14.3171627906,14.9382538787,1.54946722913,0.0,,,,,,,,,,,7.0,4.0,0.917798964948,"[57, 121, 124, 148]",none,4.0
10.7669247099,75.9146978873,98.9587747677,7.39905381149,0.0,12.5677643955,9.64116663169,1.29203096519,1.0,0.1644529891,-0.09348994592,0.03376952828,0.192160184878,0.100166586737,-0.0885823739241,0.027210474734,0.136457290035,0.141117313349,0.137915057585,5.0,3.0,0.924881726436,"[19, 52, 184]",none,3.0
11.0483374456,75.1785565809,100.253680193,7.34716606496,1.0,12.7322173846,9.54767668577,1.32580049347,1.0,-0.107565871,0.05837217224,-0.02581672967,0.125076898854,-0.0780668138968,0.0255686724384,-0.0512554814738,0.096826178399,0.10083769858,0.0861085824591,5.0,3.0,0.91839575812,"[19, 52, 184]",none,3.0
10.8331980316,75.6381799844,99.4067048313,7.37230752913,2.0,12.6246515136,9.60604885801,1.2999837638,1.0,,,,,,,,,,,7.0,3.0,0.921538441141,"[19, 52, 184]",none,3.0
1.09784103881,30.5208233409,70.4769388031,7.2387719953,0.0,8.95057122799,3.8761445643,0.131740924657,2.0,-0.03918490693,0.12525088587,0.065541315544,0.14669323565,-0.103471309293,0.130158457866,0.058982261998,0.17642687786,0.175184931719,0.178726606984,2.0,2.0,0.904846499412,[8],none,1.0
1.64401866834,31.5070507887,70.1683962288,7.22395041855,1.0,8.91138632106,4.00139545017,0.197282240201,2.0,-0.01626395531,0.10125447684,0.181559065459,0.208520213823,0.0132351017932,0.0684509770384,0.156120313655,0.170980281064,0.208305859855,0.194484956815,2.0,1.0,0.902993802319,[8],none,1.0
3.1570108805,32.3043301339,70.0403335886,7.20743086178,2.0,8.89512236575,4.10264992701,0.37884130566,2.0,,,,,,,,,,,3.0,1.0,0.900928857722,[8],none,1.0
11.0801642973,108.075991816,73.1205515906,7.49095805929,0.0,9.286310052,13.7256509606,1.32961971568,3.0,0.04074031774,-0.0407092282,0.00714918706,0.058035554842,-0.0235460846231,-0.0358016562041,0.000590133513977,0.042854695724,0.0475685845631,0.043442923056,6.0,5.0,0.936369757411,"[50, 68, 69, 119]",none,4.0
11.1397408561,107.755446711,73.441341494,7.57306120314,1.0,9.32705036974,13.6849417324,1.33676890274,3.0,-0.04334752853,0.0572930291,-0.05615052104,0.0911832244778,-0.0138484714268,0.0244895292984,-0.0815892728438,0.0863036885034,0.081407323733,0.0628044442629,5.0,5.0,0.946632650392,"[50, 68, 69, 119]",none,4.0
10.6718198475,108.206572925,73.1000223717,7.52967252761,2.0,9.28370284121,13.7422347615,1.2806183817,3.0,,,,,,,,,,,6.0,5.0,0.941209065951,"[50, 68, 69, 119]",none,4.0
3.8015483765,80.3326447835,64.9927868361,8.46892061312,0.0,8.25408392818,10.2022458875,0.45618580518,4.0,0.16742714521,0.0503008188,-0.261975897022,0.314949824489,0.103140742847,0.0552083907959,-0.268534950568,0.292911247524,0.286006216414,0.286910003084,6.0,4.0,1.05861507664,"[55, 118, 139, 153, 166]",none,5.0
1.61841590131,80.7287142226,66.3111108141,8.66565287077,1.0,8.42151107339,10.2525467063,0.194209908158,4.0,-0.00786187452,0.1281130612,-0.062095965914,0.142585674259,0.0216371825832,0.0953095613984,-0.0875347177178,0.131203685047,0.144003587118,0.115792871745,6.0,2.0,1.08320660885,"[118, 139, 153, 166]",none,4.0
1.1009495187,81.7374784841,66.2492062903,8.58848644069,2.0,8.41364919887,10.3806597675,0.132113942244,4.0,,,,,,,,,,,5.0,2.0,1.07356080509,"[118, 139, 153, 166]",none,4.0
31.9399663426,7.41245252689,77.5263364238,7.83902156888,0.0,9.84584472582,0.941381470915,3.83279596111,5.0,0.08366561891,0.007656563992,-0.02468666284,0.0875670604847,0.0193792165469,0.0125641359879,-0.031245716386,0.0388549397062,0.032304927307,0.0338059590793,7.0,5.0,0.97987769611,"[14, 16, 87, 224, 232]",none,5.0
31.7342441522,7.47274043234,78.1851208246,7.89118485912,1.0,9.92951034473,0.949038034907,3.80810929827,5.0,-0.04674345655,-0.014990001493,0.05722388203,0.0753937898609,-0.0172443994468,-0.0477935012946,0.0317851302262,0.0599323166729,0.0616168981013,0.0765255562075,7.0,5.0,0.98639810739,"[14, 16, 87, 224, 232]",none,5.0
32.2111098359,7.35470892452,77.8170621117,7.88413875562,2.0,9.88276688818,0.934048033414,3.8653331803,5.0,,,,,,,,,,,7.0,5.0,0.985517344452,"[14, 16, 87, 224, 232]",none,5.0
17.4988641927,26.6434547042,116.441263905,7.28494546742,0.0,14.7880405159,3.38371874744,2.09986370312,6.0,0.0850583474,0.02121632875,0.06863247392,0.111334952034,0.0207719450369,0.0261239007459,0.062073420374,0.0704772403526,0.0747798287149,0.0763174185044,6.0,4.0,0.910618183428,"[25, 40, 147, 177]",none,4.0
18.0708014753,26.810512411,117.111014672,7.31657348938,1.0,14.8730988633,3.40493507619,2.16849617704,6.0,-0.1095217298,0.04366442334,0.06426352183,0.134281016536,-0.0800226726968,0.0108609235384,0.0388247700262,0.0896044115724,0.111534793895,0.103205562077,6.0,4.0,0.914571686173,"[25, 40, 147, 177]",none,4.0
18.6063308239,27.154326768,116.248638846,7.30569726825,2.0,14.7635771335,3.44859949953,2.23275969887,6.0,,,,,,,,,,,7.0,4.0,0.913212158531,"[25, 40, 147, 177]",none,4.0
15.1142809053,51.7422417363,96.7793355081,7.6666593109,0.0,12.2909756095,6.57126470051,1.81371370864,7.0,0.0624407355,-0.04035853106,0.00858019313,0.0748416741746,-0.00184566686311,-0.0354509590641,0.00202113958398,0.0355564619999,0.0413017824027,0.0365211815099,5.0,2.0,0.958332413863,"[13, 23]",none,2.0
15.1857825147,51.4244580272,97.2709948422,7.59221040365,1.0,12.353416345,6.53090616945,1.82229390177,7.0,0.0634824978,0.15823077133,0.15544306402,0.230715302211,0.0929815549032,0.125427271528,0.130004312216,0.203171580665,0.240510067772,0.22031821565,5.0,2.0,0.949026300456,"[13, 23]",none,2.0
16.4811413816,52.6703696125,97.7708570303,7.6047677519,2.0,12.4168988428,6.68913694078,1.97773696579,7.0,,,,,,,,,,,5.0,2.0,0.950595968988,"[13, 23]",none,2.0
12.2714818238,21.1182889462,68.5169243911,7.16661620957,0.0,8.70164939768,2.68202269617,1.47257781886,8.0,0.05548230989,0.02929081152,-0.01935664696,0.0656575824392,-0.00880409247311,0.0341983835159,-0.025915700506,0.0438025685559,0.0361959039852,0.0402706004538,4.0,4.0,0.895827026196,"[2, 14, 16, 36]",none,4.0
12.1101764325,21.3489252574,68.953792973,7.23999741331,1.0,8.75713170757,2.71131350769,1.4532211719,8.0,-0.03040140286,0.0182202569,0.07653786528,0.0843461195253,-0.000902345756779,-0.0145832429016,0.0510991134762,0.053147009318,0.0786818709169,0.0779200232483,4.0,3.0,0.904999676664,"[2, 14, 36]",none,3.0
12.7479919765,21.4923918472,68.7144118481,7.22945364269,2.0,8.72673030471,2.72953376459,1.52975903718,8.0,,,,,,,,,,,4.0,3.0,0.903681705336,"[2, 14, 36]",none,3.0
4.08130138331,11.4239124982,107.439557312,7.74028529835,0.0,13.6448237787,1.45083688727,0.489756165997,9.0,0.0611213041,0.07577197915,-0.013903318607,0.0983387457083,-0.00316509826311,0.0806795511459,-0.020462372153,0.0832941564232,0.0771019645639,0.0819299096082,7.0,5.0,0.967535662294,"[94, 116, 147]",none,3.0
3.96544039492,12.0205422553,107.920827424,7.68531742112,1.0,13.7059450828,1.52660886642,0.47585284739,9.0,-0.133621194,0.09396607534,0.040013087634,0.168182323634,-0.104122136897,0.0611625755384,0.0145743358302,0.12163343004,0.145849545384,0.127213706889,7.0,5.0,0.96066467764,"[94, 116, 147]",none,3.0
