z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,rad_um,neighbors,contacts_30nm,contacts_50nm,contacts_100nm
2.65156150687,96.0269101412,82.3908935811,6.97027470166,0.0,10.4636434848,12.1954175879,0.318187380824,0.0,-0.0930927245,-0.0134015921,0.000457858459,0.0940535361378,-0.0741524530558,0.00762031679931,0.0155421129237,0.0761459965884,0.0753551497867,0.0745443838037,0.885224887111,"[3, 164]",2.0,2.0,2.0
2.65537699403,95.9213857941,81.6578800026,6.89534460989,1.0,10.3705507603,12.1820159958,0.318645239283,0.0,-0.140190705,0.0828248621,-0.02698273819,0.165049870374,-0.156412337838,0.087608240146,-0.0258886007984,0.181135978814,0.179033084569,0.181295591038,0.875708765456,"[3, 164]",2.0,2.0,2.0
2.43052084244,96.5735500621,80.5540161833,6.80284897035,2.0,10.2303600553,12.2648408579,0.291662501093,0.0,0.1101099335,0.1076761546,-0.077309243292,0.17232257781,0.116405470868,0.0930683610455,-0.0254674114544,0.15119703212,0.176411754188,0.16789482593,0.863961819234,"[3, 164]",2.0,2.0,2.0
1.78627714834,97.4213937992,81.4210235342,6.68892282253,3.0,10.3404699888,12.3725170125,0.214353257801,0.0,,,,,,,,,,,0.849493198461,"[3, 164]",2.0,2.0,2.0
24.0572652688,1.24588795861,112.885348738,7.22630852763,0.0,14.3364392897,0.158227770744,2.88687183226,1.0,-0.1012424491,-0.00087803195,0.01211607303,0.101968640599,-0.0823021776558,0.0201438769493,0.0272003274947,0.088990348023,0.0831938616285,0.0855933610223,0.917741183009,[],0.0,0.0,0.0
24.1582325441,1.23897432121,112.088164099,7.23257926094,1.0,14.2351968406,0.157349738794,2.89898790529,1.0,0.0068671479,0.016970656765,-0.08934381342,0.0912002078273,-0.00935448493846,0.021754034811,-0.0882496760284,0.0913714930279,0.0914211495001,0.0924286828612,0.918537566139,[],0.0,0.0,0.0
23.4137007656,1.37260153983,112.14223613,7.27709467871,2.0,14.2420639885,0.174320395559,2.80964409187,1.0,-0.0896411627,0.053584875482,-0.05047129798,0.115992365483,-0.0833456253322,0.0389770819275,0.00137053385763,0.092019479137,0.111198849195,0.10494311839,0.924191024196,[],0.0,0.0,0.0
22.9931066158,1.79452969324,111.436400203,7.37754938113,3.0,14.1524228258,0.227905271041,2.75917279389,1.0,,,,,,,,,,,0.936948771404,[],0.0,0.0,0.0
13.2012732509,124.840429927,3.34277206964,7.28583381856,0.0,0.424532052845,15.8547346007,1.58415279011,2.0,0.053481418844,-0.0204229575,-0.03449613125,0.0668381808986,0.0724216902882,0.000598951399309,-0.0194118767853,0.07498053699,0.0827766965303,0.0802199665806,0.925300894957,"[175, 220]",2.0,2.0,2.0
12.9138054905,124.679619238,3.76388560385,7.2482771798,1.0,0.478013471689,15.8343116432,1.54965665886,2.0,-0.00442821823,-0.0051334356,-0.00064251532,0.00680985342634,-0.0206498510685,-0.000350057553974,0.000451622071595,0.0206577552492,0.0212880561852,0.0206628099584,0.920531201835,"[175, 220]",2.0,2.0,2.0
