z,y,x,rad,frame
2.65156150687,96.0269101412,82.3908935811,6.97027470166,0.0
24.0572652688,1.24588795861,112.885348738,7.22630852763,0.0
13.2012732509,124.840429927,3.34277206964,7.28583381856,0.0
6.96718491747,88.4331060099,85.6293874288,6.65350811947,0.0
13.572984443,91.9128334735,99.6308996255,8.30423612283,0.0
4.17718914677,115.759295223,92.4254230725,7.50365449708,0.0
16.079312996,112.22918724,119.440556302,9.41797454589,0.0
3.49732833077,22.8822978304,126.254998021,7.14521975686,0.0
1.66005982378,122.855135357,35.6806606935,7.70211409607,0.0
11.1593351116,66.3468357834,98.4410843406,7.509901419,0.0
2.81048356918,42.630705691,91.8998816975,7.53882321068,0.0
39.2270418578,22.5889759648,113.892918829,7.29266044923,0.0
8.3105502797,70.4980069894,39.0397029343,7.50049884351,0.0
13.703943569,21.7997773782,74.1390867383,7.35847673012,0.0
14.3398984101,99.6014003154,26.2076620517,7.50226818282,0.0
27.1813001809,22.9070791503,97.366474366,7.26858978437,0.0
12.7559226336,78.9842502697,74.6722268509,7.4675184608,0.0
10.5015360418,50.4574850402,112.545345518,7.39693980468,0.0
1.74369521946,35.522599054,51.2261888203,7.56316944892,0.0
17.8398232687,77.7182049701,124.120052061,7.29526038005,0.0
4.05076307174,42.8369010427,19.0593067109,9.59842877206,0.0
2.88701685027,84.2257335894,51.6158451983,7.40945621017,0.0
7.22646092638,49.3987666803,61.5996352503,7.47019028354,0.0
4.77993190251,106.731303039,46.7471907794,7.40848972418,0.0
14.0607655039,76.1803455268,89.3031056394,7.32405552167,0.0
15.8390396574,42.0316507901,101.05308649,7.46804401812,0.0
22.4748197153,58.606154266,105.636276381,7.34934749653,0.0
9.19892167413,12.0283428145,103.051356815,7.42328220907,0.0
12.8473304814,26.183117151,113.51320346,6.98958784832,0.0
10.4120728739,27.3071523333,24.3746354857,9.05329712644,0.0
12.8097453662,60.9157009955,25.272539942,7.50654535455,0.0
10.6459723089,22.4923246776,44.3042051049,7.37182517894,0.0
8.00538212789,75.1995403968,2.92652712977,7.74809192542,0.0
15.9612074553,120.113392041,103.336403667,7.50394775686,0.0
7.70518732081,26.6948804279,100.861677195,7.47359338691,0.0
22.6413759335,37.3030506105,24.9209138981,7.49963449523,0.0
