1.419108173810702811e-01,3.223131699248254023e+01,1.263275531182731726e+02
1.443171804449206164e+01,1.296006385372630199e+01,4.464888846310122261e+01
2.403558189884696716e+00,4.769319495240004159e+01,3.738383120823331751e+01
1.564319583481561793e+01,4.128520692841681239e+01,5.790345963339139956e+01
1.030012557427921571e+01,1.149717051989490813e+02,9.195178172599999300e+01
1.638922876466128287e+01,2.161078588701876413e+00,6.614402720550921799e+01
2.972595896161977613e+00,2.482465324325779044e+00,1.086644615782400791e+02
5.796500620873329401e-02,6.945798517158526408e+01,9.143816915556527647e+01
1.964370273539981060e+00,9.798902254091440511e+01,5.564130306095985645e+01
2.083771594396618188e+00,4.784343818854961938e+01,1.009237374070976188e+02
2.753078050501553076e+00,4.484499708684699470e+01,5.056565952587120449e+01
8.639410829916867485e+00,4.178322799646488761e+01,8.095126825962452699e+01
1.003682803089031061e+01,3.471971475490821302e+00,9.678348012376707743e+01
1.409846816803147540e+01,1.765243684630670984e+01,8.546301221259268743e+01
3.453733627137494544e+00,3.326138064062632083e+01,9.723917439174802269e+01
5.934426783740272882e+00,3.146866045245560528e+01,2.609737023430965408e+01
1.697955627745582774e+01,4.781257757563345479e+01,2.860933598553260993e+01
1.704907737538831825e+01,8.141299134130447612e+01,5.694887400435728608e+01
1.444822909765131413e+01,6.857343310960234817e+01,8.350278837378338892e+01
2.621721640749217741e+01,2.821916488893329245e+01,3.493304587030294073e+01
1.578193118593438804e+00,7.461190554911154038e+01,4.215680648501245997e+01
1.944664429453749221e+01,4.345269253633511397e+01,1.102323834909793874e+02
1.012906558602908369e+01,4.728029513306961640e+00,1.496708982189594650e+01
1.162862252755034476e+01,1.157335816723617228e+02,5.885643401691989141e+01
7.413689343739613413e+00,2.275727676629485074e+01,9.772795032827741579e+01
2.562377998607805907e+01,6.650142588298353985e+01,6.829111761571770955e+01
2.206931934143816676e+01,1.685117267172753941e+01,1.051117114984517968e+02
2.092159578806713327e+01,7.100965066742253384e+01,3.489367275986490569e+01
9.920547183044680750e+00,1.127975374360451042e+02,1.070097916662751771e+02
4.764695124290942552e+00,8.901809784025822125e+01,8.520487869207920539e+01
2.476010237475299292e+01,1.102477470162220214e+02,9.790079523905050962e+01
1.717983995548465614e+01,5.415903661316762197e+01,1.129727648961559510e+02
3.775572238776323530e+01,9.848691235133822275e+00,7.313713882269011890e+01
5.032316734027707739e+00,5.647724028288111242e+01,5.015375786504671396e+01
3.925122872606984714e+01,1.021188681799937541e+02,4.552046668510024574e+01
2.853063316613066647e+01,1.074263670393242762e+02,7.089598717652782511e+01
3.574746637563148965e+01,6.627520683626464404e+00,1.141205127089012592e+02
1.499901507991824268e+01,9.317055266743736297e+01,2.109684179957673678e+01
5.601044104221673869e+00,1.184956368007678407e+02,3.423339818123051970e+01
9.844252955515042203e+00,5.871751000223216010e+01,5.625629266577671928e+00
1.993141693217197385e+01,1.103382074135639215e+02,8.378154540829298469e+01
3.289744945382388863e+01,6.054482495441931178e+01,1.102506563952719887e+02
4.235925987276147708e+01,4.040424858002474195e+01,5.327209694618450442e+01
2.374780129645538695e-01,1.244476039452475931e+02,1.078260952330210216e+02
2.240452736321168814e+01,3.948825732592630544e+01,7.335167593580321466e+01
3.134141679284815041e+01,4.625047749474574488e+01,5.764213590277451971e+01
4.975085865657794670e+01,4.613727924341193898e+01,5.021458850810098085e+01
3.224035238765903699e+01,1.603905948496910483e+01,9.328765542649460940e+01
2.157692705890832130e+01,8.207652970849521523e+01,7.918811388145296348e+01
2.362569536607934850e+01,2.250319059040070968e+01,7.393347369145536163e+01
2.488238973673102450e+01,3.688718209330095021e+01,8.804335332456696506e+01
2.540664768195445689e+01,1.025843599953460057e+02,5.169433722894374483e+01
4.145002267519118533e+01,1.145616305001900201e+02,1.150988392603687629e+02
2.463813881812422935e+01,3.129399603121820661e+01,1.020437901538406607e+02
1.589797310758531701e+01,6.717279799966979681e+01,1.059180663265693738e+02
1.062508817801863081e+01,8.489428979599512104e+01,1.019411929633102574e+02
3.044687678894079852e+01,8.954513431468743079e+01,1.038482267998637667e+02
-2.398203815685678197e+00,7.260570180064569001e+01,2.757187873741775519e+01
1.147712987370005600e+01,1.127374860714547538e+02,2.104362566192622808e+01
3.454161010608760307e+01,1.564543075374354508e+01,2.320859811841912901e+01
1.726322258507421026e+01,5.465913525981815724e+01,7.348553868442022008e+01
1.831445059361272598e+01,1.215412357502581244e+02,4.304867167223751778e+01
6.406969516919815533e+00,1.206233709898751130e+02,1.216889107845816511e+02
1.157002147695394534e+01,7.246946891347970165e+01,1.493250731370648232e+01
1.184497457395148601e+01,8.378902254663519500e+01,2.960697149707511500e+01
2.623825073185513901e+01,1.104711202019670395e+02,3.486479169479183327e+01
1.241432933682837136e+00,9.215805257375464521e+01,4.207068732323885740e+01
1.041231708624449048e+01,1.000536257355495735e+02,8.852735398308422532e+01
8.467319731016049289e+00,8.920051118191244655e+01,6.847579862786845695e+01
2.188656681697408857e+01,7.726104908014494299e+01,9.405720181295168913e+01
1.909497632487449081e+01,2.729005444310036221e+00,3.019545006633218875e+01
3.565217658990492566e+01,8.641324767339310142e+01,7.283050811947963155e+01
1.789896515357172291e+01,9.040215822798950285e+01,1.140036464265032663e+02
3.361898126628076966e+01,6.758700238228743729e+01,9.795159015269351244e+01
3.058837766399492963e+01,9.516731665394777906e+01,1.673477257664330864e+01
1.740948055932743088e+01,4.772087944696772865e+01,1.351397686536762777e+01
2.972240692979351095e+01,5.152528855452010248e+01,1.424321550558331140e+01
3.064684453708473910e+01,3.388684604316345883e+01,6.128332757266813502e+01
1.243065786058304489e+01,9.891831657450718751e+01,7.024357660885098653e+01
2.138469362319001732e+01,8.111612620850829103e+01,7.238096568387860863e+00
2.527818356230674013e+01,1.248322454686846896e+02,7.924371564539970336e+01
