z,y,x,frame
47.149223109,9.29654690348,50.7822503107,0.0
32.3806076623,103.175527056,74.7306672766,0.0
41.0325591763,111.272229125,66.4798663374,0.0
48.4619013225,50.4850833549,117.254016257,0.0
23.932499234,1.61995942384,13.4871164301,0.0
46.8231540636,19.1425977897,26.7580484743,0.0
28.7299439512,127.853931288,31.4748041136,0.0
42.6433396915,75.2103380398,126.344188425,0.0
46.8163170965,122.389682473,36.7997151991,0.0
47.3839427993,94.8451295917,71.876543768,0.0
47.7855817691,99.2174360561,28.3359497221,0.0
48.636446821,50.2643552982,55.9572132764,0.0
47.4300128213,83.6388999118,25.8435663501,0.0
41.8628103247,125.918733607,10.0323585419,0.0
49.0835202917,5.80266781131,79.9656599493,0.0
48.0496306135,82.00087971,65.4636707819,0.0
6.11705839452,0.492588477275,4.93583487495,0.0
48.2013116606,104.477640501,4.44561083157,0.0
48.9414564383,64.377623879,124.884700587,0.0
48.6001562702,83.161302669,3.08963555623,0.0
49.5286999859,70.1605097477,92.7826253203,0.0
49.0565687576,24.0805764682,59.647030785,0.0
37.6696854585,127.055496627,85.8096934776,0.0
48.3210722553,58.1364303649,32.9963450993,0.0
37.4490621303,6.0382727024,4.09249330828,0.0
3.00960979366,11.8694173809,51.3637021488,0.0
14.1522215197,118.671779127,0.307111697051,0.0
0.164107639094,71.8387263793,23.8509227015,0.0
0.0933915828491,118.815607576,47.5360620608,0.0
0.117773603033,13.9309260301,79.3605952591,0.0
-4.31101711898,57.8873556665,97.2825748092,0.0
7.82694750731,62.7065881101,131.980105916,0.0
-4.70379955924,28.63466104,89.255597215,0.0
-1.72721439438,41.8319991439,62.062147246,0.0
29.986692602,44.6715340686,-2.11391803759,0.0
5.06443198136,78.5844409605,128.056720415,0.0
-0.025867833094,66.7478309213,66.7801062274,0.0
-2.20589685113,103.897254721,81.2865501664,0.0
-1.21075736337,16.4807085114,108.071241152,0.0
-2.00029477816,57.8844382969,111.786672485,0.0
-1.33656736067,62.1566143648,27.5936549285,0.0
6.25366468875,21.1442179453,132.644333952,0.0
-0.665493502325,27.6050915704,75.2112438177,0.0
-0.0357699867634,24.1020202222,30.7216766612,0.0
18.6648941596,130.208999963,16.1448414636,0.0
-4.38892605296,35.9841256622,30.5372000069,0.0
-3.52870722716,88.0218392486,17.0401034354,0.0
-2.18419487375,105.132918893,97.8070355485,0.0
-2.51943885827,50.8534315079,85.167551743,0.0
-1.17830340662,109.682628369,-0.0987817780069,0.0
-0.178875068132,123.564160016,105.525694025,0.0
47.8630142371,-1.6469983946,56.1506692412,0.0
-1.80012530099,107.242891802,123.13817076,0.0
6.93878523358,12.4041153338,-0.353587877658,0.0
-1.57845250296,85.45194479,2.96709529126,0.0
-2.73537501,8.02531148875,65.1055780149,0.0
-1.26803225428,94.0955453956,107.630705122,0.0
23.6671642062,131.46289249,128.588931851,0.0
4.90625387377,39.1698430455,-3.85162373177,0.0
23.3692533384,102.166979789,129.416457714,0.0
-3.82536995726,6.06260654449,38.9759335113,0.0
-5.69848778535,86.5243353031,57.1638476906,0.0
33.985724841,115.072389967,-0.42161363124,0.0
-4.77230659171,5.25626278403,20.3669496203,0.0
42.6818720104,4.9259149579,128.816147129,0.0
17.1979616283,134.727986298,59.7732094365,0.0
17.3245346487,12.96786464,125.2349079,1.0
0.335353270476,69.1086660698,89.5012342898,1.0
15.6715966946,40.8923630933,56.0733689043,1.0
12.1734206737,6.60952943767,43.309418448,1.0
15.8688753532,112.160936626,86.8509112407,1.0
17.0870141486,1.76160065706,64.9901500333,1.0
2.19724220717,44.7063923998,48.4650752142,1.0
8.29600465079,41.5251282227,79.0905515868,1.0
17.2642149065,80.5276301943,55.0939912759,1.0
25.981995006,28.2053136698,33.1286867483,1.0
11.6194799087,22.4351190185,112.601781025,1.0
4.20622997723,3.08589940784,104.592991693,1.0
10.2477394583,114.238882426,58.0308874603,1.0
1.51797706685,102.128149016,25.884037849,1.0
15.288948798,68.216747485,82.0859715296,1.0
19.0229188211,43.1677285369,107.905927833,1.0
4.29507708071,56.4442813297,48.1515342214,1.0
5.14300710391,118.429808385,33.239547029,1.0
8.49484004882,56.9691436174,2.18408714318,1.0
21.517326072,69.0165832074,34.0371310885,1.0
6.94806592885,22.7721991293,95.9683492279,1.0
16.899865044,53.8678148952,110.878610974,1.0
22.7528728353,17.1491569608,103.308876875,1.0
27.1166853942,66.2289559332,66.4101423091,1.0
20.913551427,42.8364179867,122.588122791,1.0
26.1099904424,107.423129544,62.8171270115,1.0
0.981280485896,72.6146596371,24.4710178127,1.0
28.0075314786,105.570455724,74.7767920613,1.0
18.1973756043,48.1905941406,26.005772571,1.0
40.9268317947,11.1706085272,70.776604946,1.0
15.4270994513,92.6321626667,18.6746235707,1.0
10.3010847977,84.6417611446,99.8021378645,1.0
23.4459901746,2.97738432626,12.509097601,1.0
31.2586977571,45.9260622467,55.7289051849,1.0
24.5551990757,36.9313285133,86.0620832758,1.0
9.76231201091,112.414235947,104.927292148,1.0
40.1805095358,100.818573848,43.061217652,1.0
35.6699845064,6.40698497842,111.828743451,1.0
15.961422893,66.8926416701,103.741990179,1.0
2.67805796463,90.7157059193,39.3783308512,1.0
9.66697490521,4.02966175261,13.951397905,1.0
5.93578683958,119.858179542,119.598488689,1.0
32.9842517335,16.7724305862,91.3508273768,1.0
5.09017704666,88.1192205067,83.004084645,1.0
17.8666940771,55.0142532966,72.0078582845,1.0
24.0488271444,22.2363816424,72.2764778714,1.0
41.4833753711,114.008630752,113.039396789,1.0
30.2644005142,33.6922141782,59.382727628,1.0
24.4391591376,31.6337164828,100.191421517,1.0
9.41023657505,88.9220980003,66.2023421197,1.0
13.9417192392,17.5983882363,31.7111330586,1.0
17.9877740256,120.464869642,42.9728941128,1.0
25.9715195165,101.117064455,48.8421290398,1.0
22.8469984096,82.0762659994,76.8487032657,1.0
25.6129041296,123.818553605,76.3271766559,1.0
37.4670842233,64.8490069647,33.272718183,1.0
34.9015209223,15.1668664716,21.2398577425,1.0
30.534159972,89.1049038716,101.627587003,1.0
13.2293811888,98.8556556529,67.5168928243,1.0
32.7477442521,60.4419341374,108.218282105,1.0
34.2319820406,67.6741310122,95.7875674728,1.0
25.8500669064,109.805106279,34.1164101487,1.0
40.1601285201,39.204424796,117.756082521,1.0
31.0269815823,94.3441832511,14.1497618476,1.0
38.0100656779,57.2844498716,122.236323308,1.0
22.7682797078,77.7595430776,91.6600819513,1.0
17.9410228121,90.3987368569,111.623616604,1.0
20.5064598216,102.414163081,100.069252145,1.0
44.914954361,63.4661462894,49.0228539296,1.0
11.5745789049,71.939744424,12.7376152302,1.0
21.4503863651,80.7610645267,4.50068863379,1.0
31.6816170486,75.968182398,44.1828401197,1.0
19.8252282889,3.40399116266,28.9465264867,1.0
17.982138368,33.6183413169,5.51956055634,1.0
18.0770503989,47.5481863844,11.3817796632,1.0
12.0998642983,83.2733924074,27.0523356671,1.0
35.8644491843,50.9406070065,21.9686119041,1.0
29.9845065655,120.557136802,11.6566774265,1.0
35.3123312193,52.6991412683,6.27220822773,1.0
39.1882750666,60.7808123854,75.7070283626,1.0
25.6020267805,103.589919855,114.388527197,1.0
11.6719926458,112.400869677,18.3925908258,1.0
28.1598944144,126.904147894,112.298329362,1.0
42.3841590768,86.800783937,34.9924345094,1.0
26.2185657118,77.0875996984,109.881785095,1.0
24.5123306098,106.22493208,8.64539833907,1.0
42.82707585,5.61528683635,127.889807525,1.0
38.4771992676,87.1122981228,85.7532300533,1.0
47.6380148581,16.0783376496,110.394380582,1.0
41.4999489969,47.1529883725,81.9058181675,1.0
31.5643418454,66.4994721895,13.3776805667,1.0
36.1275003469,86.7550661417,2.00640293371,1.0
45.740239401,122.998361133,95.8426973583,1.0
47.1778048962,102.890161153,13.8059208275,1.0
41.9879768408,111.369094706,66.2272709408,1.0
42.0006872351,125.7109225,72.3666269766,1.0
4.04375093096,25.0226530835,4.18781008765,1.0
37.4585118956,10.0024579337,7.09889347852,1.0
45.2823834748,94.8374774929,98.5509284191,1.0
43.6212118279,79.6052726405,98.0042788785,1.0
44.3035876662,118.876443115,52.5729429247,1.0
46.6484293587,61.9615467491,20.1787344052,1.0
39.7825288785,27.4907860432,9.74997459923,1.0
43.8009320804,74.3955978679,10.8566072645,1.0
45.4912687355,20.4469928453,1.38739874704,1.0
44.4862103718,102.672980359,84.7701839685,1.0
37.5567520165,0.523877604041,95.2669724586,1.0
34.3514945528,115.127477042,0.119637724473,1.0
1.57296101599,73.5812575818,39.572016924,1.0
2.01444045648,47.5865855445,35.4043990671,1.0
2.19063414721,96.8204250273,53.0124464769,1.0
1.74317739788,47.6981236599,99.17156146,1.0
6.67868152211,76.5873265802,112.70469428,1.0
46.2320097601,57.8572318728,91.9145539217,1.0
14.3674962517,17.5191663936,83.8435417513,1.0
22.0465528213,39.0431930098,71.3510073045,1.0
19.2598578162,69.9170380539,126.148423423,1.0
5.53211912475,31.4752151977,24.1420804095,1.0
2.85898981619,33.1912366024,95.5072540248,1.0
1.40119917707,102.055531582,11.4390430707,1.0
37.3763954789,85.9612606729,70.8760167754,1.0
40.579238949,99.4603800144,126.606538071,1.0
11.7764292243,117.446094169,0.0979999741783,1.0
28.6825428368,116.343655214,124.856925111,1.0
29.0306179019,127.857330901,31.317322755,1.0
41.6795640263,69.4651791693,63.8633114219,1.0
11.9680018716,5.23831837453,93.7229239909,1.0
17.9015331576,88.058922531,127.431515147,1.0
40.3078728901,26.0986619693,37.2270174831,1.0
10.3575850953,98.8555844338,85.5230492449,1.0
38.0905933202,127.459621904,85.1603019954,1.0
49.2920545706,50.0984728183,116.501699097,1.0
46.4941329219,104.018541479,53.5987333108,1.0
4.64045951504,78.7199291565,127.611859868,1.0
48.1206288639,43.0621387803,67.996998436,1.0
48.2622542982,61.504094119,105.097693547,1.0
3.33858477809,124.184077124,11.8280771928,1.0
47.3247591866,20.2588504495,25.9580580686,1.0
47.8341107683,9.55712214123,51.076288784,1.0
47.528453029,122.396694093,37.1181024774,1.0
7.39352084549,12.9209484598,-0.636943266563,1.0
6.92239719605,0.978406822553,3.3522052532,1.0
42.9476372745,75.1129006448,126.230548155,1.0
46.9749332631,23.8731110481,126.252529781,1.0
42.3367905358,127.005115518,9.60155916231,1.0
2.77758667455,12.09530994,51.2479338852,1.0
48.8936385126,99.8118875997,27.7475758576,1.0
43.3119165659,40.648674269,51.2866383082,1.0
48.2441634502,95.4936934755,72.1546929241,1.0
49.0658811932,81.8854267196,64.9677014667,1.0
48.9296273635,58.0756213612,32.7679402143,1.0
48.2309724985,84.239914659,25.5986467132,1.0
49.7287542131,24.4452004465,59.4437314281,1.0
49.3506470469,104.731492816,4.16917104719,1.0
26.4218462366,31.9091815626,127.065909766,1.0
49.7247271177,14.2081548549,39.0059141628,1.0
49.9703319213,5.69777836188,78.6617180784,1.0
50.1495750812,64.1109287449,124.929109333,1.0
-4.45039519959,7.33339433473,117.373977102,1.0
50.7364082886,70.6765742439,91.8693538378,1.0
50.7703199311,101.830804646,108.810110387,1.0
-5.98477627086,57.5376528445,97.0491532224,1.0
-1.95555944214,103.745642049,80.9132880231,1.0
30.2325739959,45.3237474631,-2.03650315023,1.0
-2.20735362294,42.2071375912,61.7373332117,1.0
-2.97618257957,57.9237043027,111.736202897,1.0
-1.7108757126,16.8565450657,107.248577313,1.0
4.76335086256,39.6376294454,-2.94288661186,1.0
-0.1009920334,67.233504727,66.7000570992,1.0
-0.593049664521,24.3018567178,30.7377601798,1.0
-0.126049874567,62.5900393501,28.1836086321,1.0
-3.67624390392,105.58120698,98.0083960742,1.0
-0.40555479197,14.0769002328,79.1805575469,1.0
7.52116660495,62.5487634046,132.682559897,1.0
-4.04562626708,50.7837001163,84.8632699506,1.0
-0.836366534664,119.018897361,47.232085745,1.0
-2.22675150938,28.2640438299,74.6164968839,1.0
-5.06030467641,88.3018497077,16.7378776131,1.0
-1.26070244166,94.2528041569,107.446729665,1.0
0.441189916256,32.2685557404,123.756176111,1.0
-0.251364970383,124.189303049,105.655432334,1.0
-2.49339799164,85.6422667823,2.32418554436,1.0
-2.42854586197,109.945572616,-0.313198632468,1.0
18.9345200307,131.379093512,15.8341849015,1.0
-2.37106712987,107.440200318,123.154203596,1.0
23.5435946197,102.252298818,129.668205936,1.0
-4.7698008611,8.02632642485,64.8384539237,1.0
48.6993110636,-2.45022285974,56.6241276321,1.0
-5.75163955861,6.61198161211,38.6668789327,1.0
-7.75580955163,37.1116651249,30.8035976414,1.0
18.1429960412,134.458125538,58.7426258239,1.0
-11.9129640289,81.107729211,57.8199193399,1.0
5.24770290677,21.0278229763,132.787194004,1.0
-0.18506599414,32.3828427874,125.180778881,2.0
0.37852190934,68.8005159297,90.2449474606,2.0
15.3653025843,41.0461125788,56.6278634618,2.0
2.13462482324,48.0871177665,100.076923809,2.0
11.2445815174,7.17555582914,44.3130767655,2.0
1.9886327996,47.6629428338,36.0681745073,2.0
13.9545041549,17.6615716569,84.8358156524,2.0
0.395234673125,67.5300525693,68.7642090891,2.0
15.4600260005,112.425287877,88.0580573426,2.0
15.9703436042,2.34813315483,65.9156027884,2.0
4.05331528236,33.7435866327,97.1332787993,2.0
2.52419220065,44.7961621392,49.3046271733,2.0
3.47824711924,3.15645471651,106.628214985,2.0
8.43299279959,41.6340084224,80.0780077713,2.0
2.10576797115,96.9588022969,54.1747259492,2.0
5.75418652818,31.564514413,24.4919743797,2.0
15.0384295863,67.4837688526,82.8547239061,2.0
10.8309090641,4.77995079826,95.2282637067,2.0
25.7075402316,28.2557565863,33.6890481624,2.0
11.9983436201,23.1924442514,113.905139947,2.0
2.41925124724,73.772923491,40.8586073429,2.0
20.653551746,69.8039903535,34.5807015359,2.0
21.1910649669,3.12441071327,13.0982693288,2.0
7.51325801486,22.9678231129,97.2773103508,2.0
20.7296295774,42.9622910651,123.301891952,2.0
16.78165834,53.9937154921,111.74760185,2.0
17.3493334943,47.8146727421,26.8275960859,2.0
17.4752921525,80.8673522311,56.0948220265,2.0
8.60802174786,4.70500725564,16.0760937077,2.0
4.67337629473,56.5080806398,48.7276446726,2.0
22.3608483572,17.4197195759,104.251054922,2.0
5.15209821518,118.840277719,34.0395101794,2.0
26.873306518,66.084849327,67.0260867954,2.0
19.2853864053,43.398340948,108.870987057,2.0
42.4909018575,40.4095902724,52.111412407,2.0
1.10788967258,102.531381357,27.1815780794,2.0
10.2407069417,59.4523918554,4.93064014596,2.0
1.15784780861,72.8847423758,26.0870133586,2.0
30.8225587705,45.9366772354,56.4027774218,2.0
24.4824172888,36.9850961912,86.8184624118,2.0
32.1643506208,16.7206932335,91.9054006351,2.0
25.6251287036,107.732696914,63.8004495175,2.0
10.6769782282,114.531970485,58.2565203606,2.0
15.3805797504,67.1028581482,104.633250887,2.0
35.1973258778,6.66088172262,112.990087527,2.0
14.8531379311,93.2217355343,19.9336426086,2.0
27.3293024067,105.948494271,75.7632061914,2.0
23.334675832,22.3359410886,73.0100039615,2.0
29.9980534377,33.6556653541,60.1224055833,2.0
32.5039692367,60.5495656843,109.16372134,2.0
4.90322673546,88.3720836256,84.1056991165,2.0
25.1689594454,101.497286567,49.8351002473,2.0
38.9653174487,101.153664581,43.7885754711,2.0
39.6086751105,12.4243653547,71.2898537048,2.0
21.7725128118,39.1702486868,71.9848415245,2.0
2.02525664487,91.0070026826,40.6791422329,2.0
30.0732567185,89.2138601755,102.4700474,2.0
22.5013215515,81.7707934946,77.9736687964,2.0
9.75860867283,112.83669635,105.724318653,2.0
20.5653768703,102.675436271,100.93908917,2.0
6.29894348903,120.295639301,120.468776282,2.0
41.0514578879,114.021462213,114.054601769,2.0
30.3759686708,94.9148558546,15.3464478009,2.0
3.29101640178,123.909778427,12.8332313674,2.0
13.0293493714,98.8466167536,68.5503518672,2.0
8.80395786759,88.9882146506,67.2627704522,2.0
25.4636324596,110.65082743,34.1634178979,2.0
17.6742817688,120.995958959,43.2280278694,2.0
34.4179378634,15.239150794,21.8494217387,2.0
13.2802522926,17.66960922,31.9952486259,2.0
10.2010764237,84.8379711553,100.863063933,2.0
11.3098996413,112.817504993,19.841950893,2.0
36.5465827849,85.9685671606,71.7604774999,2.0
11.3929473425,72.3187519845,13.889836418,2.0
40.5327541062,39.495467713,118.696655848,2.0
25.5811252653,123.882451972,77.2148237388,2.0
36.6167090454,65.4098211467,33.4014222724,2.0
31.2337583407,76.1165731285,45.1020087966,2.0
24.4851023518,31.8043789748,100.849969497,2.0
22.1893076234,77.2507792398,92.2990061997,2.0
18.2146695293,54.4927548374,72.5634283232,2.0
21.1462568306,80.8997665322,5.74578576231,2.0
26.2919955673,103.470943833,115.407796271,2.0
11.788304189,83.9335145314,28.4531886616,2.0
33.6542346637,67.6303593647,96.7395656649,2.0
34.5274719628,50.6919189975,22.8463723375,2.0
45.9708219498,57.9862956027,92.4814504317,2.0
34.1221635231,51.3740815677,6.35465520261,2.0
17.1284361826,47.8123046494,11.4896914891,2.0
44.1926305884,63.8029570841,49.2214248781,2.0
42.0637814109,4.53491004978,130.071909152,2.0
38.9762520627,60.899810468,76.1094160163,2.0
18.8035015103,3.13408833322,28.965969442,2.0
29.1416801509,121.23182173,12.7743235578,2.0
25.8973450554,77.1499528623,110.65650054,2.0
42.8157303902,87.6718499793,36.2301915755,2.0
17.7351824984,90.5068126729,112.661896982,2.0
41.9173184768,47.2689205092,82.2109382138,2.0
37.9508228823,87.146551546,86.6199629869,2.0
36.644803936,1.09692601551,96.2383219625,2.0
46.7731251024,20.1186168913,26.6004311093,2.0
31.0957108184,66.2206863896,13.7255857888,2.0
42.139377128,121.272204697,97.9322798393,2.0
17.1653230673,33.8983133472,6.06176356112,2.0
46.6062380411,103.83366944,13.9546571056,2.0
41.4862934932,125.250425496,73.2533767513,2.0
34.9077867303,87.3611299209,3.52003562051,2.0
46.1464387632,61.5187935289,21.2906856223,2.0
23.8213060691,106.690803008,9.91424317025,2.0
4.13611313035,24.8774713658,5.03345493231,2.0
43.7659703902,118.694128301,53.1148450728,2.0
37.1351287214,10.0833594448,7.4140841323,2.0
45.1075575051,94.8767605016,99.373804325,2.0
33.4913324042,115.638236383,1.48873679459,2.0
46.8751538824,122.407412961,37.8965486716,2.0
42.6890949758,79.7051572312,98.974841612,2.0
43.1176769011,73.9467996792,11.6714103159,2.0
39.3594395886,27.5663505608,10.5244346927,2.0
47.1657575351,102.63764941,85.5701588265,2.0
16.3388397739,13.6669910865,126.252545349,2.0
-1.22841471594,94.6139180249,108.492572133,2.0
6.66339295324,76.8140743188,113.75999238,2.0
-0.34748231554,119.120040369,47.951175896,2.0
-2.06282558699,86.9409217013,2.75181533199,2.0
-1.56349995071,28.6212333746,75.9639516002,2.0
38.0072905154,57.4610944549,122.755915806,2.0
-1.97610203057,42.3614153293,62.3303515085,2.0
0.655468062116,102.550172449,12.7639256091,2.0
-0.50729154299,124.544185825,106.520509386,2.0
9.98211975652,99.1012517758,86.5776735639,2.0
-2.27509478902,16.8693023616,108.702107101,2.0
39.7676651795,99.7745275062,127.701861502,2.0
18.163043268,70.1404751225,127.322218732,2.0
0.337638294084,62.8148324555,30.0392187245,2.0
28.1591361525,126.926290647,113.37404899,2.0
-2.50890189435,58.018480059,112.612363064,2.0
39.5396239631,26.1406413243,37.6255808773,2.0
7.68398721725,12.3688114755,1.10806026796,2.0
-2.9680225712,50.9837926371,86.2125071897,2.0
27.9894660055,128.283250564,32.2867739866,2.0
47.3681563717,16.3968730614,111.426826003,2.0
-2.8914007582,9.27169199621,65.8153517717,2.0
-2.07517275136,104.199229828,82.017865107,2.0
47.0362059056,9.07498712896,51.5663960831,2.0
41.2460394962,69.6949589877,64.3362143859,2.0
-0.580581272878,24.6190734415,31.1034901272,2.0
-1.87457776294,110.429442212,1.47210572119,2.0
4.08852685388,39.0577066338,0.178888220304,2.0
4.22370130727,79.1989089737,128.337372523,2.0
1.89826653436,12.8632161049,52.0073801475,2.0
-2.63374434801,105.775653592,99.0232022368,2.0
45.3425096552,20.5408803215,2.46556498554,2.0
46.1716503947,24.3375904099,126.74547094,2.0
47.3534113163,43.3803633815,68.1967728924,2.0
17.5575353245,88.3528293158,128.290552242,2.0
-1.7198887701,107.817901172,123.80179883,2.0
-0.495372560224,14.6604411659,80.1035611958,2.0
7.53173268688,0.634315946803,5.4622357988,2.0
42.322150538,75.707053466,126.886971325,2.0
11.1528639617,118.07778567,1.42591882431,2.0
26.0292456139,32.2588617629,127.826628034,2.0
-3.22582836815,88.5473322289,16.859027678,2.0
47.4520310896,61.550660668,105.956183149,2.0
45.8567378445,104.056669381,54.2015517814,2.0
-4.01496610256,7.15320643502,39.5270265877,2.0
41.2898196133,111.459322301,67.1464312563,2.0
39.0924506061,127.150769261,87.1969618631,2.0
48.6967031224,50.704611266,117.356564415,2.0
48.0893062384,100.755887608,28.6092720324,2.0
-5.90683836843,80.6619521038,58.240309869,2.0
23.328426036,102.418942835,129.987041315,2.0
48.2590267303,82.325675946,65.5396264231,2.0
47.8113770058,85.1473220174,26.7100219455,2.0
-4.94791580148,52.8441014757,3.69963809696,2.0
47.3928898982,95.8050112476,72.5938127558,2.0
40.3061922999,125.693042256,9.56816112626,2.0
49.0888492692,6.54563125962,79.8503553961,2.0
28.6775554969,116.538420817,125.545886445,2.0
