-1.850659941402489073e-01,3.238284278735481792e+01,1.251807788810474023e+02
3.785219093401221979e-01,6.880051592973288166e+01,9.024494746062863726e+01
1.536530258433953122e+01,4.104611257881208530e+01,5.662786346181116670e+01
2.134624823236965341e+00,4.808711776650498138e+01,1.000769238093052564e+02
1.124458151740491374e+01,7.175555829136541774e+00,4.431307676547934449e+01
1.988632799601675938e+00,4.766294283376740282e+01,3.606817450727834995e+01
1.395450415489178120e+01,1.766157165685305230e+01,8.483581565244918465e+01
3.952346731250186984e-01,6.753005256928371125e+01,6.876420908909491914e+01
1.546002600050445253e+01,1.124252878774052675e+02,8.805805734259379847e+01
1.597034360418664534e+01,2.348133154834409986e+00,6.591560278836324471e+01
4.053315282360655303e+00,3.374358663274876591e+01,9.713327879929249775e+01
2.524192200647155104e+00,4.479616213915697642e+01,4.930462717327394273e+01
3.478247119242061647e+00,3.156454716505892488e+00,1.066282149851639502e+02
8.432992799590996569e+00,4.163400842241789235e+01,8.007800777127997094e+01
2.105767971150737328e+00,9.695880229689279872e+01,5.417472594916684159e+01
5.754186528175467608e+00,3.156451441298209204e+01,2.449197437969050739e+01
1.503842958634557370e+01,6.748376885259786206e+01,8.285472390612144977e+01
1.083090906411129239e+01,4.779950798260787614e+00,9.522826370673273289e+01
2.570754023160866097e+01,2.825575658625552578e+01,3.368904816242169886e+01
1.199834362011567990e+01,2.319244425136921706e+01,1.139051399472089656e+02
2.419251247242268033e+00,7.377292349102336289e+01,4.085860734286820417e+01
2.065355174595798715e+01,6.980399035350995973e+01,3.458070153594386653e+01
2.119106496693700592e+01,3.124410713272141926e+00,1.309826932879853523e+01
7.513258014859617973e+00,2.296782311286578704e+01,9.727731035081906441e+01
2.072962957741950518e+01,4.296229106510713791e+01,1.233018919517649010e+02
1.678165833996515488e+01,5.399371549213388732e+01,1.117476018504104474e+02
1.734933349430744087e+01,4.781467274209732921e+01,2.682759608591334910e+01
1.747529215252528445e+01,8.086735223109504034e+01,5.609482202650730898e+01
8.608021747856984263e+00,4.705007255643344877e+00,1.607609370766280676e+01
4.673376294727307645e+00,5.650808063984481322e+01,4.872764467255565535e+01
2.236084835715406172e+01,1.741971957588811293e+01,1.042510549217502529e+02
5.152098215175235474e+00,1.188402777193198006e+02,3.403951017936138612e+01
2.687330651799699766e+01,6.608484932703456138e+01,6.702608679537152625e+01
1.928538640533886905e+01,4.339834094803717335e+01,1.088709870567281968e+02
4.249090185748338655e+01,4.040959027235976464e+01,5.211141240698119503e+01
1.107889672575367968e+00,1.025313813567934886e+02,2.718157807943600446e+01
1.024070694171999918e+01,5.945239185542690308e+01,4.930640145962049914e+00
1.157847808611767171e+00,7.288474237580696524e+01,2.608701335856327930e+01
3.082255877053846760e+01,4.593667723543098447e+01,5.640277742176999709e+01
2.448241728879725088e+01,3.698509619121602299e+01,8.681846241182405777e+01
3.216435062075433393e+01,1.672069323352452486e+01,9.190540063506847446e+01
2.562512870362278505e+01,1.077326969139655262e+02,6.380044951753266247e+01
1.067697822819578946e+01,1.145319704849471094e+02,5.825652036055307548e+01
1.538057975041583880e+01,6.710285814817964933e+01,1.046332508874844649e+02
3.519732587775195753e+01,6.660881722622600698e+00,1.129900875272042384e+02
1.485313793108770675e+01,9.322173553431096593e+01,1.993364260864436943e+01
2.732930240674821576e+01,1.059484942708454724e+02,7.576320619138050461e+01
2.333467583203233175e+01,2.233594108863257688e+01,7.301000396154825012e+01
2.999805343767212662e+01,3.365566535405164927e+01,6.012240558325316186e+01
3.250396923668255766e+01,6.054956568434123199e+01,1.091637213396899426e+02
4.903226735459347729e+00,8.837208362559314878e+01,8.410569911647181129e+01
2.516895944544397778e+01,1.014972865667987207e+02,4.983510024729763899e+01
3.896531744866099700e+01,1.011536645809650281e+02,4.378857547107632087e+01
