z,y,x,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy
1.18268845339,32.0496580654,124.351113362,0.0,15.792591397,4.0703065743,0.141922614407,0.0,-0.0755570309,0.02780000473,-0.0889798244563,0.1199963097,-0.0433720913899,-0.00156725239242,-0.0904164832092,0.100293245174,0.102817254071,0.0990000189488
0.441189916256,32.2685557404,123.756176111,1.0,15.7170343661,4.09810657903,0.0529427899507,0.0,0.1809245518,0.01451445496,-0.0751507092475,0.196448446029,0.0652989330331,-0.00982581526902,-0.0471825710473,0.0811584395587,0.100609389017,0.100040623755
-0.18506599414,32.3828427874,125.180778881,2.0,15.8979589179,4.11262103399,-0.0222079192968,0.0,0.1456403281,-0.01924377594,0.0392372173825,0.15205586904,-0.0030536028589,-0.0389868846979,0.0416372200716,0.0571223228183,0.0438087506187,0.0553973004467
0.141910817381,32.2313169925,126.327553118,3.0,16.043599246,4.09337725805,0.0170292980857,0.0,,,,,,,,,,
0.657383075775,68.998617876,89.3882344932,0.0,11.3523057806,8.76282447025,0.078885969093,1.0,0.0143509742,0.01397612062,-0.0386435766359,0.0435270998722,0.0465359137101,-0.0153911365024,-0.0400802353888,0.0633159033458,0.0620826000393,0.0624163789633
0.335353270476,69.1086660698,89.5012342898,1.0,11.3666567548,8.77680059087,0.0402423924571,1.0,0.0944515727,-0.03913506779,0.0051802366637,0.102369370264,-0.0211740460669,-0.063475338019,0.0331483748639,0.0746744502463,0.0447965245266,0.0671140344143
0.37852190934,68.8005159297,90.2449474606,2.0,11.4611083275,8.73766552308,0.0454226291208,1.0,0.1515391553,0.08349859371,-0.0384668283758,0.17724510607,0.0028452243411,0.0637554849521,-0.0360668256867,0.0733053414026,0.0919772109731,0.0745154618071
0.0579650062087,69.4579851716,91.4381691556,3.0,11.6126474828,8.82116411679,0.00695580074505,1.0,,,,,,,,,,
15.4609260146,40.6043103917,56.2094119942,0.0,7.13859532327,5.15674741974,1.85531112176,2.0,-0.01727747242,0.03658269311,0.02528048159,0.0477064695594,0.0149074670901,0.00721543598758,0.0238438228371,0.0290314136587,0.0469001999958,0.0302224724494
15.6715966946,40.8923630933,56.0733689043,1.0,7.12131785085,5.19333011285,1.88059160335,2.0,0.0704208088,0.01952618466,-0.03675529323,0.0818004509758,-0.0452048099669,-0.00481408556902,-0.00878715502975,0.0463018828723,0.0614467111564,0.0584602586757
15.3653025843,41.0461125788,56.6278634618,2.0,7.19173865965,5.21285629751,1.84383631012,2.0,0.16200071379,0.0303649824,0.03334719006,0.168161525057,0.0133067828311,0.0106218736421,0.0357471927491,0.0395949044502,0.0470227361004,0.0374423524085
15.6431958348,41.2852069284,57.9034596334,3.0,7.35373937344,5.24322127991,1.87718350018,2.0,,,,,,,,,,
12.1734742894,6.28114100868,43.8040476284,0.0,5.56311404881,0.797704908103,1.46081691473,3.0,-0.06281790592,0.041705330481,-6.43388999988e-06,0.0754017502191,-0.0306329664099,0.0123380733586,-0.00144309264289,0.0330558497341,0.0517466256194,0.0330243353705
12.1734206737,6.60952943767,43.309418448,1.0,5.50029614289,0.839410238584,1.46081048084,3.0,0.12746460633,0.071885351716,-0.11146069875,0.183951670349,0.0118389875631,0.047545081487,-0.0834925605498,0.0968075620356,0.133158374816,0.121754604701
11.2445815174,7.17555582914,44.3130767655,2.0,5.62776074922,0.9112955903,1.34934978209,3.0,0.08442412223,0.000557838027,-0.30330206022,0.314833103932,-0.0642698087289,-0.0191852707309,-0.300902057531,0.308286767724,0.310037190077,0.310629719539
8.71706434889,7.17994825455,44.9778336335,3.0,5.71218487145,0.911853428327,1.04604772187,3.0,,,,,,,,,,
2.54723898947,44.1254641147,49.0455012231,0.0,6.22877865534,5.60393394257,0.305668678737,4.0,-0.07371410314,0.07377789221,-0.041999613876,0.112431819101,-0.0415291636299,0.0444106350876,-0.0434362726289,0.0747240638655,0.0945082873429,0.0738981969091
2.19724220717,44.7063923998,48.4650752142,1.0,6.1550645522,5.67771183478,0.263669064861,4.0,0.10662309881,0.01140075689,0.039233999217,0.114183051072,-0.00900251995687,-0.012939513339,0.0672021374172,0.0690261084262,0.0418369372421,0.0422821837845
2.52419220065,44.7961621392,49.3046271733,2.0,6.26168765101,5.68911259167,0.302903064078,4.0,0.16015110878,0.00620203836,0.027466301982,0.162607627951,0.0114571778211,-0.0135410703979,0.0298663046711,0.0347364889684,0.0303995057198,0.0326959516716
2.7530780505,44.8449970868,50.5656595259,3.0,6.42183875979,5.69531463003,0.33036936606,4.0,,,,,,,,,,
17.073798664,1.5464787449,65.0783742159,0.0,8.26495352542,0.196402800602,2.04885583968,5.0,-0.01120447119,0.027320482845,0.00158585815,0.0295713358441,0.0209804683201,-0.00204677427742,0.000149199397114,0.0210805976276,0.034483384113,0.0211396376967
17.0870141486,1.76160065706,64.9901500333,1.0,8.25374905423,0.223723283447,2.05044169783,5.0,0.11753249989,0.074489627217,-0.13400046533,0.193180531633,0.00190688112313,0.050149356988,-0.10603232713,0.117309200826,0.153324705991,0.143089898003
15.9703436042,2.34813315483,65.9156027884,2.0,8.37128155412,0.298212910664,1.9164412325,5.0,0.02900990098,-0.023755929899,0.05026621926,0.0627105362673,-0.119684029979,-0.0434990386569,0.0526662219491,0.137804805179,0.131967056632,0.136905537488
16.3892287647,2.1610785887,66.1440272055,3.0,8.4002914551,0.274456980765,1.96670745176,5.0,,,,,,,,,,
