z,y,x,rad,frame,xum,yum,zum,particle
15.6005609412,83.6510559624,80.5889565593,7.48028571066,0.0,10.234797483,10.6236841072,1.87206731294,0.0
15.6476821701,83.5960577753,80.576339859,7.44744820414,1.0,10.2331951621,10.6166993375,1.87772186042,0.0
15.494104584,83.7143225621,80.3416207077,7.42002783868,2.0,10.2033858299,10.6317189654,1.85929255008,0.0
15.2920334081,83.7061605375,79.6688725561,7.40174445225,3.0,10.1179468146,10.6306823883,1.83504400897,0.0
0.49731092833,61.1668417106,100.943455341,7.36594448886,0.0,12.8198188283,7.76818889724,0.0596773113997,1.0
0.362790638867,60.8014701897,100.640174035,7.34082862759,1.0,12.7813021024,7.7217867141,0.043534876664,1.0
0.454505821194,60.8284097506,100.647841021,7.31920116696,2.0,12.7822758097,7.72520803832,0.0545406985433,1.0
0.167722771169,60.8868988458,99.981170439,7.30164208298,3.0,12.6976086458,7.73263615342,0.0201267325403,1.0
3.02347572438,114.844601981,11.8878597438,7.53104831619,0.0,1.50975818746,14.5852644515,0.362817086926,2.0
3.38648719119,115.666975943,10.8799841628,7.56573663847,1.0,1.38175798867,14.6897059447,0.406378462943,2.0
3.16113798055,116.505003767,10.0606249941,7.50696249558,2.0,1.27769937425,14.7961354783,0.379336557667,2.0
5.42714413001,117.427086873,8.85882073481,7.51321362095,3.0,1.12507023332,14.9132400328,0.651257295601,2.0
1.52765371523,29.6446812835,94.9436050498,7.33587494853,0.0,12.0578378413,3.76487452301,0.183318445828,3.0
0.826337041178,29.8523515336,94.8386349897,7.3162649367,1.0,12.0445066437,3.79124864477,0.0991604449414,3.0
0.287786461204,30.4703634333,94.1659135481,7.31075772679,2.0,11.9590710206,3.86973615603,0.0345343753445,3.0
0.0360660583413,30.3861389555,93.9999990288,7.40959019453,3.0,11.9379998767,3.85903964735,0.00432792700096,3.0
12.8427899157,86.0513700165,5.82905618744,7.62614617683,0.0,0.740290135805,10.9285239921,1.54113478989,4.0
12.4879018504,85.9794148226,5.78170640296,7.62097770901,1.0,0.734276713176,10.9193856825,1.49854822205,4.0
12.9569128847,86.9415662863,6.30169470011,7.66231343649,2.0,0.800315226913,11.0415789184,1.55482954616,4.0
13.6533922817,87.2575755425,6.38663116455,7.56838209286,3.0,0.811102157898,11.0817120939,1.63840707381,4.0
5.27519529553,37.5150934809,73.8816181313,7.28242266679,0.0,9.38296550268,4.76441687207,0.633023435463,5.0
6.45578532064,38.5025177669,74.5580570936,7.29324416193,1.0,9.46887325088,4.88981975639,0.774694238477,5.0
7.09814214693,39.6572143953,74.0054494145,7.25153721478,2.0,9.39869207564,5.03646622821,0.851777057632,5.0
5.61572735592,39.5883804141,74.3847178067,7.16778185057,3.0,9.44685916145,5.02772431259,0.67388728271,5.0
2.43347514486,53.1359183538,6.81415648416,7.48781229367,0.0,0.865397873488,6.74826163094,0.292017017383,6.0
