z,y,x,rad,frame,xum,yum,zum,particle,dxum,dyum,dzum,dr,dxum_adj,dyum_adj,dzum_adj,dr_adj_full,dr_adj_x,dr_adj_xy,contacts_2pt5um,network
0.49731092833,61.1668417106,100.943455341,7.36594448886,0.0,12.8198188283,7.76818889724,0.0596773113997,1.0,-0.0385167259,-0.04640218314,-0.0161424347357,0.0624281905345,-0.0330528942301,-0.0347356266151,0.00196397908222,0.0479886943682,0.0592134665118,0.0505928430959,3.0,1.0
2.43347514486,53.1359183538,6.81415648416,7.48781229367,0.0,0.865397873488,6.74826163094,0.292017017383,6.0,-0.120750112153,0.06417589262,-0.049956217446,0.145584197082,-0.115286280483,0.0758424491449,-0.0318498036281,0.141624198325,0.141085418533,0.14676044161,3.0,2.0
12.0640065274,78.9306938976,101.531602472,7.38573507347,0.0,12.894513514,10.024198125,1.44768078329,7.0,-0.0033919962,-0.0421664548,0.01509237766,0.0449143118844,0.0020718354699,-0.0304998982751,0.0331987914779,0.0451297690288,0.0448339411166,0.0340927581817,5.0,3.0
13.0865271624,64.4172502167,34.5387398064,7.75900491694,0.0,4.38641995541,8.18099077752,1.57038325949,16.0,0.00100657834,-0.00662012732,-0.02769698319,0.0284949497897,0.0064704100099,0.00504642920495,-0.00959056937208,0.0126218728522,0.0292029993195,0.0288869439582,7.0,1.0
25.6171598376,50.6352079216,107.183247514,7.28700812557,0.0,13.6122724342,6.43067140604,3.07405918051,18.0,-0.0144953902,-0.01272717329,-0.00504164395,0.0199377895145,-0.0090315585301,-0.00106061676505,0.0130647698679,0.0159179825702,0.0164002488748,0.010397698357,5.0,1.0
5.17603965969,53.8792589058,113.546137601,7.27448772185,0.0,14.4203594754,6.84266588104,0.621124759162,26.0,-0.0213210902,-0.01938575601,-0.006463932017,0.0295326741173,-0.0158572585301,-0.00771919948505,0.0116424818009,0.0211325831659,0.0258658578302,0.0187835328387,5.0,1.0
19.58712783,66.9775004773,72.7919312983,7.62331315891,0.0,9.24457527488,8.50614256061,2.3504553396,28.0,-0.00716596919,-0.00213645243,-0.0141299047,0.0159865490413,-0.0017021375201,0.00953010409495,0.00397650911792,0.010465790986,0.0143915220861,0.0171281745387,7.0,1.0
22.9718643116,63.9575592098,124.830086781,7.33600226108,0.0,15.8534210212,8.12261001964,2.7566237174,29.0,-0.0381573946,0.00159860737,-0.03606016945,0.0525250238358,-0.0326935629301,0.0132651638949,-0.0179537556321,0.0395875102971,0.048700723027,0.0504496724567,4.0,1.0
10.9269401417,61.2386262795,62.3961713,7.45757124244,0.0,7.9243137551,7.7773055375,1.31123281701,30.0,0.00905846719,-0.00562892957,-0.01953795766,0.0222592108005,0.0145222988599,0.00603762695495,-0.00143154384208,0.0157923849116,0.0249862722671,0.0250815049977,8.0,1.0
7.14321480984,59.8579503283,48.3339924651,7.23862206999,0.0,6.13841704307,7.60195969169,0.857185777181,31.0,0.00162546814,-0.00867832927,-0.021640389122,0.0233722482219,0.0070892998099,0.00298822725495,-0.00353397530408,0.00846620666956,0.0243696124726,0.0229672400448,6.0,1.0
17.9098384696,66.4590992127,87.3386157545,7.44134002581,0.0,11.0920042008,8.44030560001,2.14918061636,33.0,0.0018048581,-0.00125800889,-0.00973424864,0.00997976431154,0.0072686897699,0.0104085476349,0.00837216517792,0.0152073950631,0.012213600367,0.0159977283208,7.0,1.0
16.6912997161,53.0124945343,20.4928080833,7.72042494609,0.0,2.60258662658,6.73258680586,2.00295596593,46.0,-0.02683543267,0.01985917606,-0.06278772399,0.0711113605847,-0.0213716010001,0.0315257325849,-0.0446813101721,0.058711469263,0.0692346046926,0.0734364720569,7.0,2.0
15.6270900606,71.4465797639,47.447479251,7.55340283856,0.0,6.02582986488,9.07371563002,1.87525080727,47.0,0.00705829776,-0.000738784200001,-0.01491745733,0.0165195612095,0.0125221294299,0.0109277723249,0.00318895648792,0.0169230427798,0.0194905120699,0.0223327218815,9.0,1.0
27.5305179104,66.2787826684,39.146336206,7.27264746437,0.0,4.97158469816,8.41740539889,3.30366214924,50.0,-0.01675546102,-0.000670945439998,-0.03542649068,0.039194794089,-0.0112916293501,0.010995611085,-0.0173200768621,0.0234177159224,0.0371885372536,0.038774225955,7.0,1.0
30.4142465618,76.489063714,23.5955535619,7.40400823295,0.0,2.99663530236,9.71411109168,3.64970958742,63.0,-0.00867321717,0.01408260079,-0.03615681314,0.0397600236108,-0.0032093855001,0.0257491573149,-0.0180503993221,0.0316091153531,0.0389350091401,0.0445043188259,7.0,2.0
17.1969423787,75.8801385478,60.2816627069,7.70765849848,0.0,7.65577116378,9.63677759558,2.06363308545,65.0,0.00303245025,-0.01141416448,-0.01557115743,0.0195432814288,0.0084962819199,0.00025239204495,0.00253525638792,0.00887006387571,0.0210933852416,0.0177401085655,7.0,1.0
32.558703608,62.0353587602,81.05008719,7.1307211567,0.0,10.2933610731,7.87849056255,3.90704443296,68.0,-0.0044838792,0.00181442408,-0.00893793977,0.0101628772872,0.000979952469899,0.0134809806049,0.00916847404792,0.016332729756,0.0091727427151,0.0162044411272,8.0,1.0
30.7594941142,65.3402489724,53.8237350697,7.46549439741,0.0,6.83561435385,8.29821161949,3.6911392937,73.0,-0.01637536446,-0.01358331723,-0.01825192119,0.0280319763002,-0.0109115327901,-0.00191676070505,-0.000145507372082,0.0110795618968,0.0252329285246,0.0213510689792,6.0,1.0
36.1094984771,64.1905894675,94.1941355018,7.34639589717,0.0,11.9626552087,8.15220486237,4.33313981725,74.0,-0.0078891568,0.00289356584,0.0091496309,0.0124228524861,-0.0024253251301,0.0145601223649,0.0272560447179,0.0309963116989,0.00989801348066,0.0173664939143,7.0,1.0
